Frame Nr., Compute, Primary Ray Trace, Room_With_Door_(5292_Probes)_-_No_Surfels_-_64_Rays_Per_Probe
0, 0, 0, 1
1, 0, 0, 1
2, 2.63763, 0, 1
3, 3.07792, 3.25018, 1
4, 2.91258, 3.19456, 1
5, 2.82829, 3.38944, 1
6, 2.8696, 3.37558, 1
7, 3.03088, 3.38112, 1
8, 3.2256, 3.38739, 1
9, 2.9921, 3.38163, 1
10, 3.00038, 3.38784, 1
11, 3.19706, 3.3816, 1
12, 2.96781, 3.38054, 1
13, 3.00419, 3.37603, 1
14, 2.9655, 3.38109, 1
15, 3.1911, 3.37424, 1
16, 2.98243, 3.37971, 1
17, 2.99408, 3.37526, 1
18, 2.99594, 3.37715, 1
19, 3.02899, 3.37715, 1
20, 3.09258, 3.37715, 1
21, 2.98618, 3.45552, 1
22, 2.98742, 3.37014, 1
23, 3.21322, 3.37715, 1
24, 2.98803, 3.37101, 1
25, 3.00211, 3.37386, 1
26, 3.10118, 3.37101, 1
27, 3.21869, 3.37043, 1
28, 2.99216, 3.3792, 1
29, 3.09453, 3.37344, 1
30, 3.20288, 3.37715, 1
31, 3.19094, 3.37715, 1
32, 2.9904, 3.36957, 1
33, 2.98755, 3.36605, 1
34, 3.09014, 3.36691, 1
35, 3.26266, 3.37171, 1
36, 2.98323, 3.37021, 1
37, 2.98877, 3.35853, 1
38, 2.94845, 3.36688, 1
39, 3.02112, 3.36349, 1
40, 3.1785, 3.36125, 1
41, 2.9672, 3.36646, 1
42, 2.90406, 3.37354, 1
43, 3.07674, 3.36291, 1
44, 2.88643, 3.36128, 1
45, 2.80752, 3.3673, 1
46, 2.92045, 3.36179, 1
47, 2.88768, 3.35837, 1
48, 3.08995, 3.35427, 1
49, 2.86422, 3.1744, 1
50, 3.08272, 3.37482, 1
51, 2.85533, 3.16621, 1
52, 3.00877, 3.3553, 1
53, 3.0855, 3.17699, 1
54, 3.01309, 3.17277, 1
55, 2.9296, 3.35104, 1
56, 3.07088, 3.34438, 1
57, 3.00515, 3.16454, 1
58, 3.05357, 3.3584, 1
59, 3.08218, 3.36048, 1
60, 3.06586, 3.1681, 1
61, 3.05434, 3.16621, 1
62, 3.06221, 3.1664, 1
63, 3.07974, 3.17027, 1
64, 3.06576, 3.17274, 1
65, 3.072, 3.16618, 1
66, 2.81926, 3.16464, 1
67, 3.05971, 3.35258, 1
68, 2.99008, 3.34618, 1
69, 3.03462, 3.35242, 1
70, 3.0169, 3.1703, 1
71, 2.91635, 3.36102, 1
72, 2.83398, 3.43245, 1
73, 3.07197, 3.35386, 1
74, 3.06586, 3.17235, 1
75, 2.80112, 3.16749, 1
76, 3.04573, 3.34643, 1
77, 3.09264, 3.16621, 1
78, 2.80064, 3.16458, 1
79, 3.01514, 3.35226, 1
80, 3.04483, 3.35962, 1
81, 3.06493, 3.16858, 1
82, 3.03494, 3.1703, 1
83, 3.07024, 3.35523, 1
84, 3.06858, 3.16813, 1
85, 3.00266, 3.16765, 1
86, 3.06435, 3.35258, 1
87, 3.06474, 3.17171, 1
88, 3.05786, 3.17002, 1
89, 3.09242, 3.17235, 1
90, 3.01686, 3.17197, 1
