Frame Nr., Compute, Primary Ray Trace, Room_With_Door_(5292_Probes)_-_No_Surfels_-_64_Rays_Per_Probe
0, 0, 0, 1
1, 0, 0, 1
2, 2.79962, 0, 1
3, 3.13856, 3.0249, 1
4, 3.02851, 3.19517, 1
5, 2.97472, 3.23789, 1
6, 2.99142, 3.43107, 1
7, 2.59894, 3.3856, 1
8, 3.02531, 3.384, 1
9, 2.74125, 3.37158, 1
10, 3.01683, 3.37731, 1
11, 3.10026, 2.87712, 1
12, 2.98803, 3.18202, 1
13, 3.21126, 3.37968, 1
14, 3.18464, 3.39107, 1
15, 2.97226, 3.37869, 1
16, 3.0103, 3.38634, 1
17, 3.00259, 3.37264, 1
18, 3.00019, 3.38029, 1
19, 2.98739, 3.3719, 1
20, 2.98906, 3.37363, 1
21, 3.21117, 3.3703, 1
22, 3.1785, 3.36669, 1
23, 2.97875, 3.36509, 1
24, 3.11325, 3.36733, 1
25, 2.94115, 3.3745, 1
26, 3.10285, 3.36973, 1
27, 3.00237, 3.17315, 1
28, 3.10534, 3.36429, 1
29, 3.01184, 3.45366, 1
30, 2.95526, 3.37066, 1
31, 2.97152, 3.37216, 1
32, 2.99213, 3.37146, 1
33, 2.74054, 3.35837, 1
34, 3.00384, 3.47341, 1
35, 3.01056, 3.36512, 1
36, 3.21706, 3.35699, 1
37, 3.01952, 3.36259, 1
38, 2.99344, 3.36493, 1
39, 3.17616, 3.3591, 1
40, 3.00602, 3.36483, 1
41, 2.9143, 3.37069, 1
42, 2.77094, 3.37917, 1
43, 2.83309, 3.37258, 1
44, 2.84957, 3.36493, 1
45, 2.89792, 3.37725, 1
46, 2.88045, 3.36838, 1
47, 2.80806, 3.35888, 1
48, 2.93078, 3.37306, 1
49, 2.85901, 3.37805, 1
50, 2.85507, 3.36998, 1
51, 2.82416, 3.36896, 1
52, 3.06816, 3.36691, 1
53, 3.03616, 3.16557, 1
54, 2.79693, 3.36963, 1
55, 3.0761, 3.35667, 1
56, 2.91088, 3.16746, 1
57, 2.8855, 3.36035, 1
58, 2.99002, 3.22013, 1
59, 3.07603, 3.36016, 1
60, 2.90406, 3.17011, 1
61, 2.86778, 3.35117, 1
62, 3.06541, 3.35837, 1
63, 2.83034, 3.17283, 1
64, 3.08634, 3.36746, 1
65, 2.83165, 3.1744, 1
66, 3.04259, 3.35872, 1
67, 2.99622, 3.16643, 1
68, 2.98598, 3.34864, 1
69, 3.03459, 3.17549, 1
70, 2.78986, 3.35136, 1
71, 3.01056, 3.3424, 1
72, 3.01754, 3.35258, 1
73, 3.09235, 3.3497, 1
74, 2.84099, 3.16426, 1
75, 3.01411, 3.35414, 1
76, 3.0679, 3.1744, 1
77, 2.79424, 3.16794, 1
78, 2.8464, 3.35261, 1
79, 3.08851, 3.36253, 1
80, 3.09248, 3.16826, 1
81, 2.99805, 3.16717, 1
82, 3.03693, 3.36253, 1
83, 2.81805, 3.35968, 1
84, 3.0241, 3.35261, 1
85, 2.95328, 3.35104, 1
86, 2.89357, 3.3536, 1
87, 2.8072, 3.35053, 1
88, 3.06694, 3.35328, 1
89, 3.04134, 3.16573, 1
90, 3.08541, 3.16826, 1
