Frame Nr., Compute, Primary Ray Trace, Room_With_Door_(5292_Probes)_-_No_Surfels_-_64_Rays_Per_Probe
0, 0, 0, 1
1, 0, 0, 1
2, 3.02592, 0, 1
3, 2.99866, 3.38112, 1
4, 3.07507, 3.25958, 1
5, 2.63987, 3.18464, 1
6, 2.97718, 3.42557, 1
7, 2.99197, 3.38528, 1
8, 3.17875, 3.37395, 1
9, 3.0264, 3.37325, 1
10, 2.96346, 3.38125, 1
11, 3.1087, 3.37126, 1
12, 2.98394, 3.45706, 1
13, 2.97773, 3.36691, 1
14, 3.18669, 3.3673, 1
15, 3.17021, 3.36934, 1
16, 2.98048, 3.36282, 1
17, 3.00605, 3.36621, 1
18, 2.98602, 3.36051, 1
19, 2.99693, 3.36294, 1
20, 2.98189, 3.35942, 1
21, 3.00669, 3.35667, 1
22, 3.10902, 3.35613, 1
23, 2.95184, 3.35414, 1
24, 3.17955, 3.38739, 1
25, 2.94349, 3.35475, 1
26, 2.89331, 3.36256, 1
27, 2.95568, 3.1785, 1
28, 2.94784, 3.38474, 1
29, 3.1785, 3.37789, 1
30, 2.93254, 3.16765, 1
31, 2.95798, 3.38227, 1
32, 3.19907, 3.37584, 1
33, 2.94845, 3.16198, 1
34, 3.11322, 3.40413, 1
35, 2.95718, 3.17069, 1
36, 3.10541, 3.3751, 1
37, 2.93978, 3.16966, 1
38, 2.94742, 3.39763, 1
39, 3.15213, 3.37715, 1
40, 3.09987, 3.16214, 1
41, 3.05373, 3.15869, 1
42, 2.93872, 3.16486, 1
43, 2.96579, 3.25427, 1
44, 2.92019, 3.26301, 1
45, 2.93517, 3.21818, 1
46, 2.9456, 3.21606, 1
47, 2.95891, 3.16621, 1
48, 2.95408, 3.21946, 1
49, 2.95731, 3.36352, 1
50, 3.00186, 3.17085, 1
51, 2.96333, 3.17338, 1
52, 2.95322, 3.2208, 1
53, 2.93069, 3.20925, 1
54, 2.94912, 3.22122, 1
55, 2.95581, 3.16416, 1
56, 2.92518, 3.21395, 1
57, 2.97101, 3.21702, 1
58, 2.94538, 3.21126, 1
59, 2.95322, 3.21149, 1
60, 2.9632, 3.34848, 1
61, 2.94918, 3.21741, 1
62, 2.94378, 3.21405, 1
63, 2.9143, 3.21741, 1
64, 2.95325, 3.37139, 1
65, 2.97942, 3.2215, 1
66, 2.95082, 3.16387, 1
67, 2.94282, 3.2137, 1
68, 2.95731, 3.21766, 1
69, 2.74877, 3.21533, 1
70, 2.92886, 3.21632, 1
71, 2.92006, 3.2215, 1
72, 2.9472, 3.34547, 1
73, 2.93069, 3.21645, 1
74, 2.96115, 3.21187, 1
75, 2.95891, 3.21331, 1
76, 2.9447, 3.21536, 1
77, 2.95962, 3.21328, 1
78, 2.94093, 3.21587, 1
79, 2.96954, 3.2241, 1
80, 2.95526, 3.21741, 1
81, 2.93408, 3.35414, 1
82, 2.94109, 3.21258, 1
83, 2.95581, 3.21206, 1
84, 2.95174, 3.21568, 1
85, 2.93888, 3.21178, 1
86, 2.95587, 3.2175, 1
87, 2.94531, 3.21747, 1
88, 2.95117, 3.35549, 1
89, 2.96106, 3.21331, 1
90, 2.9576, 3.21741, 1
