Frame Nr., Compute, Primary Ray Trace, Room_With_Door_(5292_Probes)_-_No_Surfels_-_64_Rays_Per_Probe
0, 0, 0, 1
1, 0, 0, 1
2, 2.63395, 0, 1
3, 3.34182, 3.23744, 1
4, 3.016, 3.39066, 1
5, 2.98026, 3.39466, 1
6, 3.1833, 3.3881, 1
7, 2.9456, 3.18054, 1
8, 3.17622, 3.41811, 1
9, 2.94374, 3.1785, 1
10, 2.9631, 3.396, 1
11, 3.1703, 3.38739, 1
12, 3.12509, 3.19008, 1
13, 3.0289, 3.18234, 1
14, 3.14368, 3.38669, 1
15, 3.16416, 3.18595, 1
16, 2.93808, 3.18851, 1
17, 2.97878, 3.38173, 1
18, 3.08717, 3.38502, 1
19, 2.9505, 3.1703, 1
20, 3.11971, 3.41606, 1
21, 3.11613, 3.16886, 1
22, 3.10579, 3.16845, 1
23, 2.93274, 3.16621, 1
24, 2.95117, 3.40173, 1
25, 2.96493, 3.37568, 1
26, 3.11914, 3.37984, 1
27, 2.94979, 3.37754, 1
28, 3.13494, 3.39712, 1
29, 3.0249, 3.18054, 1
30, 2.94912, 3.18861, 1
31, 2.96189, 3.26275, 1
32, 2.94502, 3.27178, 1
33, 2.9649, 3.21331, 1
34, 2.94813, 3.22282, 1
35, 2.9473, 3.21763, 1
36, 2.92534, 3.21795, 1
37, 2.93258, 3.37187, 1
38, 2.92643, 3.22525, 1
39, 2.97046, 3.2256, 1
40, 2.94109, 3.21501, 1
41, 2.94426, 3.22355, 1
42, 2.94928, 3.2145, 1
43, 2.93747, 3.21802, 1
44, 2.95322, 3.21696, 1
45, 2.93456, 3.21411, 1
46, 2.91674, 3.20922, 1
47, 2.96125, 3.21331, 1
48, 2.93642, 3.21706, 1
49, 2.93837, 3.3833, 1
50, 2.94854, 3.21766, 1
51, 2.94093, 3.21616, 1
52, 2.93082, 3.2176, 1
53, 2.95389, 3.36874, 1
54, 2.91491, 3.21021, 1
55, 2.94301, 3.36582, 1
56, 2.96346, 3.2079, 1
57, 2.94656, 3.2169, 1
58, 2.96784, 3.35741, 1
59, 2.93245, 3.21146, 1
60, 2.9457, 3.21104, 1
61, 2.94246, 3.36707, 1
62, 2.96253, 3.21469, 1
63, 2.97546, 3.21331, 1
64, 2.93696, 3.37795, 1
65, 2.93472, 3.21632, 1
66, 2.97389, 3.21126, 1
67, 2.94912, 3.21194, 1
68, 2.95952, 3.21693, 1
69, 2.93901, 3.21331, 1
70, 2.93693, 3.36195, 1
71, 2.93427, 3.21414, 1
72, 2.94429, 3.21331, 1
73, 2.94333, 3.36138, 1
74, 2.93846, 3.21933, 1
75, 2.93552, 3.21523, 1
76, 2.94867, 3.36077, 1
77, 2.96058, 3.21453, 1
78, 2.94298, 3.20829, 1
79, 2.9655, 3.21933, 1
80, 2.96547, 3.22154, 1
81, 2.92246, 3.21299, 1
82, 2.93478, 3.20922, 1
83, 2.95101, 3.21539, 1
84, 2.95629, 3.16826, 1
85, 2.95142, 3.36691, 1
86, 2.9696, 3.21574, 1
87, 2.91658, 3.1776, 1
88, 2.95197, 3.36067, 1
89, 2.9529, 3.20822, 1
90, 2.9415, 3.21741, 1
