Frame Nr., Compute, Primary Ray Trace, Room_With_Door_(5292_Probes)_-_No_Surfels_-_64_Rays_Per_Probe
0, 0, 0, 1
1, 0, 0, 1
2, 3.28778, 0, 1
3, 3.08099, 3.16029, 1
4, 3.06608, 3.39622, 1
5, 2.97574, 3.1769, 1
6, 3.19693, 3.4711, 1
7, 3.13347, 3.17709, 1
8, 3.14362, 3.18701, 1
9, 2.93504, 3.18842, 1
10, 3.16234, 3.40208, 1
11, 2.95277, 3.18288, 1
12, 2.94474, 3.38534, 1
13, 3.03696, 3.38381, 1
14, 3.11693, 3.40035, 1
15, 3.10093, 3.1744, 1
16, 3.08464, 3.17968, 1
17, 3.19078, 3.1768, 1
18, 3.09504, 3.1744, 1
19, 3.12115, 3.18208, 1
20, 3.11933, 3.18707, 1
21, 2.95104, 3.16662, 1
22, 3.07734, 3.40048, 1
23, 3.11693, 3.17869, 1
24, 3.03514, 3.16723, 1
25, 3.16829, 3.38125, 1
26, 2.93552, 3.17344, 1
27, 2.94656, 3.37782, 1
28, 3.00586, 3.38256, 1
29, 3.18147, 3.38173, 1
30, 3.1191, 3.17722, 1
31, 3.11878, 3.17437, 1
32, 2.93856, 3.16637, 1
33, 3.22765, 3.3777, 1
34, 2.94656, 3.17638, 1
35, 2.94723, 3.38288, 1
36, 3.14906, 3.38448, 1
37, 2.92534, 3.16918, 1
38, 3.20621, 3.39808, 1
39, 3.18688, 3.16621, 1
40, 3.07846, 3.16954, 1
41, 2.93478, 3.16336, 1
42, 2.94515, 3.29114, 1
43, 2.96038, 3.25018, 1
44, 2.93213, 3.36077, 1
45, 2.95091, 3.2087, 1
46, 2.96538, 3.21741, 1
47, 2.94563, 3.3649, 1
48, 2.94707, 3.21222, 1
49, 2.96688, 3.21786, 1
50, 2.94912, 3.21533, 1
51, 2.95117, 3.22086, 1
52, 2.93274, 3.36086, 1
53, 2.93478, 3.21376, 1
54, 2.9464, 3.21245, 1
55, 2.93888, 3.21331, 1
56, 2.93914, 3.35917, 1
57, 2.95059, 3.21728, 1
58, 2.9512, 3.21651, 1
59, 2.92845, 3.35098, 1
60, 2.94378, 3.21946, 1
61, 2.94502, 3.20982, 1
62, 2.95002, 3.21741, 1
63, 2.9601, 3.2072, 1
64, 2.95453, 3.21741, 1
65, 2.95894, 3.2176, 1
66, 2.95104, 3.21139, 1
67, 2.95168, 3.1744, 1
68, 2.94509, 3.35053, 1
69, 2.94813, 3.2144, 1
70, 2.94707, 3.1744, 1
71, 2.94058, 3.34966, 1
72, 2.9601, 3.21331, 1
73, 2.94323, 3.20931, 1
74, 2.96755, 3.21446, 1
75, 2.94528, 3.21126, 1
76, 2.95936, 3.2128, 1
77, 2.95178, 3.21696, 1
78, 2.94112, 3.21088, 1
79, 2.95936, 3.21936, 1
80, 2.95322, 3.18042, 1
81, 2.96346, 3.34928, 1
82, 2.93085, 3.2121, 1
83, 2.94704, 3.36282, 1
84, 2.95136, 3.17114, 1
85, 2.88941, 3.21741, 1
86, 2.94067, 3.1679, 1
87, 2.9225, 3.16714, 1
88, 2.93194, 3.20922, 1
89, 2.92691, 3.21325, 1
90, 2.99213, 3.20864, 1
