Frame Nr., Compute, Primary Ray Trace, Room_With_Door_(5292_Probes)_-_No_Surfels_-_64_Rays_Per_Probe
0, 0, 0, 1
1, 0, 0, 1
2, 2.62797, 0, 1
3, 3.09149, 3.26422, 1
4, 2.81674, 3.19187, 1
5, 2.99174, 3.19696, 1
6, 3.04736, 3.37757, 1
7, 3.26451, 3.17645, 1
8, 3.0176, 3.36829, 1
9, 2.99427, 3.37306, 1
10, 2.94502, 3.36045, 1
11, 2.99603, 3.36531, 1
12, 2.96899, 3.36118, 1
13, 2.97779, 3.35645, 1
14, 2.98182, 3.35658, 1
15, 3.23955, 3.36246, 1
16, 3.09862, 3.36486, 1
17, 2.95101, 3.36896, 1
18, 3.11638, 3.36691, 1
19, 2.95322, 3.36915, 1
20, 2.96006, 3.35677, 1
21, 3.00237, 3.35872, 1
22, 2.96141, 3.34877, 1
23, 2.98592, 3.35872, 1
24, 3.0168, 3.34979, 1
25, 2.97392, 3.35456, 1
26, 2.97802, 3.35206, 1
27, 3.04147, 3.3545, 1
28, 2.86515, 3.35459, 1
29, 3.17114, 3.35872, 1
30, 2.98125, 3.4408, 1
31, 3.16637, 3.34947, 1
32, 3.19616, 3.17616, 1
33, 2.96051, 3.3399, 1
34, 3.00646, 3.35443, 1
35, 3.0167, 3.34995, 1
36, 2.97814, 3.34256, 1
37, 2.98499, 3.34029, 1
38, 2.99578, 3.34662, 1
39, 3.02022, 3.34723, 1
40, 3.08147, 3.34605, 1
41, 2.88973, 3.34029, 1
42, 2.8432, 3.35949, 1
43, 2.7648, 3.34922, 1
44, 3.13456, 3.34858, 1
45, 3.08099, 3.16422, 1
46, 3.04051, 3.16394, 1
47, 3.072, 3.3447, 1
48, 3.08381, 3.1703, 1
49, 3.03514, 3.17155, 1
50, 3.07334, 3.17216, 1
51, 3.0128, 3.16461, 1
52, 3.0409, 3.34643, 1
53, 3.07235, 3.16515, 1
54, 3.01059, 3.1689, 1
55, 3.05971, 3.34544, 1
56, 3.07475, 3.16346, 1
57, 3.01898, 3.16294, 1
58, 3.09043, 3.34438, 1
59, 3.08365, 3.17187, 1
60, 2.74067, 3.16589, 1
61, 3.07571, 3.35034, 1
62, 3.07786, 3.16976, 1
63, 2.91222, 3.16531, 1
64, 2.8913, 3.35222, 1
65, 2.79987, 3.34787, 1
66, 3.0208, 3.35024, 1
67, 2.83853, 3.34848, 1
68, 3.07379, 3.35258, 1
69, 2.82624, 3.16621, 1
70, 3.07386, 3.34938, 1
71, 3.04851, 3.16211, 1
72, 3.01606, 3.35053, 1
73, 2.84256, 3.16528, 1
74, 3.07862, 3.34234, 1
75, 3.02093, 3.16547, 1
76, 2.81395, 3.34749, 1
77, 2.80672, 3.34378, 1
78, 2.74829, 3.34848, 1
79, 2.80333, 3.36262, 1
80, 2.83238, 3.35667, 1
81, 2.79626, 3.34275, 1
82, 2.83094, 3.34816, 1
83, 3.05357, 3.35446, 1
84, 2.83536, 3.1647, 1
85, 3.09891, 3.35872, 1
86, 2.93312, 3.16416, 1
87, 2.96141, 3.36454, 1
88, 2.95485, 3.36019, 1
89, 3.01117, 3.1703, 1
90, 2.96326, 3.36618, 1
