Frame Nr., Compute, Primary Ray Trace, Room_With_Door_(5292_Probes)_-_No_Surfels_-_64_Rays_Per_Probe
0, 0, 0, 1
1, 0, 0, 1
2, 3.0167, 0, 1
3, 2.9865, 3.17837, 1
4, 2.98614, 3.27066, 1
5, 2.97984, 3.15392, 1
6, 2.96707, 3.26032, 1
7, 3.06221, 3.25837, 1
8, 2.95526, 3.44435, 1
9, 3.0224, 3.40096, 1
10, 2.94176, 3.39091, 1
11, 3.02058, 3.38266, 1
12, 2.96234, 3.39878, 1
13, 2.95398, 3.38854, 1
14, 2.968, 3.39146, 1
15, 3.19283, 3.38966, 1
16, 2.94986, 3.17814, 1
17, 3.13958, 3.3999, 1
18, 3.20717, 3.18982, 1
19, 3.10883, 3.1855, 1
20, 2.94502, 3.17354, 1
21, 2.97229, 3.40806, 1
22, 3.12115, 3.18294, 1
23, 3.14218, 3.16486, 1
24, 3.13344, 3.16797, 1
25, 3.10227, 3.16416, 1
26, 3.06886, 3.16822, 1
27, 3.1039, 3.16755, 1
28, 2.90611, 3.16301, 1
29, 2.96243, 3.40029, 1
30, 2.95936, 3.38013, 1
31, 3.14778, 3.3792, 1
32, 2.92966, 3.17872, 1
33, 3.07728, 3.3959, 1
34, 2.95392, 3.17645, 1
35, 2.95728, 3.38064, 1
36, 2.97574, 3.3777, 1
37, 3.11379, 3.39149, 1
38, 3.09248, 3.16038, 1
39, 3.10682, 3.16006, 1
40, 2.95181, 3.15818, 1
41, 2.96323, 3.38755, 1
42, 3.00771, 3.37146, 1
43, 2.93347, 3.1703, 1
44, 2.94688, 3.25184, 1
45, 2.93235, 3.26058, 1
46, 2.94298, 3.21408, 1
47, 2.94118, 3.37066, 1
48, 2.93286, 3.21514, 1
49, 2.9497, 3.22365, 1
50, 2.93706, 3.36902, 1
51, 2.96822, 3.22355, 1
52, 2.92461, 3.21926, 1
53, 2.93955, 3.21184, 1
54, 2.93683, 3.21706, 1
55, 2.94714, 3.21658, 1
56, 2.92515, 3.36803, 1
57, 2.96013, 3.20874, 1
58, 2.95526, 3.21638, 1
59, 2.95117, 3.21549, 1
60, 2.92659, 3.21946, 1
61, 2.93478, 3.21488, 1
62, 2.96682, 3.21331, 1
63, 2.93981, 3.21536, 1
64, 2.9841, 3.22355, 1
65, 2.96128, 3.21638, 1
66, 2.94906, 3.22067, 1
67, 2.95526, 3.2168, 1
68, 2.96736, 3.36077, 1
69, 2.95066, 3.2143, 1
70, 2.94259, 3.22141, 1
71, 2.97555, 3.21331, 1
72, 2.93149, 3.21334, 1
73, 2.93325, 3.2153, 1
74, 2.93478, 3.21738, 1
75, 2.9616, 3.2215, 1
76, 2.95222, 3.36221, 1
77, 2.95338, 3.21696, 1
78, 2.74842, 3.21536, 1
79, 2.95203, 3.21808, 1
80, 2.94912, 3.22355, 1
81, 2.96045, 3.21654, 1
82, 2.96714, 3.21878, 1
83, 2.92454, 3.21958, 1
84, 2.94979, 3.21466, 1
85, 2.92986, 3.20922, 1
86, 2.95322, 3.21914, 1
87, 2.92182, 3.21331, 1
88, 2.93875, 3.22125, 1
89, 2.95731, 3.21126, 1
90, 2.92432, 3.17658, 1
