Frame Nr., Compute, Primary Ray Trace, Room_With_Door_(5292_Probes)_-_No_Surfels_-_64_Rays_Per_Probe
0, 0, 0, 1
1, 0, 0, 1
2, 2.88358, 0, 1
3, 2.81395, 3.03344, 1
4, 3.03677, 3.27219, 1
5, 3.00112, 3.17328, 1
6, 3.23312, 3.42694, 1
7, 2.97958, 3.38451, 1
8, 2.95731, 3.39232, 1
9, 3.19728, 3.38099, 1
10, 2.96941, 3.17008, 1
11, 3.22579, 3.40582, 1
12, 3.11498, 3.1751, 1
13, 3.09853, 3.17597, 1
14, 2.92426, 3.17418, 1
15, 3.13181, 3.4088, 1
16, 3.10403, 3.19078, 1
17, 2.94534, 3.17885, 1
18, 2.99248, 3.38435, 1
19, 2.98909, 3.40787, 1
20, 3.15392, 3.3689, 1
21, 3.13005, 3.17171, 1
22, 2.94493, 3.16621, 1
23, 2.98189, 3.40419, 1
24, 2.96141, 3.37715, 1
25, 2.95542, 3.3833, 1
26, 3.22909, 3.3815, 1
27, 3.10886, 3.17472, 1
28, 3.07216, 3.16826, 1
29, 3.12723, 3.16826, 1
30, 2.94093, 3.17501, 1
31, 3.10413, 3.40227, 1
32, 2.85072, 3.16883, 1
33, 2.94109, 3.37507, 1
34, 3.16608, 3.37728, 1
35, 2.94294, 3.16883, 1
36, 2.99213, 3.37306, 1
37, 3.14387, 3.37443, 1
38, 2.93299, 3.16349, 1
39, 3.19488, 3.3919, 1
40, 2.9409, 3.16214, 1
41, 2.9879, 3.37974, 1
42, 2.93904, 3.16835, 1
43, 2.95082, 3.26029, 1
44, 3.00707, 3.26282, 1
45, 2.95523, 3.35872, 1
46, 2.95728, 3.20566, 1
47, 2.94749, 3.2113, 1
48, 2.92291, 3.21795, 1
49, 2.936, 3.36045, 1
50, 2.96346, 3.21603, 1
51, 2.95402, 3.35258, 1
52, 2.93686, 3.21286, 1
53, 2.93357, 3.21126, 1
54, 2.94771, 3.35168, 1
55, 2.93965, 3.21536, 1
56, 2.93683, 3.20762, 1
57, 2.93485, 3.2193, 1
58, 2.94707, 3.21462, 1
59, 2.95933, 3.21741, 1
60, 2.93005, 3.35053, 1
61, 2.95472, 3.21331, 1
62, 2.9513, 3.216, 1
63, 2.95322, 3.35296, 1
64, 2.94954, 3.22355, 1
65, 2.95731, 3.22019, 1
66, 2.94406, 3.21168, 1
67, 2.94131, 3.21414, 1
68, 2.94304, 3.17805, 1
69, 2.96336, 3.21536, 1
70, 2.95293, 3.21315, 1
71, 2.94627, 3.21536, 1
72, 2.94298, 3.21126, 1
73, 2.95078, 3.21178, 1
74, 2.94685, 3.17645, 1
75, 2.95709, 3.36704, 1
76, 2.93318, 3.22064, 1
77, 2.95674, 3.17235, 1
78, 2.9487, 3.35683, 1
79, 2.95085, 3.21878, 1
80, 2.95203, 3.21382, 1
81, 2.93738, 3.21411, 1
82, 2.95971, 3.21962, 1
83, 2.95686, 3.21446, 1
84, 2.92614, 3.21946, 1
85, 2.96336, 3.21715, 1
86, 2.96378, 3.21494, 1
87, 2.94912, 3.17814, 1
88, 2.95856, 3.36813, 1
89, 2.9369, 3.2128, 1
90, 2.94256, 3.17491, 1
