Frame Nr., Compute, Primary Ray Trace, Room_With_Door_(5292_Probes)_-_No_Surfels_-_64_Rays_Per_Probe
0, 0, 0, 1
1, 0, 0, 1
2, 2.96992, 0, 1
3, 3.08019, 3.22611, 1
4, 2.83866, 3.46672, 1
5, 2.84285, 3.38739, 1
6, 3.10688, 3.37738, 1
7, 2.6071, 3.38115, 1
8, 3.03965, 3.49194, 1
9, 3.0848, 3.38368, 1
10, 2.90653, 3.39149, 1
11, 2.98266, 3.38157, 1
12, 3.17014, 3.37123, 1
13, 2.89322, 3.38278, 1
14, 2.99328, 3.37715, 1
15, 3.21776, 3.37894, 1
16, 2.96067, 3.3751, 1
17, 2.99098, 3.36925, 1
18, 2.96902, 3.3768, 1
19, 3.0224, 3.1808, 1
20, 3.17715, 3.37686, 1
21, 2.88058, 3.36512, 1
22, 2.99664, 3.37248, 1
23, 3.1912, 3.36566, 1
24, 3.13667, 3.37715, 1
25, 2.98643, 3.45638, 1
26, 2.96346, 3.3687, 1
27, 3.20774, 3.37206, 1
28, 2.98454, 3.3663, 1
29, 3.01056, 3.37245, 1
30, 2.98189, 3.37302, 1
31, 3.00317, 3.3768, 1
32, 2.99376, 3.36486, 1
33, 2.99946, 3.35987, 1
34, 3.15779, 3.36512, 1
35, 2.99878, 3.45446, 1
36, 3.12253, 3.35946, 1
37, 2.88573, 3.35696, 1
38, 3.00016, 3.3751, 1
39, 3.1744, 3.36851, 1
40, 2.96032, 3.36896, 1
41, 3.0024, 3.3583, 1
42, 2.85942, 3.36762, 1
43, 2.85245, 3.36384, 1
44, 2.8905, 3.37014, 1
45, 3.0751, 3.36944, 1
46, 3.0721, 3.16634, 1
47, 3.0039, 3.1688, 1
48, 3.09248, 3.36138, 1
49, 2.74877, 3.17344, 1
50, 2.94298, 3.37235, 1
51, 2.88278, 3.36896, 1
52, 3.02045, 3.36768, 1
53, 3.08854, 3.36077, 1
54, 3.0752, 3.16931, 1
55, 2.80608, 3.16627, 1
56, 2.82451, 3.35971, 1
57, 2.83805, 3.36858, 1
58, 2.79293, 3.36618, 1
59, 2.75398, 3.36365, 1
60, 2.81978, 3.36336, 1
61, 2.82742, 3.36896, 1
62, 2.73222, 3.36109, 1
63, 2.7327, 3.36486, 1
64, 2.84262, 3.3792, 1
65, 2.83056, 3.37453, 1
66, 3.02512, 3.36912, 1
67, 2.82288, 3.37725, 1
68, 2.82557, 3.36371, 1
69, 2.81517, 3.36899, 1
70, 2.8159, 3.3681, 1
71, 2.75466, 3.36314, 1
72, 2.836, 3.36282, 1
73, 2.79939, 3.37133, 1
74, 2.76122, 3.36899, 1
75, 2.8457, 3.37184, 1
76, 2.84413, 3.36294, 1
77, 2.73491, 3.3769, 1
78, 2.82624, 3.36464, 1
79, 2.82771, 3.38125, 1
80, 2.8079, 3.37306, 1
81, 2.91728, 3.36282, 1
82, 2.88486, 3.36682, 1
83, 2.95075, 3.36573, 1
84, 2.88925, 3.36544, 1
85, 3.05795, 3.36566, 1
86, 2.83853, 3.17254, 1
87, 3.04189, 3.36666, 1
88, 3.08269, 3.36787, 1
89, 2.81011, 3.16925, 1
90, 3.0879, 3.35667, 1
