Frame Nr., Compute, Primary Ray Trace, Room_With_Door_(5292_Probes)_-_No_Surfels_-_64_Rays_Per_Probe
0, 0, 0, 1
1, 0, 0, 1
2, 2.66138, 0, 1
3, 3.09747, 3.1769, 1
4, 3.06381, 3.46074, 1
5, 2.95846, 3.27555, 1
6, 3.0087, 3.17645, 1
7, 3.10685, 3.46205, 1
8, 3.14928, 3.18835, 1
9, 3.09805, 3.18403, 1
10, 2.97814, 3.17251, 1
11, 2.93478, 3.4081, 1
12, 2.9785, 3.38125, 1
13, 2.93478, 3.37994, 1
14, 3.18848, 3.38765, 1
15, 3.09629, 3.18874, 1
16, 3.11107, 3.18464, 1
17, 3.09686, 3.17965, 1
18, 2.93683, 3.16832, 1
19, 2.94336, 3.40992, 1
20, 2.9609, 3.38739, 1
21, 3.0825, 3.37968, 1
22, 3.12394, 3.16621, 1
23, 2.96141, 3.1793, 1
24, 3.12128, 3.38544, 1
25, 3.1273, 3.17235, 1
26, 2.95325, 3.17206, 1
27, 2.97734, 3.40394, 1
28, 2.92659, 3.3792, 1
29, 2.9511, 3.3791, 1
30, 3.1744, 3.38118, 1
31, 3.0937, 3.1703, 1
32, 2.96352, 3.1703, 1
33, 3.15309, 3.37715, 1
34, 2.95686, 3.17248, 1
35, 2.92659, 3.39936, 1
36, 2.9745, 3.37155, 1
37, 2.93766, 3.38125, 1
38, 3.00237, 3.36694, 1
39, 2.92707, 3.38211, 1
40, 3.11501, 3.17418, 1
41, 3.09024, 3.17542, 1
42, 2.94448, 3.16704, 1
43, 2.94909, 3.28733, 1
44, 2.95715, 3.24826, 1
45, 2.94912, 3.25018, 1
46, 2.93683, 3.21622, 1
47, 2.96477, 3.21338, 1
48, 2.9169, 3.21536, 1
49, 2.96755, 3.22934, 1
50, 2.94147, 3.2256, 1
51, 2.95334, 3.21946, 1
52, 2.93891, 3.21741, 1
53, 2.95936, 3.21494, 1
54, 2.94579, 3.16755, 1
55, 2.94227, 3.1871, 1
56, 2.94118, 3.21536, 1
57, 2.94378, 3.21536, 1
58, 2.95322, 3.21331, 1
59, 2.94246, 3.35494, 1
60, 2.95264, 3.21693, 1
61, 2.96707, 3.21331, 1
62, 2.96554, 3.21798, 1
63, 2.94525, 3.35258, 1
64, 2.9449, 3.22314, 1
65, 2.96346, 3.21715, 1
66, 2.94298, 3.21312, 1
67, 2.95526, 3.21283, 1
68, 2.93613, 3.21885, 1
69, 2.95443, 3.21696, 1
70, 2.92592, 3.2152, 1
71, 2.96934, 3.1671, 1
72, 2.85734, 3.20717, 1
73, 3.0111, 3.21331, 1
74, 2.94189, 3.20864, 1
75, 3.11981, 3.20973, 1
76, 3.00237, 3.21334, 1
77, 2.96224, 3.16374, 1
78, 2.9528, 3.21894, 1
79, 2.94077, 3.16464, 1
80, 2.93683, 3.17258, 1
81, 2.93565, 3.16579, 1
82, 2.94502, 3.21322, 1
83, 2.95338, 3.34614, 1
84, 2.93514, 3.21315, 1
85, 2.94851, 3.3417, 1
86, 2.94502, 3.21693, 1
87, 2.99245, 3.21555, 1
88, 2.95958, 3.33862, 1
89, 2.9568, 3.21565, 1
90, 2.94493, 3.21325, 1
