Frame Nr., Compute, Primary Ray Trace, Room_With_Door_(5292_Probes)_-_No_Surfels_-_64_Rays_Per_Probe
0, 0, 0, 1
1, 0, 0, 1
2, 2.62739, 0, 1
3, 3.08429, 3.17053, 1
4, 3.0344, 3.46301, 1
5, 2.9696, 3.27475, 1
6, 2.968, 3.42426, 1
7, 3.13094, 3.38739, 1
8, 2.98794, 3.17658, 1
9, 3.19696, 3.38781, 1
10, 3.16038, 3.18227, 1
11, 3.0911, 3.17811, 1
12, 3.10618, 3.18086, 1
13, 3.20685, 3.18771, 1
14, 3.0985, 3.17645, 1
15, 3.11411, 3.18557, 1
16, 3.02899, 3.1824, 1
17, 3.12739, 3.38842, 1
18, 3.11658, 3.1799, 1
19, 3.09453, 3.17798, 1
20, 3.08979, 3.17347, 1
21, 2.94502, 3.17434, 1
22, 2.96154, 3.40346, 1
23, 2.96995, 3.38266, 1
24, 2.93302, 3.37328, 1
25, 3.27219, 3.37168, 1
26, 3.09043, 3.3295, 1
27, 2.93485, 3.17238, 1
28, 2.95322, 3.37306, 1
29, 3.34438, 3.38573, 1
30, 2.94397, 3.25018, 1
31, 2.90966, 3.38611, 1
32, 3.15629, 3.37715, 1
33, 3.15053, 3.35805, 1
34, 3.09923, 3.16966, 1
35, 3.09622, 3.16768, 1
36, 3.14771, 3.1624, 1
37, 3.04186, 3.17421, 1
38, 2.95581, 3.39699, 1
39, 2.95955, 3.37126, 1
40, 3.09731, 3.36896, 1
41, 2.91702, 3.36512, 1
42, 2.9225, 3.28618, 1
43, 2.77686, 3.25232, 1
44, 2.9456, 3.25136, 1
45, 2.94547, 3.35872, 1
46, 2.94899, 3.21536, 1
47, 2.94387, 3.36906, 1
48, 2.96355, 3.21165, 1
49, 2.95731, 3.21536, 1
50, 2.95917, 3.37782, 1
51, 2.95158, 3.21741, 1
52, 2.93069, 3.22061, 1
53, 2.9265, 3.3624, 1
54, 2.95408, 3.21194, 1
55, 2.94579, 3.21123, 1
56, 2.94915, 3.21251, 1
57, 2.94298, 3.21088, 1
58, 2.9592, 3.36874, 1
59, 2.9377, 3.21638, 1
60, 2.94502, 3.21507, 1
61, 2.93094, 3.16832, 1
62, 2.95501, 3.21536, 1
63, 2.96301, 3.36374, 1
64, 2.74637, 3.22275, 1
65, 2.94912, 3.21741, 1
66, 2.93315, 3.21136, 1
67, 2.94499, 3.20752, 1
68, 2.98602, 3.22211, 1
69, 2.93862, 3.21286, 1
70, 2.96266, 3.21507, 1
71, 2.93949, 3.21587, 1
72, 2.95322, 3.17235, 1
73, 2.94707, 3.36189, 1
74, 2.94365, 3.21011, 1
75, 2.95936, 3.36682, 1
76, 2.94211, 3.21706, 1
77, 2.93712, 3.36586, 1
78, 2.96691, 3.21741, 1
79, 2.93235, 3.22576, 1
80, 2.95018, 3.21946, 1
81, 2.94518, 3.21536, 1
82, 2.93373, 3.22355, 1
83, 2.96995, 3.17254, 1
84, 2.94672, 3.18032, 1
85, 2.93888, 3.21536, 1
86, 2.93274, 3.2145, 1
87, 2.95149, 3.21738, 1
88, 2.9513, 3.36579, 1
89, 2.94646, 3.20717, 1
90, 2.94118, 3.21296, 1
