Frame Nr., Compute, Primary Ray Trace, Room_With_Door_(5292_Probes)_-_No_Surfels_-_64_Rays_Per_Probe
0, 0, 0, 1
1, 0, 0, 1
2, 2.64224, 0, 1
3, 3.09958, 3.25235, 1
4, 2.81133, 3.19894, 1
5, 2.85094, 3.39088, 1
6, 3.27318, 3.38928, 1
7, 3.21741, 3.3792, 1
8, 3.20854, 3.38554, 1
9, 2.97661, 3.37066, 1
10, 3.19728, 3.36138, 1
11, 2.9577, 3.36819, 1
12, 2.97798, 3.36704, 1
13, 2.9793, 3.35949, 1
14, 3.00086, 3.35872, 1
15, 2.99155, 3.36128, 1
16, 3.00368, 3.36688, 1
17, 3.17594, 3.36285, 1
18, 3.20192, 3.36477, 1
19, 2.88349, 3.36435, 1
20, 2.98461, 3.36829, 1
21, 3.1968, 3.36282, 1
22, 2.99984, 3.35536, 1
23, 3.11712, 3.3617, 1
24, 3.00816, 3.17101, 1
25, 3.13408, 3.35008, 1
26, 3.00666, 3.35923, 1
27, 3.0167, 3.35667, 1
28, 2.97654, 3.35539, 1
29, 3.01338, 3.36291, 1
30, 3.19498, 3.3561, 1
31, 3.06934, 3.35053, 1
32, 3.00851, 3.44294, 1
33, 3.17034, 3.34198, 1
34, 3.19917, 3.44307, 1
35, 3.08454, 3.34803, 1
36, 3.02083, 3.35158, 1
37, 2.95139, 3.35398, 1
38, 3.00032, 3.35437, 1
39, 2.94355, 3.34797, 1
40, 3.00282, 3.34944, 1
41, 2.98432, 3.34438, 1
42, 3.06989, 3.34234, 1
43, 3.02285, 3.35334, 1
44, 3.10093, 3.34854, 1
45, 2.75744, 3.17174, 1
46, 3.00282, 3.35053, 1
47, 3.06954, 3.34931, 1
48, 2.80781, 3.16378, 1
49, 3.02685, 3.35264, 1
50, 3.09459, 3.35098, 1
51, 3.06915, 3.16579, 1
52, 3.01149, 3.16826, 1
53, 3.06717, 3.3545, 1
54, 3.0249, 3.16621, 1
55, 2.98355, 3.34685, 1
56, 3.08624, 3.16474, 1
57, 3.00701, 3.16621, 1
58, 3.06227, 3.34438, 1
59, 3.07619, 3.16765, 1
60, 3.01699, 3.164, 1
61, 3.01789, 3.34051, 1
62, 2.82624, 3.35574, 1
63, 2.9232, 3.34989, 1
64, 2.89814, 3.34912, 1
65, 2.79827, 3.34966, 1
66, 2.74688, 3.34707, 1
67, 2.82624, 3.34518, 1
68, 3.08317, 3.34029, 1
69, 3.01875, 3.17155, 1
70, 2.80707, 3.36042, 1
71, 2.96586, 3.35971, 1
72, 2.7961, 3.35222, 1
73, 3.08429, 3.34643, 1
74, 2.91181, 3.16176, 1
75, 2.8448, 3.35005, 1
76, 3.08634, 3.3535, 1
77, 3.07101, 3.17149, 1
78, 3.00851, 3.35008, 1
79, 3.08205, 3.35373, 1
80, 3.08864, 3.1744, 1
81, 3.03104, 3.16208, 1
82, 3.08813, 3.35552, 1
83, 3.0671, 3.16298, 1
84, 3.0791, 3.16288, 1
85, 2.81722, 3.16678, 1
86, 2.74854, 3.36906, 1
87, 2.85094, 3.16992, 1
88, 2.93085, 3.36627, 1
89, 2.88768, 3.36608, 1
90, 3.02368, 3.36112, 1
