Frame Nr., Compute, Primary Ray Trace, Room_With_Door_(5292_Probes)_-_No_Surfels_-_64_Rays_Per_Probe
0, 0, 0, 1
1, 0, 0, 1
2, 2.62371, 0, 1
3, 3.19366, 3.26531, 1
4, 3.09658, 3.1559, 1
5, 2.6624, 3.36989, 1
6, 3.21162, 3.41811, 1
7, 2.96346, 3.37475, 1
8, 3.14832, 3.36419, 1
9, 3.16746, 3.45322, 1
10, 3.01005, 3.35888, 1
11, 2.96755, 3.36218, 1
12, 3.01046, 3.3624, 1
13, 2.97574, 3.35872, 1
14, 3.00646, 3.36077, 1
15, 3.00218, 3.35949, 1
16, 3.00426, 3.35923, 1
17, 2.74637, 3.3577, 1
18, 2.9808, 3.35888, 1
19, 2.98688, 3.35939, 1
20, 3.0783, 3.35379, 1
21, 3.20026, 3.34931, 1
22, 2.96058, 3.36016, 1
23, 2.87251, 3.35456, 1
24, 2.98758, 3.3585, 1
25, 3.00032, 3.35843, 1
26, 2.97603, 3.35206, 1
27, 2.98598, 3.36282, 1
28, 3.11091, 3.35162, 1
29, 3.17645, 3.34909, 1
30, 3.00646, 3.35251, 1
31, 3.09635, 3.35642, 1
32, 3.2079, 3.3545, 1
33, 3.0208, 3.35053, 1
34, 3.1201, 3.35373, 1
35, 2.98586, 3.44038, 1
36, 3.01485, 3.34691, 1
37, 3.17213, 3.3457, 1
38, 2.99213, 3.34899, 1
39, 2.98077, 3.34806, 1
40, 3.05126, 3.34627, 1
41, 3.10051, 3.43984, 1
42, 2.88109, 3.16448, 1
43, 3.01046, 3.35139, 1
44, 3.1049, 3.35053, 1
45, 3.08141, 3.16416, 1
46, 3.05366, 3.16426, 1
47, 3.07059, 3.16826, 1
48, 3.04371, 3.1703, 1
49, 3.06499, 3.36486, 1
50, 2.83699, 3.16723, 1
51, 3.03597, 3.35648, 1
52, 3.00826, 3.34611, 1
53, 3.09043, 3.35712, 1
54, 3.09098, 3.16941, 1
55, 3.03686, 3.1727, 1
56, 3.08378, 3.35475, 1
57, 3.08314, 3.16579, 1
58, 2.80131, 3.17078, 1
59, 3.04992, 3.35555, 1
60, 3.06998, 3.16602, 1
61, 2.80173, 3.16826, 1
62, 3.06176, 3.36272, 1
63, 3.07174, 3.36256, 1
64, 2.92982, 3.18122, 1
65, 2.87712, 3.36246, 1
66, 2.9329, 3.36291, 1
67, 2.8599, 3.37306, 1
68, 2.93402, 3.21126, 1
69, 2.90048, 3.36746, 1
70, 2.78589, 3.35667, 1
71, 3.07546, 3.35568, 1
72, 2.98442, 3.17018, 1
73, 2.80781, 3.17235, 1
74, 3.08429, 3.35965, 1
75, 3.04266, 3.17005, 1
76, 3.06586, 3.36554, 1
77, 3.00381, 3.16416, 1
78, 2.99699, 3.37258, 1
79, 3.0415, 3.18595, 1
80, 2.97805, 3.38099, 1
81, 3.06787, 3.35971, 1
82, 3.08448, 3.17427, 1
83, 3.06704, 3.16422, 1
84, 3.06163, 3.16416, 1
85, 3.06586, 3.1657, 1
86, 2.83632, 3.17235, 1
87, 3.03536, 3.36282, 1
88, 3.08221, 3.37101, 1
89, 3.01302, 3.17098, 1
90, 2.95962, 3.44934, 1
