Frame Nr., Compute, Primary Ray Trace, Room_With_Door_(5292_Probes)_-_No_Surfels_-_64_Rays_Per_Probe
0, 0, 0, 1
1, 0, 0, 1
2, 2.99859, 0, 1
3, 3.21536, 3.27078, 1
4, 3.18275, 3.15952, 1
5, 3.04688, 3.39558, 1
6, 3.00579, 3.37715, 1
7, 2.8888, 3.3833, 1
8, 2.98669, 3.38144, 1
9, 3.00211, 3.37872, 1
10, 3.16614, 3.37584, 1
11, 3.22374, 3.37715, 1
12, 2.98474, 3.38509, 1
13, 3.23174, 3.37917, 1
14, 2.96346, 3.37645, 1
15, 2.98394, 3.38739, 1
16, 3.1672, 3.37718, 1
17, 3.01885, 3.37203, 1
18, 2.99558, 3.37894, 1
19, 3.116, 3.37478, 1
20, 2.88563, 3.3713, 1
21, 2.99418, 3.37952, 1
22, 2.96781, 3.37562, 1
23, 2.95526, 3.37482, 1
24, 3.12902, 3.37331, 1
25, 3.17309, 3.3648, 1
26, 2.96387, 3.3833, 1
27, 3.09453, 3.36573, 1
28, 2.89021, 3.36486, 1
29, 3.00666, 3.36474, 1
30, 3.1273, 3.35469, 1
31, 2.90243, 3.36243, 1
32, 2.99594, 3.36451, 1
33, 3.0208, 3.35053, 1
34, 2.9696, 3.35872, 1
35, 2.98365, 3.35658, 1
36, 3.00419, 3.34995, 1
37, 3.01885, 3.34848, 1
38, 3.19078, 3.34826, 1
39, 3.168, 3.34314, 1
40, 2.89123, 3.34998, 1
41, 3.08838, 3.36544, 1
42, 3.03504, 3.3561, 1
43, 2.94938, 3.35002, 1
44, 2.85286, 3.43491, 1
45, 3.09043, 3.35187, 1
46, 2.82026, 3.16954, 1
47, 3.06381, 3.34698, 1
48, 3.08429, 3.16278, 1
49, 2.72992, 3.17981, 1
50, 3.07814, 3.36435, 1
51, 3.03514, 3.17027, 1
52, 2.97779, 3.34691, 1
53, 2.82624, 3.34838, 1
54, 3.03104, 3.34848, 1
55, 2.94051, 3.36077, 1
56, 3.0679, 3.43856, 1
57, 3.08224, 3.16634, 1
58, 3.06995, 3.16826, 1
59, 3.06586, 3.16525, 1
60, 2.56326, 3.17491, 1
61, 2.81898, 3.35293, 1
62, 2.82054, 3.3488, 1
63, 2.9072, 3.34573, 1
64, 2.88768, 3.35312, 1
65, 2.78541, 3.34563, 1
66, 2.92598, 3.17834, 1
67, 2.9376, 3.348, 1
68, 3.05824, 3.35062, 1
69, 3.10682, 3.16349, 1
70, 2.76, 3.17235, 1
71, 2.83315, 3.17184, 1
72, 3.05997, 3.34643, 1
73, 3.06995, 3.16864, 1
74, 3.07782, 3.16624, 1
75, 2.94528, 3.17286, 1
76, 3.0569, 3.43651, 1
77, 2.83853, 3.16608, 1
78, 3.03098, 3.34509, 1
79, 2.83683, 3.35462, 1
80, 2.8513, 3.35053, 1
81, 2.99622, 3.34733, 1
82, 3.06982, 3.3544, 1
83, 3.08275, 3.16925, 1
84, 3.01056, 3.16659, 1
85, 3.08691, 3.34486, 1
86, 3.0689, 3.16522, 1
87, 2.90442, 3.16387, 1
88, 2.88176, 3.34848, 1
89, 2.82669, 3.34643, 1
90, 2.93478, 3.35053, 1
