Frame Nr., Compute, Primary Ray Trace, Room_With_Door_(5292_Probes)_-_No_Surfels_-_64_Rays_Per_Probe
0, 0, 0, 1
1, 0, 0, 1
2, 3.02749, 0, 1
3, 3.00442, 3.45939, 1
4, 2.8471, 3.19747, 1
5, 2.78323, 3.20045, 1
6, 3.18464, 3.46995, 1
7, 3.16006, 3.38144, 1
8, 2.87846, 3.3792, 1
9, 3.03923, 3.37834, 1
10, 2.96755, 3.38509, 1
11, 2.99021, 3.39008, 1
12, 2.9711, 3.37101, 1
13, 2.98541, 3.38147, 1
14, 2.97965, 3.3751, 1
15, 2.99213, 3.37357, 1
16, 3.06074, 3.37885, 1
17, 3.1825, 3.46723, 1
18, 2.9847, 3.3688, 1
19, 3.12966, 3.37526, 1
20, 3.11843, 3.46877, 1
21, 3.1991, 3.3721, 1
22, 2.9799, 3.36816, 1
23, 2.97539, 3.36989, 1
24, 2.98678, 3.36928, 1
25, 3.0119, 3.3712, 1
26, 2.97296, 3.3751, 1
27, 2.97984, 3.36691, 1
28, 3.09875, 3.36563, 1
29, 3.0208, 3.36317, 1
30, 2.9696, 3.37504, 1
31, 3.10877, 3.3703, 1
32, 2.87981, 3.36691, 1
33, 2.99984, 3.3696, 1
34, 3.10083, 3.3751, 1
35, 3.16416, 3.37546, 1
36, 2.99155, 3.36384, 1
37, 2.9831, 3.35462, 1
38, 2.99008, 3.36896, 1
39, 2.75274, 3.35517, 1
40, 2.95994, 3.3729, 1
41, 2.92566, 3.36829, 1
42, 2.85286, 3.17235, 1
43, 2.75648, 3.37456, 1
44, 2.82986, 3.36093, 1
45, 2.73811, 3.3641, 1
46, 2.81395, 3.3751, 1
47, 2.83853, 3.356, 1
48, 2.79712, 3.38739, 1
49, 2.76666, 3.37824, 1
50, 2.81424, 3.37878, 1
51, 2.85555, 3.37299, 1
52, 2.93805, 3.36, 1
53, 2.85894, 3.36541, 1
54, 2.82214, 3.36266, 1
55, 2.99584, 3.3713, 1
56, 3.05888, 3.36736, 1
57, 3.05488, 3.16608, 1
58, 3.0672, 3.16416, 1
59, 3.0897, 3.16416, 1
60, 3.04992, 3.16416, 1
61, 3.06874, 3.36742, 1
62, 3.0769, 3.17056, 1
63, 2.9567, 3.16922, 1
64, 2.84851, 3.36691, 1
65, 2.80781, 3.37299, 1
66, 3.0337, 3.36896, 1
67, 3.08838, 3.37101, 1
68, 3.07725, 3.16938, 1
69, 3.06214, 3.16621, 1
70, 3.09043, 3.17133, 1
71, 3.09459, 3.17187, 1
72, 3.072, 3.1703, 1
73, 3.08634, 3.16819, 1
74, 3.04128, 3.16918, 1
75, 3.02938, 3.36474, 1
76, 3.09248, 3.36486, 1
77, 2.94518, 3.1703, 1
78, 2.93814, 3.45088, 1
79, 3.07328, 3.45987, 1
80, 3.06758, 3.17226, 1
81, 3.08336, 3.17235, 1
82, 3.06221, 3.16656, 1
83, 3.07814, 3.16646, 1
84, 2.80685, 3.1703, 1
85, 3.07914, 3.36682, 1
86, 3.08429, 3.17174, 1
87, 3.0343, 3.16688, 1
88, 3.02864, 3.35872, 1
89, 2.81984, 3.36509, 1
90, 3.03126, 3.3751, 1
