Frame Nr., Compute, Primary Ray Trace, Room_With_Door_(5292_Probes)_-_No_Surfels_-_64_Rays_Per_Probe
0, 0, 0, 1
1, 0, 0, 1
2, 3.02083, 0, 1
3, 2.82755, 3.1713, 1
4, 2.99718, 3.35206, 1
5, 3.01075, 3.26656, 1
6, 2.99728, 3.1776, 1
7, 3.06, 3.41424, 1
8, 3.17446, 3.40115, 1
9, 2.93872, 3.17773, 1
10, 3.17725, 3.38819, 1
11, 2.9632, 3.17392, 1
12, 3.00032, 3.38739, 1
13, 3.14669, 3.38739, 1
14, 3.37306, 3.38963, 1
15, 2.9495, 3.26838, 1
16, 3.15949, 3.38768, 1
17, 3.14531, 3.38614, 1
18, 3.15069, 3.3751, 1
19, 3.12934, 3.17645, 1
20, 3.10026, 3.17869, 1
21, 2.94806, 3.16854, 1
22, 3.12032, 3.3832, 1
23, 2.96432, 3.17107, 1
24, 2.97373, 3.38125, 1
25, 3.16109, 3.38173, 1
26, 3.21094, 3.18653, 1
27, 3.10147, 3.16854, 1
28, 2.94496, 3.17456, 1
29, 2.95018, 3.38138, 1
30, 3.13792, 3.38944, 1
31, 2.94426, 3.18054, 1
32, 2.9512, 3.37891, 1
33, 2.97914, 3.38291, 1
34, 3.10358, 3.39309, 1
35, 2.9391, 3.17424, 1
36, 3.07405, 3.37488, 1
37, 2.93888, 3.35962, 1
38, 2.93571, 3.37072, 1
39, 2.99651, 3.39546, 1
40, 3.10224, 3.36998, 1
41, 3.00237, 3.16074, 1
42, 2.95117, 3.1824, 1
43, 2.95526, 3.25494, 1
44, 2.93674, 3.24899, 1
45, 2.9631, 3.21696, 1
46, 2.93946, 3.36902, 1
47, 2.94477, 3.21309, 1
48, 2.95933, 3.22355, 1
49, 2.95574, 3.2248, 1
50, 2.94906, 3.22566, 1
51, 2.95219, 3.21978, 1
52, 2.94464, 3.36435, 1
53, 2.92243, 3.20902, 1
54, 2.95149, 3.21808, 1
55, 2.95939, 3.22093, 1
56, 2.9184, 3.21754, 1
57, 2.96701, 3.2119, 1
58, 2.95117, 3.2215, 1
59, 2.95526, 3.21158, 1
60, 2.92045, 3.21786, 1
61, 2.92621, 3.36029, 1
62, 2.92045, 3.16461, 1
63, 2.95418, 3.16074, 1
64, 2.95155, 3.23126, 1
65, 2.95254, 3.2193, 1
66, 2.95117, 3.21261, 1
67, 2.9472, 3.21504, 1
68, 2.95117, 3.16877, 1
69, 2.93408, 3.21702, 1
70, 2.9592, 3.22138, 1
71, 2.94282, 3.21126, 1
72, 2.95578, 3.21837, 1
73, 2.96141, 3.36406, 1
74, 2.96339, 3.21549, 1
75, 2.94928, 3.37091, 1
76, 2.95098, 3.21536, 1
77, 2.95936, 3.21245, 1
78, 2.96346, 3.21536, 1
79, 2.92736, 3.22218, 1
80, 2.9592, 3.21773, 1
81, 2.94854, 3.2136, 1
82, 2.98624, 3.21328, 1
83, 2.95642, 3.16442, 1
84, 2.94835, 3.18067, 1
85, 2.94922, 3.21741, 1
86, 2.94323, 3.21331, 1
87, 2.91226, 3.21584, 1
88, 2.9609, 3.36326, 1
89, 2.94688, 3.36115, 1
90, 2.95981, 3.22115, 1
