Frame Nr., Compute, Primary Ray Trace, Room_With_Door_(5292_Probes)_-_No_Surfels_-_64_Rays_Per_Probe
0, 0, 0, 1
1, 0, 0, 1
2, 3.30675, 0, 1
3, 3.0935, 3.1728, 1
4, 3.09043, 3.03894, 1
5, 2.8737, 3.37715, 1
6, 2.85949, 3.38541, 1
7, 3.03946, 3.38106, 1
8, 2.78323, 3.37923, 1
9, 2.96448, 3.38944, 1
10, 3.16336, 3.37699, 1
11, 2.95322, 3.37606, 1
12, 3.13549, 3.38563, 1
13, 3.15379, 3.18054, 1
14, 2.96336, 3.46154, 1
15, 3.0167, 3.37933, 1
16, 2.99005, 3.37101, 1
17, 2.99418, 3.37866, 1
18, 2.98733, 3.37101, 1
19, 3.02285, 3.37702, 1
20, 3.14982, 3.37296, 1
21, 3.00221, 3.46259, 1
22, 2.99258, 3.37101, 1
23, 3.21939, 3.36912, 1
24, 3.1159, 3.36861, 1
25, 3.03206, 3.37267, 1
26, 2.95024, 3.3753, 1
27, 3.20435, 3.37878, 1
28, 2.95414, 3.37101, 1
29, 2.98189, 3.18147, 1
30, 2.97984, 3.37312, 1
31, 3.0351, 3.36877, 1
32, 3.10682, 3.3729, 1
33, 2.98653, 3.44906, 1
34, 3.00032, 3.36832, 1
35, 3.21536, 3.36832, 1
36, 2.9696, 3.36019, 1
37, 2.88307, 3.36368, 1
38, 2.96755, 3.36282, 1
39, 3.00406, 3.36733, 1
40, 2.99008, 3.35859, 1
41, 3.13014, 3.36896, 1
42, 2.8727, 3.46112, 1
43, 2.9791, 3.3721, 1
44, 2.86445, 3.36867, 1
45, 3.0872, 3.36986, 1
46, 3.06778, 3.17178, 1
47, 3.00237, 3.1689, 1
48, 3.07856, 3.36134, 1
49, 2.83443, 3.17408, 1
50, 2.81667, 3.37101, 1
51, 3.08829, 3.36442, 1
52, 3.03507, 3.1703, 1
53, 2.8105, 3.36256, 1
54, 2.83648, 3.36829, 1
55, 3.01283, 3.36896, 1
56, 3.07405, 3.36278, 1
57, 2.81389, 3.16685, 1
58, 3.00109, 3.36896, 1
59, 3.07878, 3.36896, 1
60, 2.8449, 3.16186, 1
61, 3.09539, 3.36861, 1
62, 2.85437, 3.16826, 1
63, 3.03091, 3.36486, 1
64, 3.08765, 3.18618, 1
65, 2.79757, 3.16803, 1
66, 2.98803, 3.36118, 1
67, 3.05933, 3.36525, 1
68, 2.80915, 3.36659, 1
69, 3.0295, 3.36419, 1
70, 2.92454, 3.38125, 1
71, 3.07952, 3.44883, 1
72, 3.06173, 3.16957, 1
73, 2.94707, 3.16003, 1
74, 2.88138, 3.35872, 1
75, 2.82323, 3.3649, 1
76, 2.84717, 3.36806, 1
77, 3.09293, 3.37354, 1
78, 2.83434, 3.16826, 1
79, 2.93683, 3.37306, 1
80, 2.8737, 3.36592, 1
81, 3.0864, 3.21536, 1
82, 2.95267, 3.1703, 1
83, 2.87731, 3.36944, 1
84, 3.0481, 3.21168, 1
85, 3.08278, 3.16598, 1
86, 3.07949, 3.16669, 1
87, 3.06051, 3.16621, 1
88, 3.07427, 3.1687, 1
89, 3.09514, 3.16621, 1
90, 3.08746, 3.16512, 1
