Frame Nr., Compute, Primary Ray Trace, Room_With_Door_(5292_Probes)_-_No_Surfels_-_64_Rays_Per_Probe
0, 0, 0, 1
1, 0, 0, 1
2, 2.97523, 0, 1
3, 3.21526, 3.2488, 1
4, 2.79347, 3.25635, 1
5, 2.86493, 3.19078, 1
6, 3.00106, 3.37613, 1
7, 2.96755, 3.42074, 1
8, 3.00582, 3.38294, 1
9, 2.95965, 3.38173, 1
10, 2.78131, 3.3767, 1
11, 2.96464, 3.38333, 1
12, 3.15802, 3.37459, 1
13, 2.89629, 3.37866, 1
14, 3.02794, 3.38112, 1
15, 2.99827, 3.37923, 1
16, 3.15437, 3.37715, 1
17, 2.89091, 3.3751, 1
18, 2.99914, 3.37754, 1
19, 2.9921, 3.37744, 1
20, 2.97018, 3.37613, 1
21, 2.74035, 3.37405, 1
22, 3.00746, 3.37002, 1
23, 2.98246, 3.37555, 1
24, 3.13402, 3.36896, 1
25, 2.94784, 3.37702, 1
26, 2.97984, 3.3751, 1
27, 3.08224, 3.37395, 1
28, 2.90406, 3.37018, 1
29, 2.98954, 3.3745, 1
30, 3.01418, 3.36499, 1
31, 2.95235, 3.36691, 1
32, 2.99827, 3.18013, 1
33, 2.98394, 3.36077, 1
34, 3.03923, 3.37136, 1
35, 3.15187, 3.36093, 1
36, 2.88154, 3.3615, 1
37, 3.08634, 3.3679, 1
38, 2.94502, 3.3631, 1
39, 3.17062, 3.36522, 1
40, 3.00032, 3.35667, 1
41, 2.96499, 3.356, 1
42, 2.92214, 3.36646, 1
43, 2.88192, 3.3713, 1
44, 2.88275, 3.37142, 1
45, 3.07811, 3.36486, 1
46, 2.85184, 3.16589, 1
47, 3.07616, 3.36886, 1
48, 3.04451, 3.16826, 1
49, 3.01814, 3.46653, 1
50, 2.84582, 3.37264, 1
51, 3.0376, 3.37238, 1
52, 3.01226, 3.38173, 1
53, 3.08, 3.36605, 1
54, 3.072, 3.16211, 1
55, 3.06282, 3.17274, 1
56, 3.05869, 3.16211, 1
57, 2.81718, 3.16576, 1
58, 3.07824, 3.37238, 1
59, 3.02192, 3.16211, 1
60, 3.06278, 3.36896, 1
61, 3.08557, 3.16246, 1
62, 3.00842, 3.16662, 1
63, 2.94298, 3.1721, 1
64, 2.89251, 3.37949, 1
65, 3.06176, 3.36486, 1
66, 2.94381, 3.16266, 1
67, 3.00637, 3.36998, 1
68, 2.84784, 3.36294, 1
69, 2.8409, 3.37101, 1
70, 2.80842, 3.36486, 1
71, 2.94125, 3.36, 1
72, 2.95123, 3.36896, 1
73, 2.7976, 3.36691, 1
74, 2.82214, 3.36717, 1
75, 2.91328, 3.36547, 1
76, 2.9088, 3.36691, 1
77, 3.0249, 3.36141, 1
78, 3.0871, 3.36912, 1
79, 3.10067, 3.17706, 1
80, 2.82419, 3.17168, 1
81, 3.00426, 3.36794, 1
82, 3.09043, 3.36576, 1
83, 3.00938, 3.16864, 1
84, 2.79757, 3.36445, 1
85, 2.83238, 3.36454, 1
86, 2.74509, 3.35997, 1
87, 2.85674, 3.36691, 1
88, 2.816, 3.36624, 1
89, 2.80931, 3.36896, 1
90, 2.82134, 3.36109, 1
