Frame Nr., Compute, Primary Ray Trace, Room_With_Door_(5292_Probes)_-_No_Surfels_-_64_Rays_Per_Probe
0, 0, 0, 1
1, 0, 0, 1
2, 2.64381, 0, 1
3, 2.67264, 4.40592, 1
4, 3.14573, 4.38918, 1
5, 2.84701, 4.30602, 1
6, 3.0903, 4.30493, 1
7, 3.02691, 4.29875, 1
8, 3.19824, 4.29325, 1
9, 3.05949, 4.2927, 1
10, 3.02694, 4.28128, 1
11, 3.19898, 4.28678, 1
12, 3.05152, 4.37718, 1
13, 3.07414, 4.28381, 1
14, 3.05971, 4.27821, 1
15, 3.05488, 4.27674, 1
16, 3.06022, 4.27942, 1
17, 3.12586, 4.24182, 1
18, 3.20102, 4.2392, 1
19, 3.24198, 4.07075, 1
20, 3.19059, 4.18838, 1
21, 3.18355, 3.33562, 1
22, 2.94758, 3.33395, 1
23, 2.98394, 3.33514, 1
24, 2.98848, 3.3321, 1
25, 2.98259, 3.33229, 1
26, 2.99395, 3.33824, 1
27, 2.99558, 3.33213, 1
28, 3.01107, 3.3369, 1
29, 3.00048, 3.34038, 1
30, 3.1976, 3.33114, 1
31, 3.12304, 3.33619, 1
32, 3.02285, 3.42528, 1
33, 3.19546, 3.33408, 1
34, 2.73795, 3.44176, 1
35, 3.02285, 3.33363, 1
36, 2.90406, 3.33808, 1
37, 2.85859, 3.3304, 1
38, 3.03299, 3.32829, 1
39, 3.07814, 3.40371, 1
40, 2.84848, 3.15408, 1
41, 2.79347, 3.3377, 1
42, 3.05405, 3.33264, 1
43, 2.81395, 3.3433, 1
44, 2.83606, 3.33619, 1
45, 3.07376, 3.33072, 1
46, 3.08378, 3.32435, 1
47, 2.78886, 3.14739, 1
48, 3.04947, 3.32291, 1
49, 3.0801, 3.15546, 1
50, 2.58064, 3.33725, 1
51, 3.03293, 3.04138, 1
52, 2.73968, 3.15277, 1
53, 2.95322, 3.32931, 1
54, 2.80781, 3.32144, 1
55, 2.93261, 3.32717, 1
56, 2.97539, 3.33197, 1
57, 3.00899, 3.3191, 1
58, 2.75005, 3.20122, 1
59, 2.83034, 3.33414, 1
60, 3.03718, 3.34384, 1
61, 2.81219, 3.33619, 1
62, 2.80166, 3.16406, 1
63, 2.93706, 3.33619, 1
64, 2.88358, 3.34566, 1
65, 3.03821, 3.3479, 1
66, 3.04906, 3.15597, 1
67, 2.9929, 3.34438, 1
68, 2.82678, 3.33488, 1
69, 2.84467, 3.33686, 1
70, 2.81901, 3.34096, 1
71, 2.73258, 3.34899, 1
72, 2.9304, 3.3272, 1
73, 2.96838, 3.33546, 1
74, 2.87286, 3.33824, 1
75, 2.94515, 3.19082, 1
76, 2.94502, 3.19536, 1
77, 2.90611, 3.19686, 1
78, 2.93549, 3.19312, 1
79, 2.9449, 3.20058, 1
80, 2.95526, 3.3503, 1
81, 2.94886, 3.21114, 1
82, 2.94912, 3.21536, 1
83, 2.94093, 3.20922, 1
84, 2.96755, 3.20986, 1
85, 2.84656, 3.23139, 1
86, 2.86646, 3.1945, 1
87, 2.79773, 3.3751, 1
88, 2.76653, 3.37306, 1
89, 2.80166, 3.37034, 1
90, 2.79187, 3.36896, 1
