Frame Nr., Compute, Primary Ray Trace, Room_With_Door_(5292_Probes)_-_No_Surfels_-_64_Rays_Per_Probe
0, 0, 0, 1
1, 0, 0, 1
2, 3.0192, 0, 1
3, 2.83094, 3.44995, 1
4, 3.03974, 3.27299, 1
5, 3.01261, 3.18419, 1
6, 2.78502, 3.2505, 1
7, 2.99315, 3.23616, 1
8, 3.01555, 3.38701, 1
9, 2.97216, 3.37507, 1
10, 2.9929, 3.3751, 1
11, 3.09434, 3.38208, 1
12, 2.88323, 3.38346, 1
13, 2.98426, 3.3792, 1
14, 3.23994, 3.37795, 1
15, 2.9737, 3.36906, 1
16, 2.97306, 3.36678, 1
17, 3.19037, 3.36563, 1
18, 3.19082, 3.3751, 1
19, 2.98349, 3.36349, 1
20, 2.98883, 3.35462, 1
21, 3.01683, 3.35936, 1
22, 3.01229, 3.35571, 1
23, 2.98394, 3.35667, 1
24, 2.7625, 3.35315, 1
25, 3.16122, 3.3584, 1
26, 2.93709, 3.35872, 1
27, 2.96582, 3.35635, 1
28, 2.75645, 3.36211, 1
29, 3.17581, 3.36227, 1
30, 3.01802, 3.35091, 1
31, 2.95738, 3.35302, 1
32, 2.96432, 3.34931, 1
33, 3.00595, 3.34643, 1
34, 2.99536, 3.35229, 1
35, 2.98803, 3.35814, 1
36, 2.98394, 3.34307, 1
37, 3.00646, 3.34419, 1
38, 3.19526, 3.34643, 1
39, 3.1679, 3.3431, 1
40, 3.01056, 3.35402, 1
41, 3.14525, 3.34669, 1
42, 2.9551, 3.35462, 1
43, 3.03718, 3.34954, 1
44, 2.89558, 3.16669, 1
45, 3.072, 3.35258, 1
46, 3.0992, 3.16886, 1
47, 2.81021, 3.16733, 1
48, 3.06422, 3.34618, 1
49, 2.84022, 3.17533, 1
50, 3.01734, 3.36022, 1
51, 3.06995, 3.4457, 1
52, 3.08285, 3.16435, 1
53, 3.01261, 3.16269, 1
54, 2.82419, 3.35667, 1
55, 3.06864, 3.34778, 1
56, 2.95379, 3.17178, 1
57, 3.08342, 3.43606, 1
58, 2.84877, 3.16445, 1
59, 2.78742, 3.35405, 1
60, 3.07392, 3.3521, 1
61, 3.00038, 3.17491, 1
62, 2.99277, 3.34397, 1
63, 3.0663, 3.17645, 1
64, 2.8201, 3.17334, 1
65, 2.988, 3.35069, 1
66, 2.84384, 3.35136, 1
67, 3.01066, 3.35462, 1
68, 3.07814, 3.35258, 1
69, 2.80365, 3.1696, 1
70, 3.00032, 3.35053, 1
71, 2.94912, 3.16618, 1
72, 2.88486, 3.36077, 1
73, 3.02938, 3.34675, 1
74, 3.09222, 3.35462, 1
75, 3.09254, 3.16406, 1
76, 2.90816, 3.16371, 1
77, 2.89587, 3.34416, 1
78, 2.8376, 3.34691, 1
79, 3.08259, 3.35872, 1
80, 2.84608, 3.16698, 1
81, 3.08301, 3.3481, 1
82, 3.02752, 3.16355, 1
83, 3.06454, 3.35491, 1
84, 3.06381, 3.16749, 1
85, 2.90406, 3.16931, 1
86, 2.88448, 3.34147, 1
87, 2.86518, 3.34848, 1
88, 3.00259, 3.34893, 1
89, 3.07651, 3.35462, 1
90, 2.82829, 3.16838, 1
