Frame Nr., Compute, Primary Ray Trace, Room_With_Door_(5292_Probes)_-_No_Surfels_-_64_Rays_Per_Probe
0, 0, 0, 1
1, 0, 0, 1
2, 2.63782, 0, 1
3, 3.22192, 3.17238, 1
4, 3.11706, 3.19517, 1
5, 2.60438, 3.37306, 1
6, 3.20294, 3.42573, 1
7, 3.11286, 3.38794, 1
8, 3.01286, 3.46906, 1
9, 2.96749, 3.37712, 1
10, 3.15482, 3.37683, 1
11, 3.1513, 3.37722, 1
12, 2.98646, 3.37846, 1
13, 3.00416, 3.37139, 1
14, 2.97165, 3.39149, 1
15, 2.98643, 3.37718, 1
16, 2.97574, 3.37715, 1
17, 3.1953, 3.37853, 1
18, 3.13232, 3.3649, 1
19, 2.90506, 3.37718, 1
20, 3.18954, 3.37827, 1
21, 3.19254, 3.36896, 1
22, 3.10573, 3.37651, 1
23, 3.19789, 3.36714, 1
24, 2.95526, 3.36419, 1
25, 3.00851, 3.38083, 1
26, 2.97933, 3.36845, 1
27, 2.98861, 3.37306, 1
28, 2.99766, 3.36998, 1
29, 3.00534, 3.37306, 1
30, 2.7648, 3.37098, 1
31, 3.18029, 3.37306, 1
32, 3.18774, 3.37299, 1
33, 3.20589, 3.36563, 1
34, 2.73882, 3.37062, 1
35, 2.98666, 3.36688, 1
36, 2.97014, 3.35517, 1
37, 2.9592, 3.36189, 1
38, 2.98861, 3.36653, 1
39, 2.89782, 3.36486, 1
40, 2.87504, 3.3751, 1
41, 2.86746, 3.3736, 1
42, 2.9937, 3.36896, 1
43, 2.80499, 3.36806, 1
44, 3.06957, 3.36768, 1
45, 3.01466, 3.16608, 1
46, 3.06829, 3.37078, 1
47, 3.09043, 3.16499, 1
48, 2.98573, 3.16333, 1
49, 3.04426, 3.18464, 1
50, 3.07757, 3.3832, 1
51, 3.07155, 3.15882, 1
52, 3.09411, 3.16006, 1
53, 3.0679, 3.16416, 1
54, 2.91066, 3.16211, 1
55, 2.89178, 3.36586, 1
56, 3.08224, 3.36525, 1
57, 2.94106, 3.16573, 1
58, 2.87498, 3.37306, 1
59, 3.0761, 3.35898, 1
60, 2.90202, 3.16032, 1
61, 2.87949, 3.35843, 1
62, 3.07613, 3.36499, 1
63, 3.05056, 3.16442, 1
64, 2.832, 3.37619, 1
65, 2.92454, 3.3656, 1
66, 2.87882, 3.36291, 1
67, 2.8471, 3.36384, 1
68, 3.07539, 3.36957, 1
69, 2.93251, 3.16707, 1
70, 2.8672, 3.36602, 1
71, 2.82992, 3.35949, 1
72, 3.08288, 3.36621, 1
73, 3.06176, 3.16211, 1
74, 2.91651, 3.1623, 1
75, 2.88538, 3.36502, 1
76, 2.83155, 3.37018, 1
77, 2.94755, 3.3648, 1
78, 2.85574, 3.36787, 1
79, 2.8119, 3.37722, 1
80, 3.06557, 3.36749, 1
81, 3.07373, 3.16042, 1
82, 3.07066, 3.35494, 1
83, 3.08179, 3.16634, 1
84, 2.83034, 3.15885, 1
85, 3.08243, 3.36502, 1
86, 2.8353, 3.16694, 1
87, 3.07046, 3.36282, 1
88, 3.05094, 3.16877, 1
89, 2.93891, 3.37306, 1
90, 2.83312, 3.44861, 1
