Frame Nr., Compute, Primary Ray Trace, Room_With_Door_(5292_Probes)_-_No_Surfels_-_64_Rays_Per_Probe
0, 0, 0, 1
1, 0, 0, 1
2, 3.30339, 0, 1
3, 2.93043, 3.17139, 1
4, 2.84762, 3.19059, 1
5, 3.00032, 3.19389, 1
6, 2.98291, 3.42448, 1
7, 3.02842, 3.38947, 1
8, 2.94502, 3.39651, 1
9, 3.01466, 3.37578, 1
10, 2.94995, 3.37715, 1
11, 3.01434, 3.37354, 1
12, 3.14192, 3.37712, 1
13, 2.94941, 3.38294, 1
14, 2.97808, 3.3792, 1
15, 3.18464, 3.37274, 1
16, 3.15597, 3.47296, 1
17, 3.01453, 3.46931, 1
18, 2.96419, 3.38125, 1
19, 2.99024, 3.37306, 1
20, 3.00442, 3.37213, 1
21, 3.00131, 3.36486, 1
22, 2.99402, 3.37251, 1
23, 2.99389, 3.37427, 1
24, 3.18048, 3.36486, 1
25, 3.20141, 3.36925, 1
26, 2.99891, 3.36803, 1
27, 3.11091, 3.37075, 1
28, 2.98086, 3.45293, 1
29, 3.03923, 3.37155, 1
30, 3.14346, 3.36586, 1
31, 3.00253, 3.45702, 1
32, 2.98726, 3.3751, 1
33, 2.99939, 3.36077, 1
34, 2.99098, 3.37741, 1
35, 3.17043, 3.36486, 1
36, 3.19933, 3.35558, 1
37, 2.99418, 3.35862, 1
38, 3.18173, 3.36077, 1
39, 2.8689, 3.36218, 1
40, 2.99213, 3.36282, 1
41, 3.11821, 3.36269, 1
42, 2.84893, 3.3729, 1
43, 3.11091, 3.35789, 1
44, 2.73968, 3.1703, 1
45, 2.99731, 3.36051, 1
46, 3.07069, 3.17696, 1
47, 2.9447, 3.16934, 1
48, 2.87136, 3.3744, 1
49, 2.82624, 3.3792, 1
50, 3.00371, 3.37136, 1
51, 2.79312, 3.1785, 1
52, 3.06995, 3.36672, 1
53, 2.83085, 3.16848, 1
54, 3.0767, 3.36653, 1
55, 2.92605, 3.16717, 1
56, 2.8713, 3.37069, 1
57, 2.85955, 3.36896, 1
58, 2.79482, 3.3631, 1
59, 3.02691, 3.35715, 1
60, 3.08294, 3.16614, 1
61, 3.0761, 3.16243, 1
62, 2.94298, 3.16522, 1
63, 2.88339, 3.36848, 1
64, 2.8647, 3.37715, 1
65, 3.08045, 3.36102, 1
66, 2.80915, 3.16419, 1
67, 3.06586, 3.1703, 1
68, 2.84038, 3.17235, 1
69, 3.02086, 3.36896, 1
70, 3.0455, 3.16778, 1
71, 3.00131, 3.37174, 1
72, 3.08474, 3.36486, 1
73, 3.01635, 3.16621, 1
74, 3.02285, 3.37306, 1
75, 3.08224, 3.37101, 1
76, 3.08838, 3.16477, 1
77, 3.06995, 3.16074, 1
78, 3.08307, 3.16618, 1
79, 3.08733, 3.16826, 1
80, 3.10112, 3.16416, 1
81, 2.83034, 3.1664, 1
82, 2.8304, 3.37043, 1
83, 3.02899, 3.36896, 1
84, 2.92934, 3.38051, 1
85, 2.88496, 3.36163, 1
86, 3.01274, 3.36742, 1
87, 3.03267, 3.37037, 1
88, 2.79757, 3.3752, 1
89, 3.06835, 3.36467, 1
90, 2.8065, 3.16627, 1
