Frame Nr., Compute, Primary Ray Trace, Room_With_Door_(5292_Probes)_-_No_Surfels_-_64_Rays_Per_Probe
0, 0, 0, 1
1, 0, 0, 1
2, 3.10512, 0, 1
3, 2.98998, 3.2448, 1
4, 2.90816, 3.2768, 1
5, 3.06582, 3.22554, 1
6, 3.17744, 3.38138, 1
7, 2.98803, 3.38685, 1
8, 2.94906, 3.37651, 1
9, 2.99312, 3.37322, 1
10, 3.08224, 3.37872, 1
11, 2.99389, 3.46067, 1
12, 2.98819, 3.37715, 1
13, 3.1912, 3.38186, 1
14, 2.96499, 3.38758, 1
15, 2.97939, 3.37744, 1
16, 2.99555, 3.36896, 1
17, 3.01402, 3.37018, 1
18, 2.97779, 3.3704, 1
19, 2.98598, 3.37994, 1
20, 2.75456, 3.37075, 1
21, 3.01875, 3.37027, 1
22, 3.12064, 3.36499, 1
23, 2.96496, 3.36595, 1
24, 3.16992, 3.36483, 1
25, 2.94992, 3.36717, 1
26, 3.08256, 3.37146, 1
27, 2.98864, 3.1703, 1
28, 2.95117, 3.36362, 1
29, 3.00646, 3.37178, 1
30, 2.99638, 3.37101, 1
31, 2.98627, 3.36282, 1
32, 2.98803, 3.36307, 1
33, 3.20512, 3.35507, 1
34, 2.98189, 3.36858, 1
35, 3.0919, 3.36336, 1
36, 2.96406, 3.44848, 1
37, 3.22563, 3.3584, 1
38, 3.11338, 3.3615, 1
39, 2.98598, 3.45302, 1
40, 2.98077, 3.36282, 1
41, 2.88742, 3.35872, 1
42, 3.12538, 3.36691, 1
43, 2.87056, 3.16403, 1
44, 3.05315, 3.36461, 1
45, 2.9705, 3.16371, 1
46, 2.88733, 3.36282, 1
47, 2.84144, 3.36685, 1
48, 3.0208, 3.37478, 1
49, 2.93283, 3.37955, 1
50, 3.06426, 3.37261, 1
51, 2.78221, 3.16416, 1
52, 2.74022, 3.36691, 1
53, 3.07814, 3.17181, 1
54, 3.05814, 3.15987, 1
55, 2.80035, 3.15968, 1
56, 3.08278, 3.3608, 1
57, 3.01875, 3.16243, 1
58, 3.01104, 3.37546, 1
59, 2.83386, 3.1703, 1
60, 3.02992, 3.3647, 1
61, 2.85405, 3.36243, 1
62, 2.86061, 3.37024, 1
63, 3.03613, 3.35773, 1
64, 3.09248, 3.36566, 1
65, 2.82829, 3.1687, 1
66, 3.00349, 3.36714, 1
67, 3.06826, 3.36211, 1
68, 3.07798, 3.15878, 1
69, 2.9215, 3.16621, 1
70, 2.89565, 3.36077, 1
71, 2.84058, 3.36333, 1
72, 3.01158, 3.36448, 1
73, 2.79766, 3.36691, 1
74, 3.0809, 3.36822, 1
75, 3.08406, 3.16045, 1
76, 2.80093, 3.16416, 1
77, 3.01453, 3.36077, 1
78, 3.0561, 3.37507, 1
79, 2.80131, 3.17101, 1
80, 3.0175, 3.38282, 1
81, 3.00595, 3.35878, 1
82, 3.08832, 3.36227, 1
83, 2.85219, 3.16531, 1
84, 3.0336, 3.36726, 1
85, 2.83699, 3.37638, 1
86, 3.08429, 3.36464, 1
87, 3.0761, 3.1655, 1
88, 2.81171, 3.1631, 1
89, 3.09043, 3.36282, 1
90, 2.83379, 3.16211, 1
