Frame Nr., Compute, Primary Ray Trace, Room_With_Door_(5292_Probes)_-_No_Surfels_-_64_Rays_Per_Probe
0, 0, 0, 1
1, 0, 0, 1
2, 2.62758, 0, 1
3, 3.09862, 3.23568, 1
4, 3.04838, 3.19094, 1
5, 2.97984, 3.1959, 1
6, 3.01651, 3.1777, 1
7, 3.14973, 3.4233, 1
8, 3.13939, 3.1903, 1
9, 3.08234, 3.17968, 1
10, 3.00026, 3.18192, 1
11, 2.94912, 3.40966, 1
12, 3.00486, 3.3833, 1
13, 2.93485, 3.38534, 1
14, 3.43974, 3.38227, 1
15, 2.94518, 3.19952, 1
16, 3.13568, 3.38858, 1
17, 2.91949, 3.37821, 1
18, 3.11891, 3.3792, 1
19, 3.14429, 3.17818, 1
20, 2.93696, 3.17536, 1
21, 3.02106, 3.38125, 1
22, 2.93888, 3.37866, 1
23, 2.97754, 3.39763, 1
24, 2.98352, 3.38685, 1
25, 3.0984, 3.37936, 1
26, 3.18861, 3.17635, 1
27, 3.0807, 3.17014, 1
28, 3.10208, 3.16826, 1
29, 2.92749, 3.1744, 1
30, 2.92637, 3.38656, 1
31, 2.92486, 3.40531, 1
32, 2.92797, 3.37293, 1
33, 2.9911, 3.3751, 1
34, 3.09018, 3.38685, 1
35, 3.09917, 3.18893, 1
36, 3.09555, 3.16554, 1
37, 3.1073, 3.16717, 1
38, 2.95638, 3.17101, 1
39, 2.91926, 3.38944, 1
40, 2.97062, 3.37101, 1
41, 2.94502, 3.37248, 1
42, 2.9497, 3.37549, 1
43, 2.99891, 3.28499, 1
44, 2.9737, 3.17645, 1
45, 2.95981, 3.1671, 1
46, 2.94544, 3.16771, 1
47, 2.92906, 3.21942, 1
48, 3.02086, 3.17235, 1
49, 2.93523, 3.18346, 1
50, 2.94192, 3.22422, 1
51, 2.92141, 3.22141, 1
52, 2.96755, 3.17686, 1
53, 2.92896, 3.21536, 1
54, 2.98403, 3.17341, 1
55, 2.95194, 3.17939, 1
56, 2.94166, 3.21738, 1
57, 2.93677, 3.21536, 1
58, 2.94093, 3.21315, 1
59, 2.94502, 3.36118, 1
60, 2.91958, 3.21126, 1
61, 2.94493, 3.21258, 1
62, 2.92595, 3.21472, 1
63, 2.96083, 3.3576, 1
64, 2.91318, 3.21866, 1
65, 2.93901, 3.22573, 1
66, 2.97165, 3.21952, 1
67, 2.95635, 3.21914, 1
68, 2.948, 3.20947, 1
69, 2.92288, 3.21005, 1
70, 2.94787, 3.17645, 1
71, 2.94704, 3.35837, 1
72, 2.95382, 3.22013, 1
73, 2.96125, 3.36989, 1
74, 2.96346, 3.20717, 1
75, 2.95731, 3.21677, 1
76, 2.96333, 3.21117, 1
77, 2.95322, 3.21331, 1
78, 2.93667, 3.21187, 1
79, 2.94746, 3.22266, 1
80, 2.91882, 3.22355, 1
81, 2.93286, 3.20698, 1
82, 2.96096, 3.21946, 1
83, 2.94269, 3.17261, 1
84, 2.94707, 3.36336, 1
85, 2.94291, 3.21667, 1
86, 2.95424, 3.36157, 1
87, 2.95878, 3.21322, 1
88, 2.94493, 3.20774, 1
89, 2.96384, 3.21331, 1
90, 2.9407, 3.22163, 1
