Frame Nr., Compute, Primary Ray Trace, Room_With_Door_(5292_Probes)_-_No_Surfels_-_64_Rays_Per_Probe
0, 0, 0, 1
1, 0, 0, 1
2, 2.60506, 0, 1
3, 3.08685, 3.21853, 1
4, 3.01466, 3.19523, 1
5, 2.96314, 3.25824, 1
6, 3.00646, 3.26109, 1
7, 3.04621, 3.42474, 1
8, 3.16858, 3.39779, 1
9, 3.07562, 3.1769, 1
10, 3.22154, 3.18314, 1
11, 3.10867, 3.17507, 1
12, 3.12317, 3.1744, 1
13, 3.1191, 3.18259, 1
14, 2.87171, 3.17808, 1
15, 2.91635, 3.40755, 1
16, 3.13248, 3.38746, 1
17, 2.95146, 3.37478, 1
18, 3.11296, 3.38186, 1
19, 3.13939, 3.184, 1
20, 3.10182, 3.17174, 1
21, 2.96877, 3.1672, 1
22, 3.33645, 3.38307, 1
23, 2.94707, 3.2457, 1
24, 2.95731, 3.38586, 1
25, 3.15427, 3.37834, 1
26, 3.17312, 3.37248, 1
27, 3.10653, 3.17059, 1
28, 3.0959, 3.16886, 1
29, 3.10272, 3.16211, 1
30, 3.1448, 3.17382, 1
31, 3.1273, 3.1599, 1
32, 3.1007, 3.16589, 1
33, 3.08634, 3.16454, 1
34, 2.86179, 3.17882, 1
35, 2.95322, 3.40694, 1
36, 2.9704, 3.37453, 1
37, 3.12934, 3.37344, 1
38, 2.95722, 3.15747, 1
39, 3.09923, 3.38944, 1
40, 2.94451, 3.1583, 1
41, 2.93683, 3.3751, 1
42, 2.9649, 3.37338, 1
43, 2.95629, 3.29114, 1
44, 2.95117, 3.25264, 1
45, 2.95776, 3.17469, 1
46, 2.93466, 3.3496, 1
47, 2.96733, 3.21654, 1
48, 2.95651, 3.17677, 1
49, 2.93926, 3.35987, 1
50, 2.94144, 3.22035, 1
51, 2.97574, 3.21667, 1
52, 2.94605, 3.21536, 1
53, 2.93309, 3.21494, 1
54, 2.95117, 3.21331, 1
55, 2.9536, 3.21229, 1
56, 2.94454, 3.2231, 1
57, 2.92237, 3.21946, 1
58, 2.9712, 3.35731, 1
59, 2.97165, 3.34643, 1
60, 2.92227, 3.21069, 1
61, 2.96451, 3.35094, 1
62, 2.94915, 3.21741, 1
63, 2.97962, 3.21488, 1
64, 2.92864, 3.22554, 1
65, 2.95322, 3.21398, 1
66, 2.93069, 3.21946, 1
67, 2.93299, 3.16211, 1
68, 2.95494, 3.16781, 1
69, 2.94643, 3.21274, 1
70, 2.95638, 3.34707, 1
71, 2.95014, 3.20931, 1
72, 2.94342, 3.21811, 1
73, 2.9607, 3.17136, 1
74, 2.95878, 3.34659, 1
75, 2.976, 3.21168, 1
76, 2.95034, 3.20893, 1
77, 2.95712, 3.21536, 1
78, 2.96205, 3.21718, 1
79, 2.94458, 3.2225, 1
80, 2.93533, 3.22077, 1
81, 2.9672, 3.18054, 1
82, 2.94906, 3.21443, 1
83, 2.95754, 3.21309, 1
84, 2.93069, 3.21331, 1
85, 2.94298, 3.34899, 1
86, 2.99184, 3.20963, 1
87, 2.93274, 3.16826, 1
88, 2.95731, 3.16006, 1
89, 2.93069, 3.21232, 1
90, 2.95549, 3.15597, 1
