Frame Nr., Compute, Primary Ray Trace, Room_With_Door_(5292_Probes)_-_No_Surfels_-_64_Rays_Per_Probe
0, 0, 0, 1
1, 0, 0, 1
2, 3.00909, 0, 1
3, 2.66035, 3.17018, 1
4, 3.01552, 3.2583, 1
5, 3.02694, 3.2727, 1
6, 2.99622, 3.1785, 1
7, 3.16416, 3.4593, 1
8, 3.15213, 3.19283, 1
9, 3.09366, 3.18669, 1
10, 3.00378, 3.17142, 1
11, 3.1103, 3.40298, 1
12, 3.14976, 3.1703, 1
13, 3.13235, 3.18979, 1
14, 3.18387, 3.37696, 1
15, 3.08838, 3.17965, 1
16, 3.09485, 3.17824, 1
17, 3.10477, 3.1744, 1
18, 2.94643, 3.17862, 1
19, 3.13549, 3.40371, 1
20, 2.73613, 3.18, 1
21, 3.13392, 3.37418, 1
22, 3.19264, 3.36621, 1
23, 2.94502, 3.17632, 1
24, 2.99661, 3.3792, 1
25, 2.94982, 3.38298, 1
26, 3.34461, 3.38371, 1
27, 2.93946, 3.25427, 1
28, 2.94269, 3.37933, 1
29, 2.99344, 3.38221, 1
30, 3.1416, 3.38131, 1
31, 3.12749, 3.17667, 1
32, 3.09043, 3.16621, 1
33, 3.09027, 3.15971, 1
34, 2.93683, 3.16838, 1
35, 2.94374, 3.40656, 1
36, 2.93274, 3.37133, 1
37, 3.11229, 3.36669, 1
38, 2.95501, 3.16477, 1
39, 3.09043, 3.39354, 1
40, 3.12294, 3.16646, 1
41, 3.08579, 3.16336, 1
42, 2.94502, 3.16006, 1
43, 2.93251, 3.28272, 1
44, 2.95302, 3.25222, 1
45, 2.96448, 3.25018, 1
46, 2.96413, 3.21149, 1
47, 2.95168, 3.3711, 1
48, 2.93875, 3.21526, 1
49, 3.03907, 3.21965, 1
50, 2.94707, 3.16822, 1
51, 2.95955, 3.17862, 1
52, 2.94912, 3.21126, 1
53, 2.9431, 3.2177, 1
54, 2.73613, 3.21018, 1
55, 2.93398, 3.2081, 1
56, 2.92864, 3.21536, 1
57, 2.94298, 3.21606, 1
58, 2.95114, 3.2135, 1
59, 2.97005, 3.21443, 1
60, 2.9592, 3.22003, 1
61, 2.92502, 3.21078, 1
62, 2.94992, 3.21795, 1
63, 2.93888, 3.21523, 1
64, 2.95258, 3.22346, 1
65, 2.96266, 3.21331, 1
66, 2.96653, 3.21331, 1
67, 2.95382, 3.36125, 1
68, 2.92045, 3.21584, 1
69, 2.9951, 3.21536, 1
70, 2.92688, 3.17629, 1
71, 2.94906, 3.34851, 1
72, 2.95898, 3.20922, 1
73, 2.91635, 3.21536, 1
74, 2.95322, 3.22035, 1
75, 2.95322, 3.21331, 1
76, 2.9383, 3.21331, 1
77, 2.95539, 3.2128, 1
78, 2.93069, 3.21376, 1
79, 2.93888, 3.21984, 1
80, 2.94928, 3.2177, 1
81, 2.76845, 3.21427, 1
82, 2.95418, 3.21613, 1
83, 2.9312, 3.21434, 1
84, 2.9607, 3.35376, 1
85, 2.94912, 3.21331, 1
86, 2.93114, 3.21376, 1
87, 2.95274, 3.21366, 1
88, 2.96582, 3.21357, 1
89, 2.97165, 3.21331, 1
90, 2.95978, 3.20928, 1
