Frame Nr., Compute, Primary Ray Trace, Room_With_Door_(5292_Probes)_-_No_Surfels_-_64_Rays_Per_Probe
0, 0, 0, 1
1, 0, 0, 1
2, 2.60506, 0, 1
3, 2.62925, 3.01213, 1
4, 3.0249, 3.0287, 1
5, 2.86925, 3.3801, 1
6, 3.20253, 3.38688, 1
7, 3.00602, 3.38208, 1
8, 2.76074, 3.38166, 1
9, 3.2727, 3.19418, 1
10, 3.1703, 3.38301, 1
11, 2.98598, 3.3792, 1
12, 2.96989, 3.38227, 1
13, 3.16211, 3.37302, 1
14, 2.97619, 3.37578, 1
15, 2.9753, 3.37434, 1
16, 2.97779, 3.37715, 1
17, 2.99622, 3.37373, 1
18, 3.00707, 3.36998, 1
19, 2.99805, 3.3792, 1
20, 3.11571, 3.3743, 1
21, 2.88563, 3.36269, 1
22, 3.19402, 3.37754, 1
23, 3.19702, 3.36493, 1
24, 3.16621, 3.36384, 1
25, 3.00061, 3.36381, 1
26, 3.02301, 3.36694, 1
27, 2.99827, 3.36691, 1
28, 3.00602, 3.36269, 1
29, 2.98378, 3.37472, 1
30, 3.0167, 3.36486, 1
31, 3.0265, 3.36301, 1
32, 2.98438, 3.3591, 1
33, 3.12314, 3.36614, 1
34, 2.94707, 3.36627, 1
35, 3.16826, 3.36656, 1
36, 2.75462, 3.15562, 1
37, 3.16614, 3.17763, 1
38, 3.01357, 3.35888, 1
39, 2.97366, 3.35824, 1
40, 2.9895, 3.36272, 1
41, 2.98189, 3.36499, 1
42, 2.89587, 3.36534, 1
43, 2.86384, 3.36282, 1
44, 2.87949, 3.36486, 1
45, 3.06102, 3.37427, 1
46, 2.85437, 3.37606, 1
47, 3.06963, 3.36691, 1
48, 3.04742, 3.1656, 1
49, 3.00426, 3.3751, 1
50, 2.83648, 3.17837, 1
51, 2.99008, 3.37574, 1
52, 3.07955, 3.36282, 1
53, 3.07158, 3.16339, 1
54, 3.07059, 3.16573, 1
55, 3.06358, 3.17206, 1
56, 3.10294, 3.16621, 1
57, 3.07594, 3.16621, 1
58, 3.06176, 3.35827, 1
59, 2.85082, 3.16592, 1
60, 3.01574, 3.36035, 1
61, 2.82403, 3.35882, 1
62, 3.07142, 3.36339, 1
63, 3.00166, 3.16006, 1
64, 3.08022, 3.37101, 1
65, 2.84262, 3.17235, 1
66, 3.02067, 3.36362, 1
67, 3.07533, 3.35488, 1
68, 2.94733, 3.16845, 1
69, 2.87923, 3.36605, 1
70, 3.06381, 3.37053, 1
71, 2.78352, 3.16621, 1
72, 2.99213, 3.35549, 1
73, 3.0776, 3.36435, 1
74, 2.81699, 3.16726, 1
75, 3.08099, 3.36691, 1
76, 3.08224, 3.16531, 1
77, 2.95552, 3.16883, 1
78, 2.87229, 3.3632, 1
79, 2.83632, 3.37594, 1
80, 2.75456, 3.37165, 1
81, 2.83162, 3.36179, 1
82, 2.83648, 3.36077, 1
83, 3.08618, 3.35306, 1
84, 3.02694, 3.16826, 1
85, 3.07158, 3.35354, 1
86, 3.06253, 3.1703, 1
87, 2.95731, 3.17453, 1
88, 2.99296, 3.21331, 1
89, 3.05149, 3.17766, 1
90, 2.80515, 3.17066, 1
