Frame Nr., Compute, Primary Ray Trace, Room_With_Door_(5292_Probes)_-_No_Surfels_-_64_Rays_Per_Probe
0, 0, 0, 1
1, 0, 0, 1
2, 2.98598, 0, 1
3, 3.12934, 3.26042, 1
4, 2.93114, 3.18752, 1
5, 2.86419, 3.38534, 1
6, 2.86925, 3.37123, 1
7, 2.98422, 3.23126, 1
8, 2.97885, 3.38352, 1
9, 2.98867, 3.37802, 1
10, 3.14336, 3.37306, 1
11, 3.17718, 3.37491, 1
12, 2.96346, 3.37779, 1
13, 3.18678, 3.37587, 1
14, 2.88842, 3.37638, 1
15, 2.99395, 3.38125, 1
16, 2.97734, 3.37235, 1
17, 2.988, 3.37622, 1
18, 3.1865, 3.36896, 1
19, 2.99827, 3.38125, 1
20, 2.99827, 3.3743, 1
21, 2.75088, 3.3711, 1
22, 2.94298, 3.37155, 1
23, 3.01568, 3.17504, 1
24, 2.75251, 3.37238, 1
25, 2.97395, 3.36691, 1
26, 2.9952, 3.36656, 1
27, 3.20678, 3.36957, 1
28, 3.01274, 3.36294, 1
29, 3.01418, 3.36486, 1
30, 3.10547, 3.36835, 1
31, 3.20922, 3.3751, 1
32, 2.96326, 3.36723, 1
33, 3.13344, 3.35882, 1
34, 2.94528, 3.3655, 1
35, 3.00982, 3.37382, 1
36, 3.00032, 3.3632, 1
37, 2.94912, 3.36502, 1
38, 3.18461, 3.36429, 1
39, 2.97354, 3.36442, 1
40, 2.98589, 3.36602, 1
41, 3.10787, 3.36544, 1
42, 3.0249, 3.36541, 1
43, 3.1199, 3.25677, 1
44, 3.11341, 3.16176, 1
45, 3.00256, 3.16211, 1
46, 3.10067, 3.3505, 1
47, 3.09053, 3.17053, 1
48, 3.07814, 3.16317, 1
49, 3.08963, 3.18234, 1
50, 3.1071, 3.17437, 1
51, 2.81837, 3.16909, 1
52, 2.99213, 3.34906, 1
53, 3.08506, 3.34643, 1
54, 3.05136, 3.16314, 1
55, 3.09936, 3.34973, 1
56, 2.96173, 3.16176, 1
57, 2.86211, 3.35219, 1
58, 3.01056, 3.21741, 1
59, 3.06422, 3.17469, 1
60, 3.07738, 3.16621, 1
61, 2.9297, 3.16544, 1
62, 2.88557, 3.35299, 1
63, 3.07414, 3.35258, 1
64, 3.06781, 3.17261, 1
65, 3.00714, 3.16851, 1
66, 3.08, 3.35155, 1
67, 3.03264, 3.16765, 1
68, 2.99008, 3.34874, 1
69, 3.01875, 3.17312, 1
70, 2.99418, 3.34467, 1
71, 3.07696, 3.34678, 1
72, 2.82624, 3.16614, 1
73, 2.93309, 3.34602, 1
74, 2.85286, 3.42835, 1
75, 3.06118, 3.3407, 1
76, 3.06678, 3.16739, 1
77, 3.01421, 3.16995, 1
78, 3.0511, 3.35005, 1
79, 3.07203, 3.17414, 1
80, 2.93478, 3.16518, 1
81, 2.87338, 3.34403, 1
82, 3.00355, 3.21536, 1
83, 2.82182, 3.34598, 1
84, 3.02467, 3.35114, 1
85, 3.0815, 3.34618, 1
86, 3.05766, 3.16278, 1
87, 3.07408, 3.16221, 1
88, 3.072, 3.16451, 1
89, 3.03104, 3.1641, 1
90, 3.08483, 3.35104, 1
