Frame Nr., Compute, Primary Ray Trace, Room_With_Door_(5292_Probes)_-_Full_GI_-_160_Surfels_Per_Probe
0, 0, 0, 1
1, 0, 0, 1
2, 1.8848, 0, 1
3, 0.85312, 3.49702, 1
4, 0.858112, 3.39741, 1
5, 0.85824, 3.40102, 1
6, 0.854016, 3.17402, 1
7, 0.858112, 3.38314, 1
8, 0.851968, 3.39178, 1
9, 0.856576, 3.1703, 1
10, 0.856704, 3.38739, 1
11, 0.856064, 3.1689, 1
12, 0.856992, 3.17235, 1
13, 0.855936, 3.38739, 1
14, 0.853632, 3.16646, 1
15, 0.854656, 3.17178, 1
16, 0.854848, 3.1745, 1
17, 0.856544, 3.17213, 1
18, 0.856416, 3.16621, 1
19, 0.855744, 3.17146, 1
20, 0.855616, 3.17203, 1
21, 0.856064, 3.42237, 1
22, 0.856064, 3.17149, 1
23, 0.855712, 3.17133, 1
24, 0.855904, 3.38285, 1
25, 0.856416, 3.16586, 1
26, 0.853088, 3.37715, 1
27, 0.856064, 3.17274, 1
28, 0.857376, 3.16826, 1
29, 0.854688, 3.3792, 1
30, 0.858432, 3.16445, 1
31, 0.86016, 3.15901, 1
32, 0.860032, 3.38128, 1
33, 0.852896, 3.37565, 1
34, 0.858112, 3.16435, 1
35, 0.857664, 3.16416, 1
36, 0.855744, 3.16797, 1
37, 0.85632, 3.39562, 1
38, 0.855968, 3.16579, 1
39, 0.856608, 3.1608, 1
40, 0.856064, 3.16768, 1
41, 0.85952, 3.16826, 1
42, 0.856064, 3.16211, 1
43, 0.85424, 3.36835, 1
44, 0.854016, 3.37181, 1
45, 0.854464, 3.37299, 1
46, 0.853152, 3.37302, 1
47, 0.855584, 3.1551, 1
48, 0.855488, 3.16224, 1
49, 0.86336, 3.29027, 1
50, 0.862208, 3.15872, 1
51, 0.85488, 3.24403, 1
52, 0.853632, 3.20698, 1
53, 0.858112, 3.15187, 1
54, 0.85344, 3.21776, 1
55, 0.862208, 3.15382, 1
56, 0.86016, 3.20566, 1
57, 0.855904, 3.36928, 1
58, 0.854048, 3.36832, 1
59, 0.855008, 3.3664, 1
60, 0.854016, 3.36125, 1
61, 0.854016, 3.36099, 1
62, 0.853248, 3.36282, 1
63, 0.854816, 3.36077, 1
64, 0.8576, 3.37747, 1
65, 0.853856, 3.36592, 1
66, 0.853632, 3.21946, 1
67, 0.85472, 3.36298, 1
68, 0.854048, 3.20912, 1
69, 0.853536, 3.01859, 1
70, 0.856064, 3.0167, 1
71, 0.854592, 3.21946, 1
72, 0.856064, 3.01466, 1
73, 0.853088, 3.21334, 1
74, 0.85456, 3.36246, 1
75, 0.852224, 3.36467, 1
76, 0.853664, 3.36256, 1
77, 0.855552, 3.36557, 1
78, 0.854176, 3.35968, 1
79, 0.85584, 3.37645, 1
80, 0.853728, 3.36544, 1
81, 0.854016, 3.36054, 1
82, 0.855904, 3.37712, 1
83, 0.858112, 3.23174, 1
84, 0.857696, 3.38301, 1
85, 0.856224, 3.03821, 1
86, 0.86016, 3.25018, 1
87, 0.858592, 3.25792, 1
88, 0.863008, 3.40531, 1
89, 0.856832, 3.25632, 1
90, 0.858112, 3.25738, 1
