Frame Nr., Compute, Primary Ray Trace, Room_With_Door_(5292_Probes)_-_Full_GI_-_160_Surfels_Per_Probe
0, 0, 0, 1
1, 0, 0, 1
2, 1.5743, 0, 1
3, 0.864512, 3.35706, 1
4, 0.86016, 3.03517, 1
5, 0.856608, 3.41171, 1
6, 0.864256, 3.1776, 1
7, 0.856064, 3.17437, 1
8, 0.858592, 3.17178, 1
9, 0.856064, 3.17187, 1
10, 0.856064, 3.3792, 1
11, 0.854656, 3.39149, 1
12, 0.855552, 3.38854, 1
13, 0.856096, 3.17338, 1
14, 0.85664, 3.1744, 1
15, 0.857184, 3.1703, 1
16, 0.860544, 3.17107, 1
17, 0.854816, 3.38858, 1
18, 0.855552, 3.16621, 1
19, 0.858336, 3.1688, 1
20, 0.856064, 3.16826, 1
21, 0.853504, 3.38266, 1
22, 0.859744, 3.15718, 1
23, 0.856064, 3.16512, 1
24, 0.856064, 3.3744, 1
25, 0.85632, 3.37795, 1
26, 0.858048, 3.1703, 1
27, 0.856672, 3.37491, 1
28, 0.85408, 3.37715, 1
29, 0.852256, 3.1639, 1
30, 0.854528, 3.37434, 1
31, 0.858208, 3.16259, 1
32, 0.852096, 3.16912, 1
33, 0.860352, 3.17165, 1
34, 0.856, 3.16845, 1
35, 0.858112, 3.17235, 1
36, 0.855424, 3.16944, 1
37, 0.857984, 3.3792, 1
38, 0.86016, 3.16621, 1
39, 0.857888, 3.36899, 1
40, 0.855776, 3.36973, 1
41, 0.855904, 3.15597, 1
42, 0.85392, 3.16176, 1
43, 0.860576, 3.15379, 1
44, 0.851968, 3.15392, 1
45, 0.860192, 3.15597, 1
46, 0.86016, 3.16269, 1
47, 0.860064, 3.15802, 1
48, 0.86096, 3.16378, 1
49, 0.854016, 3.21741, 1
50, 0.86016, 3.16054, 1
51, 0.856576, 3.16138, 1
52, 0.85408, 3.20922, 1
53, 0.852192, 3.15187, 1
54, 0.849952, 3.15597, 1
55, 0.854016, 3.20819, 1
56, 0.86016, 3.15549, 1
57, 0.863552, 3.1473, 1
58, 0.862144, 3.16144, 1
59, 0.855744, 3.20922, 1
60, 0.86016, 3.16544, 1
61, 0.851968, 3.15802, 1
62, 0.863008, 3.20506, 1
63, 0.859872, 3.20493, 1
64, 0.860704, 3.15773, 1
65, 0.85344, 3.16253, 1
66, 0.857632, 3.14982, 1
67, 0.858848, 3.15597, 1
68, 0.86064, 3.15802, 1
69, 0.863712, 3.15187, 1
70, 0.854016, 3.21072, 1
71, 0.852672, 3.20842, 1
72, 0.852, 3.15802, 1
73, 0.860672, 3.15597, 1
74, 0.853824, 3.20771, 1
75, 0.851968, 3.16051, 1
76, 0.856064, 3.15469, 1
77, 0.862432, 3.20717, 1
78, 0.855584, 3.15168, 1
79, 0.854048, 3.17203, 1
80, 0.862144, 3.16416, 1
81, 0.857376, 3.17642, 1
82, 0.856064, 3.2215, 1
83, 0.858624, 3.23139, 1
84, 0.85696, 3.23584, 1
85, 0.859968, 3.25018, 1
86, 0.857504, 3.25344, 1
87, 0.866944, 3.25837, 1
88, 0.860064, 3.24813, 1
89, 0.866304, 3.24848, 1
90, 0.857664, 3.2601, 1
