Frame Nr., Compute, Primary Ray Trace, Room_With_Door_(5292_Probes)_-_Full_GI_-_160_Surfels_Per_Probe
0, 0, 0, 1
1, 0, 0, 1
2, 1.59267, 0, 1
3, 0.856352, 3.4881, 1
4, 0.858304, 3.40554, 1
5, 0.859616, 3.17645, 1
6, 0.854464, 3.17814, 1
7, 0.854336, 3.1705, 1
8, 0.854656, 3.3792, 1
9, 0.85696, 3.17235, 1
10, 0.85296, 3.38051, 1
11, 0.858112, 3.3912, 1
12, 0.855328, 3.40746, 1
13, 0.85744, 3.1744, 1
14, 0.855424, 3.38445, 1
15, 0.856864, 3.38646, 1
16, 0.854368, 3.1712, 1
17, 0.858112, 3.17347, 1
18, 0.85456, 3.3817, 1
19, 0.856064, 3.18074, 1
20, 0.855008, 3.17213, 1
21, 0.857792, 3.17034, 1
22, 0.856704, 3.40019, 1
23, 0.858496, 3.38048, 1
24, 0.85232, 3.3751, 1
25, 0.857856, 3.37142, 1
26, 0.854048, 3.37894, 1
27, 0.856064, 3.38198, 1
28, 0.851968, 3.40368, 1
29, 0.85568, 3.37738, 1
30, 0.858112, 3.38275, 1
31, 0.856064, 3.37888, 1
32, 0.856064, 3.37098, 1
33, 0.852576, 3.39869, 1
34, 0.85952, 3.38362, 1
35, 0.856064, 3.38125, 1
36, 0.854048, 3.37901, 1
37, 0.85408, 3.37715, 1
38, 0.85616, 3.3985, 1
39, 0.852544, 3.37875, 1
40, 0.854784, 3.37859, 1
41, 0.854368, 3.37933, 1
42, 0.851712, 3.37869, 1
43, 0.855808, 3.38784, 1
44, 0.85456, 3.37715, 1
45, 0.853792, 3.3673, 1
46, 0.856064, 3.37011, 1
47, 0.854496, 3.3688, 1
48, 0.854016, 3.39763, 1
49, 0.856288, 3.27475, 1
50, 0.852576, 3.2535, 1
51, 0.856416, 3.25222, 1
52, 0.855264, 3.20576, 1
53, 0.854016, 3.36534, 1
54, 0.858816, 3.20774, 1
55, 0.854016, 3.364, 1
56, 0.854528, 3.21043, 1
57, 0.854016, 3.37296, 1
58, 0.855328, 3.2175, 1
59, 0.854048, 3.3705, 1
60, 0.85472, 3.35955, 1
61, 0.854016, 3.36003, 1
62, 0.853824, 3.21091, 1
63, 0.854112, 3.36173, 1
64, 0.854944, 3.02317, 1
65, 0.855968, 3.0271, 1
66, 0.850592, 3.01443, 1
67, 0.853888, 3.01834, 1
68, 0.852448, 3.36819, 1
69, 0.855616, 3.36598, 1
70, 0.854016, 3.21126, 1
71, 0.851968, 3.3608, 1
72, 0.855296, 3.35872, 1
73, 0.851968, 3.36461, 1
74, 0.855936, 3.20982, 1
75, 0.854016, 3.21274, 1
76, 0.855136, 3.36208, 1
77, 0.85376, 3.3577, 1
78, 0.85472, 3.35923, 1
79, 0.858464, 3.21846, 1
80, 0.85456, 3.01837, 1
81, 0.852928, 3.01702, 1
82, 0.854016, 3.0167, 1
83, 0.854848, 3.01789, 1
84, 0.853376, 3.01728, 1
85, 0.85664, 3.36134, 1
86, 0.855808, 3.36269, 1
87, 0.851968, 3.36282, 1
88, 0.854016, 3.37107, 1
89, 0.854176, 3.36509, 1
90, 0.854144, 3.21296, 1
