Frame Nr., Compute, Primary Ray Trace, Room_With_Door_(5292_Probes)_-_GI_Off
0, 0, 0, 1
1, 0, 0, 1
2, 0, 0, 1
3, 0, 2.84672, 1
4, 0, 3.31571, 1
5, 0, 10.0782, 1
6, 0, 9.52422, 1
7, 0, 10.1662, 1
8, 0, 6.00685, 1
9, 0, 14.6348, 1
10, 0, 14.7534, 1
11, 0, 14.7092, 1
12, 0, 12.2319, 1
13, 0, 11.6449, 1
14, 0, 11.6652, 1
15, 0, 11.2803, 1
16, 0, 11.3186, 1
17, 0, 11.3684, 1
18, 0, 11.2886, 1
19, 0, 11.7031, 1
20, 0, 11.657, 1
21, 0, 11.6415, 1
22, 0, 11.2988, 1
23, 0, 11.3318, 1
24, 0, 11.3193, 1
25, 0, 11.6526, 1
26, 0, 11.3017, 1
27, 0, 9.48426, 1
28, 0, 4.14906, 1
29, 0, 3.91907, 1
30, 0, 4.1472, 1
31, 0, 4.14515, 1
32, 0, 3.74381, 1
33, 0, 3.7553, 1
34, 0, 3.74704, 1
35, 0, 4.15539, 1
36, 0, 3.9257, 1
37, 0, 4.14186, 1
38, 0, 4.14925, 1
39, 0, 3.74118, 1
40, 0, 4.14208, 1
41, 0, 3.93082, 1
42, 0, 4.15203, 1
43, 0, 4.14141, 1
44, 0, 3.93347, 1
45, 0, 4.15344, 1
46, 0, 4.14662, 1
47, 0, 4.13485, 1
48, 0, 3.89299, 1
49, 0, 4.12861, 1
50, 0, 4.10662, 1
51, 0, 4.11034, 1
52, 0, 3.89075, 1
53, 0, 4.1193, 1
54, 0, 4.1112, 1
55, 0, 3.70797, 1
56, 0, 3.88096, 1
57, 0, 3.72301, 1
58, 0, 4.12368, 1
59, 0, 4.12131, 1
60, 0, 4.11034, 1
61, 0, 4.12022, 1
62, 0, 4.11107, 1
63, 0, 3.89526, 1
64, 0, 4.11184, 1
65, 0, 3.6393, 1
66, 0, 3.06083, 1
67, 0, 3.05971, 1
68, 0, 3.05594, 1
69, 0, 3.05933, 1
70, 0, 3.05603, 1
71, 0, 3.05782, 1
72, 0, 3.0544, 1
73, 0, 3.05955, 1
74, 0, 3.05629, 1
75, 0, 3.06365, 1
76, 0, 3.06176, 1
77, 0, 3.0577, 1
78, 0, 3.06586, 1
79, 0, 3.0664, 1
80, 0, 3.05514, 1
81, 0, 3.06586, 1
82, 0, 3.06554, 1
83, 0, 3.05869, 1
84, 0, 3.05683, 1
85, 0, 3.05971, 1
86, 0, 3.05357, 1
87, 0, 3.06368, 1
88, 0, 3.05357, 1
89, 0, 3.05581, 1
90, 0, 3.04582, 1
91, 0, 3.04982, 1
92, 0, 3.04896, 1
93, 0, 3.05072, 1
94, 0, 3.04582, 1
95, 0, 3.0553, 1
96, 0, 3.04787, 1
97, 0, 3.05354, 1
98, 0, 3.05507, 1
99, 0, 3.04947, 1
100, 0, 3.05149, 1
101, 0, 3.04742, 1
102, 0, 3.04947, 1
103, 0, 3.04899, 1
104, 0, 3.04544, 1
105, 0, 3.05152, 1
106, 0, 3.0488, 1
107, 0, 3.05594, 1
108, 0, 3.05088, 1
109, 0, 3.04867, 1
110, 0, 3.04576, 1
