Frame Nr., Compute, Primary Ray Trace, Room_With_Door_(5292_Probes)_-_GI_Off
0, 0, 0, 1
1, 0, 0, 1
2, 0, 0, 1
3, 0, 2.85024, 1
4, 0, 3.02432, 1
5, 0, 3.23174, 1
6, 0, 3.24512, 1
7, 0, 3.21786, 1
8, 0, 3.2168, 1
9, 0, 3.21536, 1
10, 0, 3.21843, 1
11, 0, 3.23405, 1
12, 0, 3.25702, 1
13, 0, 3.2215, 1
14, 0, 3.2263, 1
15, 0, 3.21741, 1
16, 0, 3.2343, 1
17, 0, 3.2209, 1
18, 0, 3.21536, 1
19, 0, 3.23955, 1
20, 0, 3.22227, 1
21, 0, 3.21888, 1
22, 0, 3.22816, 1
23, 0, 3.22355, 1
24, 0, 3.22234, 1
25, 0, 3.24608, 1
26, 0, 3.2247, 1
27, 0, 3.21946, 1
28, 0, 3.22134, 1
29, 0, 3.22614, 1
30, 0, 3.21654, 1
31, 0, 3.21853, 1
32, 0, 3.22774, 1
33, 0, 3.22326, 1
34, 0, 3.22067, 1
35, 0, 3.21536, 1
36, 0, 3.2215, 1
37, 0, 3.20499, 1
38, 0, 3.23917, 1
39, 0, 3.20723, 1
40, 0, 3.2151, 1
41, 0, 3.20243, 1
42, 0, 3.22563, 1
43, 0, 3.21434, 1
44, 0, 3.23174, 1
45, 0, 3.21715, 1
46, 0, 3.2111, 1
47, 0, 3.22045, 1
48, 0, 3.21472, 1
49, 0, 3.2073, 1
50, 0, 3.22787, 1
51, 0, 3.2087, 1
52, 0, 3.2072, 1
53, 0, 3.20371, 1
54, 0, 3.20512, 1
55, 0, 3.21421, 1
56, 0, 3.14067, 1
57, 0, 3.09082, 1
58, 0, 3.08224, 1
59, 0, 3.04915, 1
60, 0, 3.04461, 1
61, 0, 3.04461, 1
62, 0, 3.05104, 1
63, 0, 3.04816, 1
64, 0, 3.04538, 1
65, 0, 3.05437, 1
66, 0, 3.05456, 1
67, 0, 3.04211, 1
68, 0, 3.05094, 1
69, 0, 3.0448, 1
70, 0, 3.05011, 1
71, 0, 3.03885, 1
72, 0, 3.03571, 1
73, 0, 3.04102, 1
74, 0, 3.04746, 1
75, 0, 3.0473, 1
76, 0, 3.04698, 1
77, 0, 3.04742, 1
78, 0, 3.05149, 1
79, 0, 3.04947, 1
80, 0, 3.04947, 1
81, 0, 3.0457, 1
82, 0, 3.04704, 1
83, 0, 3.04589, 1
84, 0, 3.04509, 1
85, 0, 3.05107, 1
86, 0, 3.03997, 1
87, 0, 3.04506, 1
88, 0, 3.04928, 1
89, 0, 3.04813, 1
90, 0, 3.0415, 1
91, 0, 3.04736, 1
92, 0, 3.04381, 1
93, 0, 3.04182, 1
94, 0, 3.04221, 1
95, 0, 3.0497, 1
96, 0, 3.04179, 1
97, 0, 3.0465, 1
98, 0, 3.0473, 1
99, 0, 3.04918, 1
100, 0, 3.04758, 1
101, 0, 3.04566, 1
102, 0, 3.04474, 1
103, 0, 3.05152, 1
104, 0, 3.05699, 1
105, 0, 3.04563, 1
106, 0, 3.0495, 1
107, 0, 3.04192, 1
108, 0, 3.04602, 1
109, 0, 3.04618, 1
110, 0, 3.04938, 1
