Frame Nr., Compute, Primary Ray Trace, Room_With_Door_(5292_Probes)_-_GI_Off
0, 0, 0, 1
1, 0, 0, 1
2, 0, 0, 1
3, 0, 2.85005, 1
4, 0, 3.31747, 1
5, 0, 3.10886, 1
6, 0, 3.2233, 1
7, 0, 3.21741, 1
8, 0, 3.2231, 1
9, 0, 3.2167, 1
10, 0, 3.23194, 1
11, 0, 3.21741, 1
12, 0, 3.21901, 1
13, 0, 3.2256, 1
14, 0, 3.21619, 1
15, 0, 3.21373, 1
16, 0, 3.22624, 1
17, 0, 3.25328, 1
18, 0, 3.22851, 1
19, 0, 3.21971, 1
20, 0, 3.23232, 1
21, 0, 3.22355, 1
22, 0, 3.22864, 1
23, 0, 3.23619, 1
24, 0, 3.22022, 1
25, 0, 3.2215, 1
26, 0, 3.22746, 1
27, 0, 3.20861, 1
28, 0, 3.2279, 1
29, 0, 3.21667, 1
30, 0, 3.21744, 1
31, 0, 3.21334, 1
32, 0, 3.22198, 1
33, 0, 3.208, 1
34, 0, 3.22547, 1
35, 0, 3.2175, 1
36, 0, 3.20954, 1
37, 0, 3.21238, 1
38, 0, 3.2073, 1
39, 0, 3.20717, 1
40, 0, 3.23626, 1
41, 0, 3.20666, 1
42, 0, 3.21174, 1
43, 0, 3.22125, 1
44, 0, 3.22118, 1
45, 0, 3.2127, 1
46, 0, 3.20848, 1
47, 0, 3.24608, 1
48, 0, 3.2263, 1
49, 0, 3.21571, 1
50, 0, 3.11699, 1
51, 0, 3.09821, 1
52, 0, 3.09283, 1
53, 0, 3.06192, 1
54, 0, 3.05155, 1
55, 0, 3.05008, 1
56, 0, 3.06794, 1
57, 0, 3.06768, 1
58, 0, 3.05197, 1
59, 0, 3.06208, 1
60, 0, 3.06666, 1
61, 0, 3.05152, 1
62, 0, 3.05123, 1
63, 0, 3.0545, 1
64, 0, 3.06208, 1
65, 0, 3.05062, 1
66, 0, 3.0535, 1
67, 0, 3.05504, 1
68, 0, 3.05766, 1
69, 0, 3.04518, 1
70, 0, 3.05254, 1
71, 0, 3.05667, 1
72, 0, 3.04742, 1
73, 0, 3.05123, 1
74, 0, 3.04618, 1
75, 0, 3.04739, 1
76, 0, 3.04474, 1
77, 0, 3.05571, 1
78, 0, 3.04128, 1
79, 0, 3.04538, 1
80, 0, 3.04291, 1
81, 0, 3.04538, 1
82, 0, 3.04982, 1
83, 0, 3.04413, 1
84, 0, 3.0439, 1
85, 0, 3.04918, 1
86, 0, 3.04128, 1
87, 0, 3.04691, 1
88, 0, 3.05213, 1
89, 0, 3.05002, 1
90, 0, 3.04538, 1
91, 0, 3.04947, 1
92, 0, 3.04704, 1
93, 0, 3.04307, 1
94, 0, 3.04813, 1
95, 0, 3.048, 1
96, 0, 3.04333, 1
97, 0, 3.044, 1
98, 0, 3.04742, 1
99, 0, 3.04893, 1
100, 0, 3.04333, 1
101, 0, 3.04912, 1
102, 0, 3.04285, 1
103, 0, 3.04954, 1
104, 0, 3.04842, 1
105, 0, 3.04742, 1
106, 0, 3.04019, 1
107, 0, 3.04435, 1
108, 0, 3.04653, 1
109, 0, 3.0496, 1
110, 0, 3.04627, 1
