Frame Nr., Compute, Primary Ray Trace, Room_With_Door_(5292_Probes)_-_GI_Off
0, 0, 0, 1
1, 0, 0, 1
2, 0, 0, 1
3, 0, 3.01453, 1
4, 0, 3.09478, 1
5, 0, 3.25414, 1
6, 0, 3.22093, 1
7, 0, 3.21859, 1
8, 0, 3.21722, 1
9, 0, 3.22138, 1
10, 0, 3.2201, 1
11, 0, 3.24608, 1
12, 0, 3.23398, 1
13, 0, 3.21114, 1
14, 0, 3.22211, 1
15, 0, 3.21536, 1
16, 0, 3.23997, 1
17, 0, 3.22701, 1
18, 0, 3.22042, 1
19, 0, 3.22266, 1
20, 0, 3.22864, 1
21, 0, 3.21942, 1
22, 0, 3.2224, 1
23, 0, 3.22954, 1
24, 0, 3.22154, 1
25, 0, 3.21619, 1
26, 0, 3.2191, 1
27, 0, 3.2256, 1
28, 0, 3.21597, 1
29, 0, 3.23363, 1
30, 0, 3.21216, 1
31, 0, 3.21331, 1
32, 0, 3.22269, 1
33, 0, 3.20662, 1
34, 0, 3.24045, 1
35, 0, 3.20195, 1
36, 0, 3.22266, 1
37, 0, 3.21318, 1
38, 0, 3.2176, 1
39, 0, 3.21251, 1
40, 0, 3.21946, 1
41, 0, 3.24608, 1
42, 0, 3.22954, 1
43, 0, 3.21126, 1
44, 0, 3.20752, 1
45, 0, 3.20982, 1
46, 0, 3.20922, 1
47, 0, 3.2281, 1
48, 0, 3.20867, 1
49, 0, 3.20589, 1
50, 0, 3.11258, 1
51, 0, 3.08214, 1
52, 0, 3.09248, 1
53, 0, 3.06285, 1
54, 0, 3.04544, 1
55, 0, 3.04243, 1
56, 0, 3.05357, 1
57, 0, 3.05414, 1
58, 0, 3.04685, 1
59, 0, 3.05354, 1
60, 0, 3.04947, 1
61, 0, 3.03923, 1
62, 0, 3.04333, 1
63, 0, 3.04909, 1
64, 0, 3.04128, 1
65, 0, 3.04528, 1
66, 0, 3.04742, 1
67, 0, 3.04499, 1
68, 0, 3.0527, 1
69, 0, 3.04877, 1
70, 0, 3.03923, 1
71, 0, 3.04742, 1
72, 0, 3.0505, 1
73, 0, 3.03923, 1
74, 0, 3.05152, 1
75, 0, 3.04378, 1
76, 0, 3.04854, 1
77, 0, 3.04506, 1
78, 0, 3.04707, 1
79, 0, 3.04368, 1
80, 0, 3.05795, 1
81, 0, 3.04541, 1
82, 0, 3.04538, 1
83, 0, 3.0464, 1
84, 0, 3.04739, 1
85, 0, 3.04019, 1
86, 0, 3.04477, 1
87, 0, 3.05267, 1
88, 0, 3.04563, 1
89, 0, 3.04538, 1
90, 0, 3.04128, 1
91, 0, 3.0553, 1
92, 0, 3.04128, 1
93, 0, 3.05366, 1
94, 0, 3.0472, 1
95, 0, 3.04963, 1
96, 0, 3.04947, 1
97, 0, 3.04154, 1
98, 0, 3.04768, 1
99, 0, 3.04742, 1
100, 0, 3.04429, 1
101, 0, 3.04989, 1
102, 0, 3.05357, 1
103, 0, 3.04106, 1
104, 0, 3.04742, 1
105, 0, 3.04765, 1
106, 0, 3.04362, 1
107, 0, 3.03514, 1
108, 0, 3.04742, 1
109, 0, 3.04128, 1
110, 0, 3.05011, 1
