Frame Nr., Compute, Primary Ray Trace, Room_With_Door_(5292_Probes)_-_GI_Off
0, 0, 0, 1
1, 0, 0, 1
2, 0, 0, 1
3, 0, 2.73613, 1
4, 0, 3.32038, 1
5, 0, 3.31776, 1
6, 0, 3.25405, 1
7, 0, 3.25014, 1
8, 0, 3.26074, 1
9, 0, 3.25808, 1
10, 0, 3.2304, 1
11, 0, 3.26867, 1
12, 0, 3.24813, 1
13, 0, 3.23789, 1
14, 0, 3.25027, 1
15, 0, 3.24832, 1
16, 0, 3.23725, 1
17, 0, 3.25613, 1
18, 0, 3.2585, 1
19, 0, 3.25018, 1
20, 0, 3.24813, 1
21, 0, 3.24346, 1
22, 0, 3.24221, 1
23, 0, 3.2609, 1
24, 0, 3.24813, 1
25, 0, 3.24102, 1
26, 0, 3.24982, 1
27, 0, 3.24445, 1
28, 0, 3.23232, 1
29, 0, 3.24598, 1
30, 0, 3.23174, 1
31, 0, 3.23334, 1
32, 0, 3.23219, 1
33, 0, 3.23789, 1
34, 0, 3.2297, 1
35, 0, 3.24198, 1
36, 0, 3.26064, 1
37, 0, 3.23174, 1
38, 0, 3.24592, 1
39, 0, 3.23325, 1
40, 0, 3.22803, 1
41, 0, 3.25222, 1
42, 0, 3.23306, 1
43, 0, 3.22854, 1
44, 0, 3.2297, 1
45, 0, 3.22362, 1
46, 0, 3.2321, 1
47, 0, 3.22518, 1
48, 0, 3.26947, 1
49, 0, 3.23757, 1
50, 0, 3.23174, 1
51, 0, 3.23942, 1
52, 0, 3.22867, 1
53, 0, 3.2297, 1
54, 0, 3.26438, 1
55, 0, 3.22899, 1
56, 0, 3.23219, 1
57, 0, 3.23002, 1
58, 0, 3.13402, 1
59, 0, 3.1095, 1
60, 0, 3.11149, 1
61, 0, 3.08074, 1
62, 0, 3.06963, 1
63, 0, 3.07254, 1
64, 0, 3.0761, 1
65, 0, 3.0688, 1
66, 0, 3.072, 1
67, 0, 3.0761, 1
68, 0, 3.07814, 1
69, 0, 3.06995, 1
70, 0, 3.07382, 1
71, 0, 3.07267, 1
72, 0, 3.06995, 1
73, 0, 3.07117, 1
74, 0, 3.07616, 1
75, 0, 3.07405, 1
76, 0, 3.07178, 1
77, 0, 3.07574, 1
78, 0, 3.0703, 1
79, 0, 3.06598, 1
80, 0, 3.06643, 1
81, 0, 3.07632, 1
82, 0, 3.07446, 1
83, 0, 3.07565, 1
84, 0, 3.06611, 1
85, 0, 3.0679, 1
86, 0, 3.08634, 1
87, 0, 3.06883, 1
88, 0, 3.07728, 1
89, 0, 3.07395, 1
90, 0, 3.06282, 1
91, 0, 3.07114, 1
92, 0, 3.0761, 1
93, 0, 3.07562, 1
94, 0, 3.0663, 1
95, 0, 3.07149, 1
96, 0, 3.06608, 1
97, 0, 3.07814, 1
98, 0, 3.06586, 1
99, 0, 3.06931, 1
100, 0, 3.07613, 1
101, 0, 3.07613, 1
102, 0, 3.06829, 1
103, 0, 3.06918, 1
104, 0, 3.06995, 1
105, 0, 3.06733, 1
106, 0, 3.07302, 1
107, 0, 3.06995, 1
108, 0, 3.06995, 1
109, 0, 3.072, 1
110, 0, 3.07782, 1
