Frame Nr., Compute, Primary Ray Trace, Room_With_Door_(5292_Probes)_-_GI_Off
0, 0, 0, 1
1, 0, 0, 1
2, 0, 0, 1
3, 0, 2.7112, 1
4, 0, 3.01802, 1
5, 0, 3.23053, 1
6, 0, 3.24198, 1
7, 0, 3.21421, 1
8, 0, 3.21757, 1
9, 0, 3.22205, 1
10, 0, 3.20922, 1
11, 0, 3.2256, 1
12, 0, 3.25146, 1
13, 0, 3.2215, 1
14, 0, 3.20989, 1
15, 0, 3.22547, 1
16, 0, 3.22426, 1
17, 0, 3.22054, 1
18, 0, 3.22144, 1
19, 0, 3.24579, 1
20, 0, 3.22938, 1
21, 0, 3.21331, 1
22, 0, 3.2175, 1
23, 0, 3.22326, 1
24, 0, 3.2215, 1
25, 0, 3.24365, 1
26, 0, 3.22246, 1
27, 0, 3.20826, 1
28, 0, 3.21046, 1
29, 0, 3.2097, 1
30, 0, 3.20717, 1
31, 0, 3.23248, 1
32, 0, 3.19926, 1
33, 0, 3.20893, 1
34, 0, 3.20678, 1
35, 0, 3.21126, 1
36, 0, 3.20042, 1
37, 0, 3.22906, 1
38, 0, 3.20698, 1
39, 0, 3.2215, 1
40, 0, 3.20877, 1
41, 0, 3.20698, 1
42, 0, 3.21331, 1
43, 0, 3.23411, 1
44, 0, 3.21008, 1
45, 0, 3.21302, 1
46, 0, 3.21331, 1
47, 0, 3.20522, 1
48, 0, 3.20819, 1
49, 0, 3.22272, 1
50, 0, 3.20336, 1
51, 0, 3.21248, 1
52, 0, 3.2112, 1
53, 0, 3.21126, 1
54, 0, 3.20307, 1
55, 0, 3.22096, 1
56, 0, 3.10749, 1
57, 0, 3.08618, 1
58, 0, 3.09248, 1
59, 0, 3.04538, 1
60, 0, 3.04538, 1
61, 0, 3.04742, 1
62, 0, 3.04938, 1
63, 0, 3.04947, 1
64, 0, 3.05146, 1
65, 0, 3.05213, 1
66, 0, 3.05149, 1
67, 0, 3.04986, 1
68, 0, 3.04538, 1
69, 0, 3.04538, 1
70, 0, 3.04941, 1
71, 0, 3.04701, 1
72, 0, 3.03955, 1
73, 0, 3.05245, 1
74, 0, 3.04694, 1
75, 0, 3.04384, 1
76, 0, 3.04438, 1
77, 0, 3.04147, 1
78, 0, 3.04541, 1
79, 0, 3.04538, 1
80, 0, 3.04947, 1
81, 0, 3.04282, 1
82, 0, 3.05018, 1
83, 0, 3.04538, 1
84, 0, 3.04333, 1
85, 0, 3.04541, 1
86, 0, 3.04768, 1
87, 0, 3.04304, 1
88, 0, 3.03923, 1
89, 0, 3.0449, 1
90, 0, 3.04128, 1
91, 0, 3.0432, 1
92, 0, 3.04982, 1
93, 0, 3.04563, 1
94, 0, 3.04864, 1
95, 0, 3.05152, 1
96, 0, 3.04534, 1
97, 0, 3.04128, 1
98, 0, 3.04614, 1
99, 0, 3.04538, 1
100, 0, 3.03718, 1
101, 0, 3.04586, 1
102, 0, 3.0472, 1
103, 0, 3.0465, 1
104, 0, 3.04474, 1
105, 0, 3.04538, 1
106, 0, 3.04928, 1
107, 0, 3.04538, 1
108, 0, 3.04538, 1
109, 0, 3.04128, 1
110, 0, 3.05261, 1
