Frame Nr., Compute, Primary Ray Trace, Room_With_Door_(5292_Probes)_-_GI_Off
0, 0, 0, 1
1, 0, 0, 1
2, 0, 0, 1
3, 0, 3.69946, 1
4, 0, 3.87942, 1
5, 0, 3.98102, 1
6, 0, 4.10214, 1
7, 0, 4.31718, 1
8, 0, 4.31757, 1
9, 0, 4.32362, 1
10, 0, 4.10698, 1
11, 0, 4.32512, 1
12, 0, 4.32582, 1
13, 0, 4.32115, 1
14, 0, 4.09232, 1
15, 0, 4.34784, 1
16, 0, 4.31949, 1
17, 0, 4.08986, 1
18, 0, 4.3152, 1
19, 0, 4.32378, 1
20, 0, 4.31309, 1
21, 0, 4.06269, 1
22, 0, 4.28646, 1
23, 0, 4.28918, 1
24, 0, 4.26618, 1
25, 0, 4.30698, 1
26, 0, 4.28026, 1
27, 0, 4.28646, 1
28, 0, 4.05222, 1
29, 0, 4.28032, 1
30, 0, 4.31046, 1
31, 0, 4.28442, 1
32, 0, 3.2297, 1
33, 0, 3.24496, 1
34, 0, 3.24304, 1
35, 0, 3.23427, 1
36, 0, 3.25222, 1
37, 0, 3.23379, 1
38, 0, 3.23946, 1
39, 0, 3.24403, 1
40, 0, 3.24154, 1
41, 0, 3.23558, 1
42, 0, 3.26246, 1
43, 0, 3.23923, 1
44, 0, 3.23299, 1
45, 0, 3.13549, 1
46, 0, 3.11907, 1
47, 0, 3.12131, 1
48, 0, 3.07821, 1
49, 0, 3.06982, 1
50, 0, 3.08365, 1
51, 0, 3.084, 1
52, 0, 3.07872, 1
53, 0, 3.08448, 1
54, 0, 3.08355, 1
55, 0, 3.07686, 1
56, 0, 3.06771, 1
57, 0, 3.08141, 1
58, 0, 3.07347, 1
59, 0, 3.07866, 1
60, 0, 3.07414, 1
61, 0, 3.06995, 1
62, 0, 3.06832, 1
63, 0, 3.07405, 1
64, 0, 3.07005, 1
65, 0, 3.06611, 1
66, 0, 3.07546, 1
67, 0, 3.072, 1
68, 0, 3.07158, 1
69, 0, 3.0679, 1
70, 0, 3.06947, 1
71, 0, 3.06614, 1
72, 0, 3.06819, 1
73, 0, 3.06758, 1
74, 0, 3.07814, 1
75, 0, 3.07917, 1
76, 0, 3.06784, 1
77, 0, 3.07389, 1
78, 0, 3.07405, 1
79, 0, 3.0664, 1
80, 0, 3.072, 1
81, 0, 3.07322, 1
82, 0, 3.07731, 1
83, 0, 3.07357, 1
84, 0, 3.0712, 1
85, 0, 3.07101, 1
86, 0, 3.0759, 1
87, 0, 3.0743, 1
88, 0, 3.07171, 1
89, 0, 3.07392, 1
90, 0, 3.07014, 1
91, 0, 3.07405, 1
92, 0, 3.07258, 1
93, 0, 3.07322, 1
94, 0, 3.06739, 1
95, 0, 3.06982, 1
96, 0, 3.06362, 1
97, 0, 3.06672, 1
98, 0, 3.07814, 1
99, 0, 3.06586, 1
100, 0, 3.06483, 1
101, 0, 3.06816, 1
102, 0, 3.07277, 1
103, 0, 3.07094, 1
104, 0, 3.072, 1
105, 0, 3.07034, 1
106, 0, 3.072, 1
107, 0, 3.06995, 1
108, 0, 3.06826, 1
109, 0, 3.07261, 1
110, 0, 3.06976, 1
