Frame Nr., Compute, Primary Ray Trace, Room_With_Door_(5292_Probes)_-_GI_Off
0, 0, 0, 1
1, 0, 0, 1
2, 0, 0, 1
3, 0, 3.03574, 1
4, 0, 3.00442, 1
5, 0, 3.00454, 1
6, 0, 3.26102, 1
7, 0, 3.25139, 1
8, 0, 3.23789, 1
9, 0, 3.26467, 1
10, 0, 3.24016, 1
11, 0, 3.23923, 1
12, 0, 3.23629, 1
13, 0, 3.23898, 1
14, 0, 3.2368, 1
15, 0, 3.26042, 1
16, 0, 3.23696, 1
17, 0, 3.25485, 1
18, 0, 3.24806, 1
19, 0, 3.25696, 1
20, 0, 3.2415, 1
21, 0, 3.25779, 1
22, 0, 3.24166, 1
23, 0, 3.2447, 1
24, 0, 3.24621, 1
25, 0, 3.23936, 1
26, 0, 3.23696, 1
27, 0, 3.27085, 1
28, 0, 3.23504, 1
29, 0, 3.23664, 1
30, 0, 3.23379, 1
31, 0, 3.24192, 1
32, 0, 3.24701, 1
33, 0, 3.25984, 1
34, 0, 3.23571, 1
35, 0, 3.23965, 1
36, 0, 3.24122, 1
37, 0, 3.25658, 1
38, 0, 3.2377, 1
39, 0, 3.24406, 1
40, 0, 3.25142, 1
41, 0, 3.24035, 1
42, 0, 3.22816, 1
43, 0, 3.2399, 1
44, 0, 3.22371, 1
45, 0, 3.25498, 1
46, 0, 3.22992, 1
47, 0, 3.2304, 1
48, 0, 3.23405, 1
49, 0, 3.23555, 1
50, 0, 3.23584, 1
51, 0, 3.23043, 1
52, 0, 3.2543, 1
53, 0, 3.23782, 1
54, 0, 3.23181, 1
55, 0, 3.23789, 1
56, 0, 3.23379, 1
57, 0, 3.13139, 1
58, 0, 3.1119, 1
59, 0, 3.11203, 1
60, 0, 3.08694, 1
61, 0, 3.07642, 1
62, 0, 3.07731, 1
63, 0, 3.0679, 1
64, 0, 3.08019, 1
65, 0, 3.07187, 1
66, 0, 3.08224, 1
67, 0, 3.08614, 1
68, 0, 3.06381, 1
69, 0, 3.07658, 1
70, 0, 3.06995, 1
71, 0, 3.07334, 1
72, 0, 3.07341, 1
73, 0, 3.0761, 1
74, 0, 3.06573, 1
75, 0, 3.07331, 1
76, 0, 3.0744, 1
77, 0, 3.07098, 1
78, 0, 3.07824, 1
79, 0, 3.07018, 1
80, 0, 3.06813, 1
81, 0, 3.0712, 1
82, 0, 3.06995, 1
83, 0, 3.06995, 1
84, 0, 3.06819, 1
85, 0, 3.06995, 1
86, 0, 3.06995, 1
87, 0, 3.072, 1
88, 0, 3.06374, 1
89, 0, 3.06842, 1
90, 0, 3.07606, 1
91, 0, 3.07216, 1
92, 0, 3.07616, 1
93, 0, 3.06509, 1
94, 0, 3.08019, 1
95, 0, 3.07011, 1
96, 0, 3.0777, 1
97, 0, 3.06909, 1
98, 0, 3.07661, 1
99, 0, 3.06832, 1
100, 0, 3.07405, 1
101, 0, 3.06928, 1
102, 0, 3.07805, 1
103, 0, 3.06614, 1
104, 0, 3.07757, 1
105, 0, 3.07158, 1
106, 0, 3.0696, 1
107, 0, 3.07018, 1
108, 0, 3.08051, 1
109, 0, 3.07082, 1
110, 0, 3.06576, 1
