Frame Nr., Compute, Primary Ray Trace, Room_With_Door_(5292_Probes)_-_GI_Off
0, 0, 0, 1
1, 0, 0, 1
2, 0, 0, 1
3, 0, 2.8793, 1
4, 0, 3.328, 1
5, 0, 11.3327, 1
6, 0, 5.93101, 1
7, 0, 15.0445, 1
8, 0, 8.99789, 1
9, 0, 6.13571, 1
10, 0, 15.7557, 1
11, 0, 16.5664, 1
12, 0, 15.5328, 1
13, 0, 15.4542, 1
14, 0, 16.5669, 1
15, 0, 16.6099, 1
16, 0, 16.5827, 1
17, 0, 8.08957, 1
18, 0, 4.13213, 1
19, 0, 4.13693, 1
20, 0, 3.92102, 1
21, 0, 3.73382, 1
22, 0, 3.91987, 1
23, 0, 3.73965, 1
24, 0, 3.91395, 1
25, 0, 4.1383, 1
26, 0, 3.91085, 1
27, 0, 4.12918, 1
28, 0, 4.14294, 1
29, 0, 4.13293, 1
30, 0, 4.13309, 1
31, 0, 4.12733, 1
32, 0, 4.12429, 1
33, 0, 4.13901, 1
34, 0, 4.13734, 1
35, 0, 4.13338, 1
36, 0, 3.92771, 1
37, 0, 4.09373, 1
38, 0, 4.09664, 1
39, 0, 4.10547, 1
40, 0, 3.70605, 1
41, 0, 3.89722, 1
42, 0, 3.71146, 1
43, 0, 3.71731, 1
44, 0, 3.70861, 1
45, 0, 4.10595, 1
46, 0, 3.89325, 1
47, 0, 4.09354, 1
48, 0, 3.70893, 1
49, 0, 3.72083, 1
50, 0, 3.70176, 1
51, 0, 4.09498, 1
52, 0, 4.096, 1
53, 0, 3.8864, 1
54, 0, 4.09424, 1
55, 0, 3.52611, 1
56, 0, 3.06086, 1
57, 0, 3.05949, 1
58, 0, 3.06381, 1
59, 0, 3.06221, 1
60, 0, 3.06176, 1
61, 0, 3.06192, 1
62, 0, 3.06554, 1
63, 0, 3.07325, 1
64, 0, 3.05971, 1
65, 0, 3.06992, 1
66, 0, 3.06003, 1
67, 0, 3.0561, 1
68, 0, 3.06, 1
69, 0, 3.06262, 1
70, 0, 3.06224, 1
71, 0, 3.04947, 1
72, 0, 3.05878, 1
73, 0, 3.06176, 1
74, 0, 3.05789, 1
75, 0, 3.05373, 1
76, 0, 3.06179, 1
77, 0, 3.056, 1
78, 0, 3.05766, 1
79, 0, 3.05357, 1
80, 0, 3.05539, 1
81, 0, 3.05094, 1
82, 0, 3.05123, 1
83, 0, 3.04832, 1
84, 0, 3.04947, 1
85, 0, 3.04947, 1
86, 0, 3.05357, 1
87, 0, 3.05357, 1
88, 0, 3.05696, 1
89, 0, 3.0512, 1
90, 0, 3.04538, 1
91, 0, 3.04749, 1
92, 0, 3.05562, 1
93, 0, 3.05766, 1
94, 0, 3.05152, 1
95, 0, 3.04947, 1
96, 0, 3.0473, 1
97, 0, 3.04544, 1
98, 0, 3.06173, 1
99, 0, 3.05766, 1
100, 0, 3.05562, 1
101, 0, 3.05507, 1
102, 0, 3.0537, 1
103, 0, 3.05731, 1
104, 0, 3.05594, 1
105, 0, 3.04477, 1
106, 0, 3.04742, 1
107, 0, 3.04397, 1
108, 0, 3.06141, 1
109, 0, 3.05174, 1
110, 0, 3.06336, 1
