Frame Nr., Compute, Primary Ray Trace, Room_With_Door_(5292_Probes)_-_GI_Off
0, 0, 0, 1
1, 0, 0, 1
2, 0, 0, 1
3, 0, 2.85056, 1
4, 0, 3.01642, 1
5, 0, 3.23872, 1
6, 0, 3.24762, 1
7, 0, 3.21965, 1
8, 0, 3.21917, 1
9, 0, 3.21622, 1
10, 0, 3.23174, 1
11, 0, 3.2161, 1
12, 0, 3.23488, 1
13, 0, 3.2215, 1
14, 0, 3.2297, 1
15, 0, 3.21738, 1
16, 0, 3.21984, 1
17, 0, 3.22659, 1
18, 0, 3.30416, 1
19, 0, 3.2215, 1
20, 0, 3.22746, 1
21, 0, 3.23101, 1
22, 0, 3.22586, 1
23, 0, 3.21664, 1
24, 0, 3.23606, 1
25, 0, 3.22819, 1
26, 0, 3.22118, 1
27, 0, 3.21187, 1
28, 0, 3.20659, 1
29, 0, 3.21661, 1
30, 0, 3.21322, 1
31, 0, 3.22819, 1
32, 0, 3.20922, 1
33, 0, 3.21126, 1
34, 0, 3.21002, 1
35, 0, 3.21338, 1
36, 0, 3.21549, 1
37, 0, 3.23424, 1
38, 0, 3.21357, 1
39, 0, 3.20307, 1
40, 0, 3.20307, 1
41, 0, 3.20934, 1
42, 0, 3.21693, 1
43, 0, 3.23379, 1
44, 0, 3.20675, 1
45, 0, 3.22074, 1
46, 0, 3.21485, 1
47, 0, 3.21331, 1
48, 0, 3.20349, 1
49, 0, 3.22746, 1
50, 0, 3.21331, 1
51, 0, 3.21024, 1
52, 0, 3.21734, 1
53, 0, 3.20317, 1
54, 0, 3.20307, 1
55, 0, 3.23197, 1
56, 0, 3.11056, 1
57, 0, 3.09037, 1
58, 0, 3.09043, 1
59, 0, 3.05046, 1
60, 0, 3.04589, 1
61, 0, 3.0401, 1
62, 0, 3.05117, 1
63, 0, 3.04528, 1
64, 0, 3.04902, 1
65, 0, 3.05491, 1
66, 0, 3.05152, 1
67, 0, 3.04221, 1
68, 0, 3.04538, 1
69, 0, 3.04054, 1
70, 0, 3.04739, 1
71, 0, 3.04893, 1
72, 0, 3.04051, 1
73, 0, 3.04128, 1
74, 0, 3.04774, 1
75, 0, 3.05229, 1
76, 0, 3.04512, 1
77, 0, 3.04675, 1
78, 0, 3.0472, 1
79, 0, 3.05357, 1
80, 0, 3.04742, 1
81, 0, 3.05706, 1
82, 0, 3.0455, 1
83, 0, 3.04128, 1
84, 0, 3.0505, 1
85, 0, 3.05152, 1
86, 0, 3.04061, 1
87, 0, 3.03962, 1
88, 0, 3.0496, 1
89, 0, 3.05152, 1
90, 0, 3.04381, 1
91, 0, 3.04765, 1
92, 0, 3.04157, 1
93, 0, 3.04742, 1
94, 0, 3.04538, 1
95, 0, 3.04765, 1
96, 0, 3.05152, 1
97, 0, 3.04333, 1
98, 0, 3.04192, 1
99, 0, 3.04787, 1
100, 0, 3.04614, 1
101, 0, 3.04333, 1
102, 0, 3.05152, 1
103, 0, 3.05344, 1
104, 0, 3.04957, 1
105, 0, 3.0415, 1
106, 0, 3.04333, 1
107, 0, 3.03616, 1
108, 0, 3.04464, 1
109, 0, 3.04506, 1
110, 0, 3.05155, 1
