Frame Nr., Compute, Primary Ray Trace, Room_With_Door_(5292_Probes)_-_GI_Off
0, 0, 0, 1
1, 0, 0, 1
2, 0, 0, 1
3, 0, 3.0489, 1
4, 0, 3.24432, 1
5, 0, 3.30506, 1
6, 0, 3.25373, 1
7, 0, 3.23869, 1
8, 0, 3.2407, 1
9, 0, 3.25632, 1
10, 0, 3.25837, 1
11, 0, 3.27021, 1
12, 0, 3.24813, 1
13, 0, 3.24157, 1
14, 0, 3.24, 1
15, 0, 3.24198, 1
16, 0, 3.26202, 1
17, 0, 3.24013, 1
18, 0, 3.23811, 1
19, 0, 3.24058, 1
20, 0, 3.23994, 1
21, 0, 3.24198, 1
22, 0, 3.25235, 1
23, 0, 3.25018, 1
24, 0, 3.24304, 1
25, 0, 3.24003, 1
26, 0, 3.24918, 1
27, 0, 3.23574, 1
28, 0, 3.24531, 1
29, 0, 3.25632, 1
30, 0, 3.24067, 1
31, 0, 3.23373, 1
32, 0, 3.23584, 1
33, 0, 3.23014, 1
34, 0, 3.24896, 1
35, 0, 3.23174, 1
36, 0, 3.22509, 1
37, 0, 3.23459, 1
38, 0, 3.25018, 1
39, 0, 3.22944, 1
40, 0, 3.2577, 1
41, 0, 3.23789, 1
42, 0, 3.23386, 1
43, 0, 3.23987, 1
44, 0, 3.2297, 1
45, 0, 3.23174, 1
46, 0, 3.23405, 1
47, 0, 3.25478, 1
48, 0, 3.23174, 1
49, 0, 3.23149, 1
50, 0, 3.22973, 1
51, 0, 3.22806, 1
52, 0, 3.12918, 1
53, 0, 3.12115, 1
54, 0, 3.10067, 1
55, 0, 3.07814, 1
56, 0, 3.0753, 1
57, 0, 3.06995, 1
58, 0, 3.07616, 1
59, 0, 3.07392, 1
60, 0, 3.07014, 1
61, 0, 3.07405, 1
62, 0, 3.0761, 1
63, 0, 3.07046, 1
64, 0, 3.06762, 1
65, 0, 3.06864, 1
66, 0, 3.06467, 1
67, 0, 3.0761, 1
68, 0, 3.07549, 1
69, 0, 3.0721, 1
70, 0, 3.07066, 1
71, 0, 3.07194, 1
72, 0, 3.07651, 1
73, 0, 3.07251, 1
74, 0, 3.07446, 1
75, 0, 3.0679, 1
76, 0, 3.0768, 1
77, 0, 3.08019, 1
78, 0, 3.06806, 1
79, 0, 3.0719, 1
80, 0, 3.0761, 1
81, 0, 3.072, 1
82, 0, 3.06781, 1
83, 0, 3.072, 1
84, 0, 3.07846, 1
85, 0, 3.07814, 1
86, 0, 3.0679, 1
87, 0, 3.07059, 1
88, 0, 3.06995, 1
89, 0, 3.0768, 1
90, 0, 3.0721, 1
91, 0, 3.072, 1
92, 0, 3.06765, 1
93, 0, 3.06829, 1
94, 0, 3.06858, 1
95, 0, 3.06995, 1
96, 0, 3.0736, 1
97, 0, 3.06586, 1
98, 0, 3.07021, 1
99, 0, 3.06912, 1
100, 0, 3.0761, 1
101, 0, 3.07152, 1
102, 0, 3.07178, 1
103, 0, 3.07315, 1
104, 0, 3.07818, 1
105, 0, 3.06758, 1
106, 0, 3.06563, 1
107, 0, 3.07523, 1
108, 0, 3.07395, 1
109, 0, 3.0711, 1
110, 0, 3.07507, 1
