Frame Nr., Compute, Primary Ray Trace, Room_With_Door_(5292_Probes)_-_GI_Off
0, 0, 0, 1
1, 0, 0, 1
2, 0, 3.33798, 1
3, 0, 3.33798, 1
4, 0, 3.25632, 1
5, 0, 3.27686, 1
6, 0, 3.25181, 1
7, 0, 3.26246, 1
8, 0, 3.24154, 1
9, 0, 3.24067, 1
10, 0, 3.25229, 1
11, 0, 3.26189, 1
12, 0, 3.23994, 1
13, 0, 3.25184, 1
14, 0, 3.24496, 1
15, 0, 3.24355, 1
16, 0, 3.25907, 1
17, 0, 3.23261, 1
18, 0, 3.2448, 1
19, 0, 3.24864, 1
20, 0, 3.24202, 1
21, 0, 3.24922, 1
22, 0, 3.24624, 1
23, 0, 3.26451, 1
24, 0, 3.2327, 1
25, 0, 3.23814, 1
26, 0, 3.24403, 1
27, 0, 3.24259, 1
28, 0, 3.2297, 1
29, 0, 3.26314, 1
30, 0, 3.22854, 1
31, 0, 3.24368, 1
32, 0, 3.23555, 1
33, 0, 3.23408, 1
34, 0, 3.2337, 1
35, 0, 3.2593, 1
36, 0, 3.23661, 1
37, 0, 3.23994, 1
38, 0, 3.22918, 1
39, 0, 3.2295, 1
40, 0, 3.23606, 1
41, 0, 3.26451, 1
42, 0, 3.24477, 1
43, 0, 3.2393, 1
44, 0, 3.22403, 1
45, 0, 3.24832, 1
46, 0, 3.22858, 1
47, 0, 3.25222, 1
48, 0, 3.2343, 1
49, 0, 3.24029, 1
50, 0, 3.24547, 1
51, 0, 3.14163, 1
52, 0, 3.11667, 1
53, 0, 3.11091, 1
54, 0, 3.08259, 1
55, 0, 3.08096, 1
56, 0, 3.07955, 1
57, 0, 3.08429, 1
58, 0, 3.08214, 1
59, 0, 3.08026, 1
60, 0, 3.09078, 1
61, 0, 3.08749, 1
62, 0, 3.07978, 1
63, 0, 3.07213, 1
64, 0, 3.08634, 1
65, 0, 3.08368, 1
66, 0, 3.07091, 1
67, 0, 3.07635, 1
68, 0, 3.07565, 1
69, 0, 3.0761, 1
70, 0, 3.08349, 1
71, 0, 3.07622, 1
72, 0, 3.07824, 1
73, 0, 3.07731, 1
74, 0, 3.07344, 1
75, 0, 3.07802, 1
76, 0, 3.07862, 1
77, 0, 3.07232, 1
78, 0, 3.072, 1
79, 0, 3.07405, 1
80, 0, 3.07571, 1
81, 0, 3.06832, 1
82, 0, 3.07078, 1
83, 0, 3.07955, 1
84, 0, 3.07763, 1
85, 0, 3.06586, 1
86, 0, 3.06893, 1
87, 0, 3.07251, 1
88, 0, 3.07392, 1
89, 0, 3.07587, 1
90, 0, 3.07053, 1
91, 0, 3.02346, 1
92, 0, 3.06698, 1
93, 0, 3.07603, 1
94, 0, 3.08083, 1
95, 0, 3.0769, 1
96, 0, 3.08224, 1
97, 0, 3.07405, 1
98, 0, 3.07373, 1
99, 0, 3.08186, 1
100, 0, 3.07814, 1
101, 0, 3.06861, 1
102, 0, 3.07011, 1
103, 0, 3.06989, 1
104, 0, 3.07405, 1
105, 0, 3.07245, 1
106, 0, 3.06742, 1
107, 0, 3.07581, 1
108, 0, 3.07357, 1
109, 0, 3.08211, 1
110, 0, 3.088, 1
