Frame Nr., Compute, Primary Ray Trace, Room_With_Door_(5292_Probes)_-_GI_Off
0, 0, 0, 1
1, 0, 0, 1
2, 0, 3.34189, 1
3, 0, 3.34189, 1
4, 0, 3.24986, 1
5, 0, 3.1279, 1
6, 0, 3.25222, 1
7, 0, 3.25222, 1
8, 0, 3.23731, 1
9, 0, 3.24608, 1
10, 0, 3.24813, 1
11, 0, 3.26534, 1
12, 0, 3.25418, 1
13, 0, 3.23814, 1
14, 0, 3.25818, 1
15, 0, 3.24051, 1
16, 0, 3.26627, 1
17, 0, 3.24813, 1
18, 0, 3.25779, 1
19, 0, 3.24403, 1
20, 0, 3.2417, 1
21, 0, 3.2359, 1
22, 0, 3.24342, 1
23, 0, 3.25427, 1
24, 0, 3.23645, 1
25, 0, 3.2377, 1
26, 0, 3.23379, 1
27, 0, 3.23117, 1
28, 0, 3.26451, 1
29, 0, 3.23523, 1
30, 0, 3.23379, 1
31, 0, 3.23789, 1
32, 0, 3.23584, 1
33, 0, 3.23504, 1
34, 0, 3.24403, 1
35, 0, 3.26394, 1
36, 0, 3.24378, 1
37, 0, 3.23155, 1
38, 0, 3.24608, 1
39, 0, 3.22336, 1
40, 0, 3.25862, 1
41, 0, 3.24211, 1
42, 0, 3.23411, 1
43, 0, 3.22938, 1
44, 0, 3.23325, 1
45, 0, 3.23245, 1
46, 0, 3.2727, 1
47, 0, 3.22928, 1
48, 0, 3.23421, 1
49, 0, 3.13178, 1
50, 0, 3.1145, 1
51, 0, 3.10682, 1
52, 0, 3.07434, 1
53, 0, 3.06909, 1
54, 0, 3.06838, 1
55, 0, 3.07955, 1
56, 0, 3.08326, 1
57, 0, 3.06995, 1
58, 0, 3.08224, 1
59, 0, 3.08131, 1
60, 0, 3.07277, 1
61, 0, 3.06995, 1
62, 0, 3.06995, 1
63, 0, 3.06928, 1
64, 0, 3.07181, 1
65, 0, 3.07549, 1
66, 0, 3.07907, 1
67, 0, 3.0761, 1
68, 0, 3.0703, 1
69, 0, 3.06602, 1
70, 0, 3.07984, 1
71, 0, 3.07632, 1
72, 0, 3.07197, 1
73, 0, 3.07664, 1
74, 0, 3.07027, 1
75, 0, 3.06986, 1
76, 0, 3.0743, 1
77, 0, 3.072, 1
78, 0, 3.072, 1
79, 0, 3.07245, 1
80, 0, 3.07555, 1
81, 0, 3.06819, 1
82, 0, 3.07011, 1
83, 0, 3.06787, 1
84, 0, 3.06992, 1
85, 0, 3.05853, 1
86, 0, 3.06995, 1
87, 0, 3.07802, 1
88, 0, 3.0695, 1
89, 0, 3.07814, 1
90, 0, 3.06797, 1
91, 0, 3.06957, 1
92, 0, 3.0679, 1
93, 0, 3.07763, 1
94, 0, 3.07485, 1
95, 0, 3.072, 1
96, 0, 3.07603, 1
97, 0, 3.06992, 1
98, 0, 3.06726, 1
99, 0, 3.06979, 1
100, 0, 3.07002, 1
101, 0, 3.076, 1
102, 0, 3.07664, 1
103, 0, 3.06995, 1
104, 0, 3.06909, 1
105, 0, 3.07405, 1
106, 0, 3.06896, 1
107, 0, 3.06989, 1
108, 0, 3.07059, 1
109, 0, 3.06941, 1
110, 0, 3.07405, 1
