Frame Nr., Compute, Primary Ray Trace, Room_With_Door_(5292_Probes)_-_GI_Off
0, 0, 0, 1
1, 0, 0, 1
2, 0, 0, 1
3, 0, 2.71482, 1
4, 0, 3.29654, 1
5, 0, 3.1185, 1
6, 0, 3.11632, 1
7, 0, 3.23888, 1
8, 0, 3.22957, 1
9, 0, 3.22173, 1
10, 0, 3.20992, 1
11, 0, 3.2208, 1
12, 0, 3.22128, 1
13, 0, 3.24317, 1
14, 0, 3.21741, 1
15, 0, 3.21338, 1
16, 0, 3.22355, 1
17, 0, 3.21773, 1
18, 0, 3.21946, 1
19, 0, 3.23962, 1
20, 0, 3.2256, 1
21, 0, 3.2256, 1
22, 0, 3.22298, 1
23, 0, 3.21331, 1
24, 0, 3.21395, 1
25, 0, 3.24608, 1
26, 0, 3.22765, 1
27, 0, 3.21946, 1
28, 0, 3.21277, 1
29, 0, 3.20829, 1
30, 0, 3.20723, 1
31, 0, 3.22941, 1
32, 0, 3.2032, 1
33, 0, 3.20141, 1
34, 0, 3.20717, 1
35, 0, 3.20707, 1
36, 0, 3.21133, 1
37, 0, 3.23475, 1
38, 0, 3.21779, 1
39, 0, 3.21331, 1
40, 0, 3.21536, 1
41, 0, 3.20342, 1
42, 0, 3.21101, 1
43, 0, 3.22592, 1
44, 0, 3.21533, 1
45, 0, 3.20557, 1
46, 0, 3.20467, 1
47, 0, 3.2033, 1
48, 0, 3.21184, 1
49, 0, 3.22266, 1
50, 0, 3.20739, 1
51, 0, 3.20525, 1
52, 0, 3.21126, 1
53, 0, 3.21366, 1
54, 0, 3.20656, 1
55, 0, 3.22355, 1
56, 0, 3.20746, 1
57, 0, 3.20701, 1
58, 0, 3.21738, 1
59, 0, 3.20726, 1
60, 0, 3.20122, 1
61, 0, 3.22259, 1
62, 0, 3.10682, 1
63, 0, 3.08064, 1
64, 0, 3.08224, 1
65, 0, 3.04173, 1
66, 0, 3.04333, 1
67, 0, 3.04819, 1
68, 0, 3.05914, 1
69, 0, 3.05395, 1
70, 0, 3.0456, 1
71, 0, 3.05152, 1
72, 0, 3.05082, 1
73, 0, 3.05805, 1
74, 0, 3.0487, 1
75, 0, 3.05078, 1
76, 0, 3.04947, 1
77, 0, 3.04819, 1
78, 0, 3.04515, 1
79, 0, 3.04394, 1
80, 0, 3.04538, 1
81, 0, 3.04538, 1
82, 0, 3.04218, 1
83, 0, 3.04944, 1
84, 0, 3.04947, 1
85, 0, 3.04947, 1
86, 0, 3.04499, 1
87, 0, 3.04557, 1
88, 0, 3.04074, 1
89, 0, 3.05088, 1
90, 0, 3.04742, 1
91, 0, 3.0448, 1
92, 0, 3.04477, 1
93, 0, 3.04182, 1
94, 0, 3.0511, 1
95, 0, 3.04154, 1
96, 0, 3.04336, 1
97, 0, 3.0416, 1
98, 0, 3.0432, 1
99, 0, 3.04538, 1
100, 0, 3.04998, 1
101, 0, 3.04294, 1
102, 0, 3.05485, 1
103, 0, 3.04365, 1
104, 0, 3.05213, 1
105, 0, 3.04656, 1
106, 0, 3.05389, 1
107, 0, 3.04512, 1
108, 0, 3.04538, 1
109, 0, 3.04787, 1
110, 0, 3.05034, 1
