Frame Nr., Compute, Primary Ray Trace, Room_With_Door_(5292_Probes)_-_GI_Off
0, 0, 0, 1
1, 0, 0, 1
2, 0, 0, 1
3, 0, 2.9904, 1
4, 0, 3.1192, 1
5, 0, 3.28499, 1
6, 0, 3.23718, 1
7, 0, 3.23411, 1
8, 0, 3.22595, 1
9, 0, 3.21987, 1
10, 0, 3.21536, 1
11, 0, 3.24813, 1
12, 0, 3.22186, 1
13, 0, 3.2143, 1
14, 0, 3.21878, 1
15, 0, 3.21734, 1
16, 0, 3.22544, 1
17, 0, 3.2215, 1
18, 0, 3.23584, 1
19, 0, 3.22397, 1
20, 0, 3.21942, 1
21, 0, 3.21344, 1
22, 0, 3.21498, 1
23, 0, 3.2359, 1
24, 0, 3.2209, 1
25, 0, 3.22614, 1
26, 0, 3.21779, 1
27, 0, 3.21354, 1
28, 0, 3.21514, 1
29, 0, 3.22723, 1
30, 0, 3.23584, 1
31, 0, 3.22355, 1
32, 0, 3.21174, 1
33, 0, 3.2215, 1
34, 0, 3.20998, 1
35, 0, 3.22285, 1
36, 0, 3.20765, 1
37, 0, 3.20413, 1
38, 0, 3.21741, 1
39, 0, 3.21014, 1
40, 0, 3.20746, 1
41, 0, 3.22765, 1
42, 0, 3.21126, 1
43, 0, 3.21958, 1
44, 0, 3.21802, 1
45, 0, 3.21584, 1
46, 0, 3.21126, 1
47, 0, 3.20157, 1
48, 0, 3.2303, 1
49, 0, 3.21869, 1
50, 0, 3.21331, 1
51, 0, 3.20502, 1
52, 0, 3.20349, 1
53, 0, 3.19818, 1
54, 0, 3.2161, 1
55, 0, 3.21331, 1
56, 0, 3.2031, 1
57, 0, 3.20512, 1
58, 0, 3.10614, 1
59, 0, 3.08749, 1
60, 0, 3.07878, 1
61, 0, 3.04733, 1
62, 0, 3.04371, 1
63, 0, 3.04163, 1
64, 0, 3.05578, 1
65, 0, 3.05504, 1
66, 0, 3.05264, 1
67, 0, 3.06096, 1
68, 0, 3.06365, 1
69, 0, 3.04899, 1
70, 0, 3.03792, 1
71, 0, 3.04243, 1
72, 0, 3.04538, 1
73, 0, 3.04006, 1
74, 0, 3.04678, 1
75, 0, 3.05197, 1
76, 0, 3.044, 1
77, 0, 3.05226, 1
78, 0, 3.04573, 1
79, 0, 3.05069, 1
80, 0, 3.04902, 1
81, 0, 3.04333, 1
82, 0, 3.04666, 1
83, 0, 3.04278, 1
84, 0, 3.04381, 1
85, 0, 3.03987, 1
86, 0, 3.04282, 1
87, 0, 3.04333, 1
88, 0, 3.04538, 1
89, 0, 3.0456, 1
90, 0, 3.0449, 1
91, 0, 3.04915, 1
92, 0, 3.04477, 1
93, 0, 3.05254, 1
94, 0, 3.05078, 1
95, 0, 3.05392, 1
96, 0, 3.05405, 1
97, 0, 3.04742, 1
98, 0, 3.05142, 1
99, 0, 3.04502, 1
100, 0, 3.04013, 1
101, 0, 3.04314, 1
102, 0, 3.04653, 1
103, 0, 3.04637, 1
104, 0, 3.04755, 1
105, 0, 3.04467, 1
106, 0, 3.05059, 1
107, 0, 3.03949, 1
108, 0, 3.0481, 1
109, 0, 3.04742, 1
110, 0, 3.04774, 1
