Frame Nr., Compute, Primary Ray Trace, Room_With_Door_(5292_Probes)_-_Full_GI_-_128_Surfels_Per_Probe
0, 0, 0, 1
1, 0, 0, 1
2, 1.52467, 0, 1
3, 0.714752, 3.2224, 1
4, 0.71872, 3.50189, 1
5, 0.718496, 3.17971, 1
6, 0.717088, 3.17632, 1
7, 0.713568, 3.44582, 1
8, 0.714752, 3.15494, 1
9, 0.718848, 3.18054, 1
10, 0.712704, 3.17456, 1
11, 0.714368, 3.23619, 1
12, 0.710656, 3.17686, 1
13, 0.714016, 3.17226, 1
14, 0.714752, 3.14538, 1
15, 0.716448, 3.17645, 1
16, 0.712704, 3.17446, 1
17, 0.714592, 3.14576, 1
18, 0.714816, 3.16634, 1
19, 0.71648, 3.19062, 1
20, 0.713856, 3.47341, 1
21, 0.714784, 3.17693, 1
22, 0.714656, 3.17222, 1
23, 0.71808, 3.3751, 1
24, 0.712768, 3.1744, 1
25, 0.71616, 3.17338, 1
26, 0.712672, 3.16221, 1
27, 0.714848, 3.16294, 1
28, 0.715264, 3.16243, 1
29, 0.712, 3.13594, 1
30, 0.714368, 3.16326, 1
31, 0.710656, 3.1672, 1
32, 0.712416, 3.16416, 1
33, 0.71136, 3.22355, 1
34, 0.712704, 3.16528, 1
35, 0.71168, 3.17418, 1
36, 0.712704, 3.2224, 1
37, 0.718784, 3.17178, 1
38, 0.71248, 3.16314, 1
39, 0.712192, 3.16432, 1
40, 0.709504, 3.16621, 1
41, 0.720896, 3.16595, 1
42, 0.71376, 3.16144, 1
43, 0.708608, 3.17267, 1
44, 0.712896, 3.17238, 1
45, 0.710656, 3.1656, 1
46, 0.710752, 3.15802, 1
47, 0.71088, 3.15837, 1
48, 0.711904, 3.16077, 1
49, 0.714752, 3.16416, 1
50, 0.71152, 3.15802, 1
51, 0.718304, 3.16614, 1
52, 0.70736, 3.17334, 1
53, 0.717248, 3.16189, 1
54, 0.708832, 3.14982, 1
55, 0.708608, 3.16288, 1
56, 0.718784, 3.15869, 1
57, 0.712832, 3.20922, 1
58, 0.712704, 3.22838, 1
59, 0.708768, 3.16195, 1
60, 0.7184, 3.20624, 1
61, 0.714432, 3.21946, 1
62, 0.711264, 3.2137, 1
63, 0.718784, 3.15392, 1
64, 0.709344, 3.15747, 1
65, 0.719488, 3.156, 1
66, 0.714752, 3.21085, 1
67, 0.712704, 3.30374, 1
68, 0.710176, 3.14915, 1
69, 0.720704, 3.15597, 1
70, 0.717152, 3.15392, 1
71, 0.71072, 3.15485, 1
72, 0.706944, 3.16211, 1
73, 0.712704, 3.14973, 1
74, 0.718624, 3.16125, 1
75, 0.70912, 3.14813, 1
76, 0.710848, 3.15123, 1
77, 0.723008, 3.15597, 1
78, 0.714432, 3.20573, 1
79, 0.716768, 3.1519, 1
80, 0.71408, 3.15472, 1
81, 0.718816, 3.2176, 1
82, 0.710848, 3.20477, 1
83, 0.718176, 3.15363, 1
84, 0.712896, 3.14573, 1
85, 0.712704, 3.21139, 1
86, 0.710464, 3.21021, 1
87, 0.713568, 3.20915, 1
88, 0.709536, 3.15187, 1
89, 0.716448, 3.15187, 1
90, 0.715744, 3.15187, 1
