Frame Nr., Compute, Primary Ray Trace, Room_With_Door_(5292_Probes)_-_Full_GI_-_128_Surfels_Per_Probe
0, 0, 0, 1
1, 0, 0, 1
2, 1.51117, 0, 1
3, 0.719008, 3.46141, 1
4, 0.717984, 3.19485, 1
5, 0.714592, 3.18259, 1
6, 0.714496, 3.46374, 1
7, 0.713632, 3.17446, 1
8, 0.714752, 3.1703, 1
9, 0.715136, 3.17456, 1
10, 0.7168, 3.17392, 1
11, 0.71488, 3.17475, 1
12, 0.714752, 3.17338, 1
13, 0.714816, 3.16826, 1
14, 0.715584, 3.23414, 1
15, 0.714816, 3.1705, 1
16, 0.714752, 3.17235, 1
17, 0.716448, 3.1785, 1
18, 0.714784, 3.17379, 1
19, 0.714752, 3.18166, 1
20, 0.712096, 3.15187, 1
21, 0.714112, 3.17277, 1
22, 0.717472, 3.17181, 1
23, 0.717568, 3.1489, 1
24, 0.713792, 3.1703, 1
25, 0.719936, 3.14429, 1
26, 0.71104, 3.16314, 1
27, 0.712704, 3.16211, 1
28, 0.71488, 3.44064, 1
29, 0.713408, 3.16099, 1
30, 0.716192, 3.16211, 1
31, 0.721632, 3.23789, 1
32, 0.7168, 3.16691, 1
33, 0.711808, 3.16694, 1
34, 0.717696, 3.17235, 1
35, 0.713472, 3.16621, 1
36, 0.715072, 3.17226, 1
37, 0.714752, 3.17011, 1
38, 0.714304, 3.17069, 1
39, 0.7168, 3.16048, 1
40, 0.71632, 3.16531, 1
41, 0.709152, 3.16195, 1
42, 0.720928, 3.16666, 1
43, 0.714752, 3.16829, 1
44, 0.719424, 3.1617, 1
45, 0.71552, 3.16826, 1
46, 0.712928, 3.15834, 1
47, 0.72016, 3.15878, 1
48, 0.720512, 3.15933, 1
49, 0.717152, 3.16275, 1
50, 0.72432, 3.16826, 1
51, 0.713184, 3.15664, 1
52, 0.714144, 3.23971, 1
53, 0.72352, 3.15984, 1
54, 0.722528, 3.15802, 1
55, 0.723168, 3.16621, 1
56, 0.721312, 3.15805, 1
57, 0.720928, 3.15773, 1
58, 0.72064, 3.15744, 1
59, 0.722944, 3.15802, 1
60, 0.722176, 3.15955, 1
61, 0.710656, 3.15661, 1
62, 0.71952, 3.16208, 1
63, 0.712704, 3.21536, 1
64, 0.712704, 3.21981, 1
65, 0.719904, 3.15994, 1
66, 0.722944, 3.21062, 1
67, 0.720448, 3.15539, 1
68, 0.714752, 3.15392, 1
69, 0.709728, 3.15786, 1
70, 0.72096, 3.1617, 1
71, 0.720896, 3.15747, 1
72, 0.710656, 3.15139, 1
73, 0.721984, 3.22314, 1
74, 0.722496, 3.16621, 1
75, 0.712704, 3.23341, 1
76, 0.723328, 3.1744, 1
77, 0.711488, 3.17235, 1
78, 0.7136, 3.23395, 1
79, 0.715584, 3.23814, 1
80, 0.71456, 3.23174, 1
81, 0.714752, 3.16976, 1
82, 0.714752, 3.16829, 1
83, 0.712704, 3.2256, 1
84, 0.712704, 3.23635, 1
85, 0.717152, 3.1776, 1
86, 0.720896, 3.17472, 1
87, 0.716032, 3.2297, 1
88, 0.720832, 3.17376, 1
89, 0.723584, 3.17645, 1
90, 0.71424, 3.22925, 1
