Frame Nr., Compute, Primary Ray Trace, Room_With_Door_(5292_Probes)_-_Full_GI_-_128_Surfels_Per_Probe
0, 0, 0, 1
1, 0, 0, 1
2, 1.70813, 0, 1
3, 0.714752, 3.19078, 1
4, 0.724768, 3.15731, 1
5, 0.7168, 3.17808, 1
6, 0.718656, 3.17072, 1
7, 0.71808, 3.16982, 1
8, 0.717504, 3.17219, 1
9, 0.716992, 3.16899, 1
10, 0.714784, 3.16416, 1
11, 0.716288, 3.16957, 1
12, 0.712864, 3.14893, 1
13, 0.716768, 3.17078, 1
14, 0.714752, 3.16826, 1
15, 0.717024, 3.14685, 1
16, 0.717152, 3.17645, 1
17, 0.714656, 3.17088, 1
18, 0.713248, 3.14384, 1
19, 0.718848, 3.18259, 1
20, 0.714368, 3.24685, 1
21, 0.71664, 3.14573, 1
22, 0.714752, 3.16989, 1
23, 0.712704, 3.17053, 1
24, 0.7168, 3.144, 1
25, 0.713216, 3.17526, 1
26, 0.71392, 3.17645, 1
27, 0.71808, 3.14362, 1
28, 0.715008, 3.37715, 1
29, 0.714336, 3.17424, 1
30, 0.714752, 3.16211, 1
31, 0.716352, 3.16416, 1
32, 0.713024, 3.16966, 1
33, 0.716192, 3.16006, 1
34, 0.714752, 3.17645, 1
35, 0.716, 3.16646, 1
36, 0.718688, 3.22349, 1
37, 0.714624, 3.1713, 1
38, 0.713664, 3.16006, 1
39, 0.715776, 3.17354, 1
40, 0.714752, 3.1624, 1
41, 0.720512, 3.16192, 1
42, 0.7168, 3.1623, 1
43, 0.71248, 3.17219, 1
44, 0.721472, 3.16416, 1
45, 0.71536, 3.16445, 1
46, 0.712704, 3.1663, 1
47, 0.7168, 3.38518, 1
48, 0.712704, 3.152, 1
49, 0.722656, 3.23619, 1
50, 0.718752, 3.16362, 1
51, 0.7168, 3.15645, 1
52, 0.715168, 3.16621, 1
53, 0.712192, 3.15645, 1
54, 0.713568, 3.15523, 1
55, 0.716928, 3.25837, 1
56, 0.722624, 3.15798, 1
57, 0.722944, 3.1473, 1
58, 0.724992, 3.15926, 1
59, 0.712704, 3.16426, 1
60, 0.720288, 3.15597, 1
61, 0.710336, 3.15334, 1
62, 0.72432, 3.16218, 1
63, 0.720896, 3.16186, 1
64, 0.7168, 3.24362, 1
65, 0.718624, 3.16416, 1
66, 0.714752, 3.15466, 1
67, 0.712704, 3.15811, 1
68, 0.716128, 3.15642, 1
69, 0.719712, 3.15878, 1
70, 0.712704, 3.15597, 1
71, 0.722944, 3.1577, 1
72, 0.722432, 3.15296, 1
73, 0.7168, 3.15955, 1
74, 0.718784, 3.15597, 1
75, 0.712704, 3.15194, 1
76, 0.714016, 3.15542, 1
77, 0.720768, 3.14995, 1
78, 0.710688, 3.15904, 1
79, 0.722944, 3.16742, 1
80, 0.716128, 3.23946, 1
81, 0.70912, 3.15597, 1
82, 0.714496, 3.15354, 1
83, 0.70912, 3.16109, 1
84, 0.720896, 3.15734, 1
85, 0.720896, 3.15597, 1
86, 0.71056, 3.15482, 1
87, 0.712448, 3.16019, 1
88, 0.714496, 3.15437, 1
89, 0.721824, 3.1535, 1
90, 0.7232, 3.15274, 1
