Frame Nr., Compute, Primary Ray Trace, Room_With_Door_(5292_Probes)_-_Full_GI_-_128_Surfels_Per_Probe
0, 0, 0, 1
1, 0, 0, 1
2, 1.49043, 0, 1
3, 0.714528, 3.49226, 1
4, 0.714304, 3.4161, 1
5, 0.716256, 3.17216, 1
6, 0.714752, 3.1481, 1
7, 0.71712, 3.1703, 1
8, 0.71312, 3.17501, 1
9, 0.712704, 3.17565, 1
10, 0.714752, 3.17101, 1
11, 0.71456, 3.46928, 1
12, 0.71056, 3.39002, 1
13, 0.714048, 3.17539, 1
14, 0.712704, 3.1785, 1
15, 0.712704, 3.39392, 1
16, 0.715392, 3.17581, 1
17, 0.712256, 3.17645, 1
18, 0.71472, 3.17648, 1
19, 0.716032, 3.18134, 1
20, 0.712896, 3.17645, 1
21, 0.712736, 3.17235, 1
22, 0.712704, 3.17878, 1
23, 0.712384, 3.17725, 1
24, 0.711008, 3.14518, 1
25, 0.713248, 3.16211, 1
26, 0.708896, 3.16742, 1
27, 0.713088, 3.16826, 1
28, 0.711392, 3.16349, 1
29, 0.715552, 3.1696, 1
30, 0.712704, 3.15894, 1
31, 0.713472, 3.17222, 1
32, 0.7104, 3.16816, 1
33, 0.7208, 3.16659, 1
34, 0.716256, 3.16826, 1
35, 0.7208, 3.17162, 1
36, 0.712704, 3.1624, 1
37, 0.715392, 3.1655, 1
38, 0.720064, 3.16822, 1
39, 0.712576, 3.16624, 1
40, 0.712864, 3.16525, 1
41, 0.71296, 3.38224, 1
42, 0.712704, 3.16621, 1
43, 0.70848, 3.16826, 1
44, 0.71456, 3.16512, 1
45, 0.70656, 3.1607, 1
46, 0.710656, 3.16208, 1
47, 0.71312, 3.15488, 1
48, 0.710656, 3.16598, 1
49, 0.7144, 3.16154, 1
50, 0.71872, 3.15398, 1
51, 0.71088, 3.27638, 1
52, 0.717472, 3.15747, 1
53, 0.710656, 3.25046, 1
54, 0.71856, 3.15427, 1
55, 0.71168, 3.21126, 1
56, 0.711744, 3.21949, 1
57, 0.717344, 3.21126, 1
58, 0.710656, 3.21904, 1
59, 0.712704, 3.16339, 1
60, 0.719744, 3.21846, 1
61, 0.718848, 3.15802, 1
62, 0.711808, 3.21085, 1
63, 0.710624, 3.2215, 1
64, 0.714016, 3.15866, 1
65, 0.719584, 3.1607, 1
66, 0.720896, 3.15706, 1
67, 0.709344, 3.20512, 1
68, 0.709504, 3.20714, 1
69, 0.710752, 3.3472, 1
70, 0.710656, 3.01715, 1
71, 0.71184, 3.3576, 1
72, 0.709664, 3.36282, 1
73, 0.710848, 3.36486, 1
74, 0.713248, 3.35667, 1
75, 0.711776, 3.35802, 1
76, 0.70912, 3.2071, 1
77, 0.710944, 3.20662, 1
78, 0.712, 3.20957, 1
79, 0.7144, 3.2192, 1
80, 0.712288, 3.21174, 1
81, 0.711328, 3.21146, 1
82, 0.709568, 3.35667, 1
83, 0.711648, 3.20922, 1
84, 0.712192, 3.36714, 1
85, 0.710496, 3.20922, 1
86, 0.71184, 3.2119, 1
87, 0.712064, 3.36691, 1
88, 0.71232, 3.37638, 1
89, 0.712672, 3.21296, 1
90, 0.711168, 3.36282, 1
