Frame Nr., Compute, Primary Ray Trace, Room_With_Door_(5292_Probes)_-_Full_GI_-_128_Surfels_Per_Probe
0, 0, 0, 1
1, 0, 0, 1
2, 1.27334, 0, 1
3, 0.711328, 2.99331, 1
4, 0.715456, 3.38538, 1
5, 0.71488, 3.14883, 1
6, 0.714624, 3.14794, 1
7, 0.714144, 3.12189, 1
8, 0.712096, 3.14778, 1
9, 0.710656, 3.14518, 1
10, 0.712864, 3.11971, 1
11, 0.71504, 3.14778, 1
12, 0.714048, 3.1495, 1
13, 0.71424, 3.14925, 1
14, 0.712704, 3.34662, 1
15, 0.712544, 3.14029, 1
16, 0.71216, 3.14285, 1
17, 0.714752, 3.14669, 1
18, 0.710656, 3.14902, 1
19, 0.714944, 3.15222, 1
20, 0.715712, 3.1232, 1
21, 0.712896, 3.15059, 1
22, 0.714752, 3.14557, 1
23, 0.71328, 3.12224, 1
24, 0.71456, 3.14368, 1
25, 0.712704, 3.21712, 1
26, 0.711456, 3.13958, 1
27, 0.710624, 3.14403, 1
28, 0.714336, 3.14579, 1
29, 0.710272, 3.1232, 1
30, 0.721088, 3.14586, 1
31, 0.713664, 3.14778, 1
32, 0.719424, 3.1232, 1
33, 0.714656, 3.14982, 1
34, 0.71296, 3.15101, 1
35, 0.712864, 3.15123, 1
36, 0.713952, 3.14301, 1
37, 0.718272, 3.14973, 1
38, 0.711808, 3.14835, 1
39, 0.714752, 3.14406, 1
40, 0.71264, 3.14464, 1
41, 0.712736, 3.14573, 1
42, 0.718848, 3.15187, 1
43, 0.716224, 3.15098, 1
44, 0.712704, 3.14896, 1
45, 0.714752, 3.14736, 1
46, 0.711968, 3.14688, 1
47, 0.722848, 3.14778, 1
48, 0.714464, 3.14368, 1
49, 0.714144, 3.15718, 1
50, 0.720928, 3.14928, 1
51, 0.716032, 3.14733, 1
52, 0.710944, 3.14368, 1
53, 0.7248, 3.14845, 1
54, 0.710368, 3.15187, 1
55, 0.707424, 3.15392, 1
56, 0.71968, 3.14205, 1
57, 0.712704, 3.19754, 1
58, 0.720128, 3.14083, 1
59, 0.710656, 3.14131, 1
60, 0.716768, 3.14842, 1
61, 0.710336, 3.19738, 1
62, 0.71328, 3.19901, 1
63, 0.711968, 3.15226, 1
64, 0.723104, 3.21075, 1
65, 0.718336, 3.15002, 1
66, 0.710656, 3.19629, 1
67, 0.719168, 3.14368, 1
68, 0.712704, 3.14797, 1
69, 0.707296, 3.14982, 1
70, 0.713568, 3.19875, 1
71, 0.719104, 3.14736, 1
72, 0.710656, 3.14438, 1
73, 0.717664, 3.14781, 1
74, 0.714272, 3.19491, 1
75, 0.712288, 3.2008, 1
76, 0.708032, 3.14179, 1
77, 0.720896, 3.2041, 1
78, 0.718944, 3.14778, 1
79, 0.715552, 3.21542, 1
80, 0.723328, 3.14714, 1
81, 0.710304, 3.14982, 1
82, 0.710496, 3.14214, 1
83, 0.712096, 3.1495, 1
84, 0.722944, 3.15725, 1
85, 0.710656, 3.15056, 1
86, 0.717888, 3.15318, 1
87, 0.712704, 3.15395, 1
88, 0.722208, 3.14982, 1
89, 0.721216, 3.1513, 1
90, 0.714784, 3.2297, 1
