Frame Nr., Compute, Primary Ray Trace, Cornell_Box_(9261_Probes)_-_Full_GI_-_160_Surfels_Per_Probe
0, 0, 0, 1
1, 0, 0, 1
2, 3.14982, 0, 1
3, 2.21184, 1.90698, 1
4, 1.67338, 1.84525, 1
5, 1.63453, 1.84525, 1
6, 1.5657, 2.05389, 1
7, 1.56586, 1.84323, 1
8, 1.56678, 1.84166, 1
9, 1.62819, 1.84954, 1
10, 1.63184, 1.84906, 1
11, 1.6281, 1.84442, 1
12, 1.56467, 1.83923, 1
13, 1.5623, 1.84874, 1
14, 1.5616, 1.84358, 1
15, 1.62406, 1.84938, 1
16, 1.62285, 1.84272, 1
17, 1.62941, 1.83878, 1
18, 1.62659, 1.8391, 1
19, 1.63277, 2.05536, 1
20, 1.63344, 1.84435, 1
21, 1.76435, 1.84115, 1
22, 1.62845, 1.8432, 1
23, 1.63456, 1.8408, 1
24, 1.56058, 1.84902, 1
25, 1.6312, 1.84493, 1
26, 1.63338, 1.8391, 1
27, 1.8217, 1.83501, 1
28, 1.63341, 1.83453, 1
29, 1.6432, 2.05709, 1
30, 1.56422, 1.84006, 1
31, 1.62045, 1.84115, 1
32, 1.63021, 1.83638, 1
33, 1.62294, 2.04493, 1
34, 1.61699, 1.8391, 1
35, 1.5591, 1.84477, 1
36, 1.62086, 1.84282, 1
37, 1.62986, 1.83539, 1
38, 1.55853, 1.83498, 1
39, 1.62064, 1.84112, 1
40, 1.56058, 1.83296, 1
41, 1.62538, 1.84269, 1
42, 1.62672, 1.83706, 1
43, 1.56262, 1.83667, 1
44, 1.74694, 1.84685, 1
45, 1.55853, 1.84589, 1
46, 1.55888, 1.8433, 1
47, 1.61997, 1.84096, 1
48, 1.55808, 2.05434, 1
49, 1.62202, 1.85955, 1
50, 1.62547, 1.84202, 1
51, 1.56128, 2.04701, 1
52, 1.62182, 1.84038, 1
53, 1.63069, 1.83462, 1
54, 1.55462, 2.04538, 1
55, 1.61834, 1.8448, 1
56, 1.63562, 1.83344, 1
57, 1.61382, 1.83296, 1
58, 1.61862, 1.8391, 1
59, 1.62557, 1.83296, 1
60, 1.61997, 1.83354, 1
61, 1.6343, 1.89235, 1
62, 1.62362, 1.83677, 1
63, 1.56013, 1.84106, 1
64, 1.62816, 1.8473, 1
65, 1.61875, 1.89677, 1
66, 1.62202, 1.83347, 1
67, 1.62048, 1.8337, 1
68, 1.62406, 1.88656, 1
69, 1.62589, 1.83562, 1
70, 1.62326, 1.82963, 1
71, 1.62202, 1.88646, 1
72, 1.62054, 1.82883, 1
73, 1.62202, 1.83325, 1
74, 1.6217, 1.83146, 1
75, 1.55667, 1.83478, 1
76, 1.56058, 1.83878, 1
77, 1.56406, 1.83533, 1
78, 1.62202, 1.8391, 1
79, 1.56022, 1.89158, 1
80, 1.6199, 1.84224, 1
81, 1.61811, 1.84086, 1
82, 1.55242, 1.83206, 1
83, 1.6224, 1.83882, 1
84, 1.6248, 1.83462, 1
85, 1.61747, 1.88675, 1
86, 1.61792, 1.83133, 1
87, 1.55648, 1.83494, 1
88, 1.62157, 1.8361, 1
89, 1.61997, 1.83386, 1
90, 1.62019, 1.89427, 1
