Frame Nr., Compute, Primary Ray Trace, Cornell_Box_(9261_Probes)_-_Full_GI_-_160_Surfels_Per_Probe
0, 0, 0, 1
1, 0, 0, 1
2, 3.4431, 0, 1
3, 1.91274, 1.83011, 1
4, 1.6343, 2.07072, 1
5, 1.62029, 1.84115, 1
6, 1.62448, 2.05414, 1
7, 1.63059, 1.84115, 1
8, 1.62611, 2.04819, 1
9, 1.63203, 1.83949, 1
10, 1.62445, 2.0553, 1
11, 1.62406, 2.07498, 1
12, 1.63069, 1.84141, 1
13, 1.56464, 1.83706, 1
14, 1.62611, 1.84413, 1
15, 1.63078, 1.83834, 1
16, 1.6207, 2.0559, 1
17, 1.63018, 1.85386, 1
18, 1.63021, 1.84195, 1
19, 1.56467, 1.84525, 1
20, 1.62678, 1.84662, 1
21, 1.63504, 1.84115, 1
22, 1.61587, 2.06013, 1
23, 1.62416, 1.84742, 1
24, 1.62621, 1.83667, 1
25, 1.76742, 1.84246, 1
26, 1.62611, 1.84502, 1
27, 1.62941, 1.85379, 1
28, 1.62816, 1.83706, 1
29, 1.55725, 1.83907, 1
30, 1.62611, 1.84326, 1
31, 1.63021, 1.83574, 1
32, 1.55914, 1.84272, 1
33, 1.62499, 1.84198, 1
34, 1.62506, 1.8391, 1
35, 1.56259, 1.83565, 1
36, 1.62042, 1.84115, 1
37, 1.63226, 1.83622, 1
38, 1.61878, 1.84496, 1
39, 1.62806, 1.83491, 1
40, 1.62339, 2.04595, 1
41, 1.62406, 1.8391, 1
42, 1.55994, 2.0521, 1
43, 1.62714, 1.84298, 1
44, 1.62349, 1.83706, 1
45, 1.55699, 1.83626, 1
46, 1.62026, 1.8393, 1
47, 1.62611, 1.84048, 1
48, 1.6231, 1.83706, 1
49, 1.56304, 1.84576, 1
50, 1.62355, 1.84182, 1
51, 1.62474, 1.83555, 1
52, 1.69984, 1.83312, 1
53, 1.6185, 1.84115, 1
54, 1.62381, 1.83443, 1
55, 1.61792, 1.93725, 1
56, 1.61802, 1.83651, 1
57, 1.56262, 1.83606, 1
58, 1.62186, 1.84934, 1
59, 1.61661, 1.83603, 1
60, 1.55443, 1.83706, 1
61, 1.61667, 1.8432, 1
62, 1.61603, 1.83574, 1
63, 1.62406, 1.83754, 1
64, 1.62394, 1.90054, 1
65, 1.44179, 1.84221, 1
66, 1.62406, 1.83366, 1
67, 1.55626, 1.88448, 1
68, 1.61837, 1.83805, 1
69, 1.61997, 1.83491, 1
70, 1.55459, 1.83296, 1
71, 1.55965, 1.84272, 1
72, 1.62288, 1.8473, 1
73, 1.54643, 1.8336, 1
74, 1.62186, 1.83757, 1
75, 1.63226, 1.83296, 1
76, 1.62224, 1.83091, 1
77, 1.62637, 1.88416, 1
78, 1.62336, 1.83226, 1
79, 1.5624, 1.84115, 1
80, 1.6361, 1.84794, 1
81, 1.64048, 1.83501, 1
82, 1.63235, 1.83318, 1
83, 1.63037, 1.83363, 1
84, 1.62957, 1.8303, 1
85, 1.63581, 1.83533, 1
86, 1.62179, 1.83501, 1
87, 1.62294, 1.8369, 1
88, 1.63635, 1.83213, 1
89, 1.63434, 1.83821, 1
90, 1.62202, 1.88384, 1
