Frame Nr., Compute, Primary Ray Trace, Cornell_Box_(9261_Probes)_-_Full_GI_-_160_Surfels_Per_Probe
0, 0, 0, 1
1, 0, 0, 1
2, 3.38694, 0, 1
3, 1.91926, 1.83187, 1
4, 1.63664, 1.91126, 1
5, 1.62579, 2.08282, 1
6, 1.62611, 2.06285, 1
7, 1.81712, 1.84163, 1
8, 1.63021, 1.8432, 1
9, 1.80483, 1.84179, 1
10, 1.63021, 1.8471, 1
11, 1.6343, 1.83853, 1
12, 1.63587, 1.84115, 1
13, 1.62406, 1.84429, 1
14, 1.63226, 1.8391, 1
15, 1.75037, 1.84934, 1
16, 1.62816, 1.84525, 1
17, 1.63043, 1.84198, 1
18, 1.64477, 1.83914, 1
19, 1.56918, 1.85373, 1
20, 1.61962, 1.86163, 1
21, 1.62317, 1.8424, 1
22, 1.61664, 1.83501, 1
23, 1.61997, 1.84013, 1
24, 1.62714, 1.836, 1
25, 1.64518, 1.84474, 1
26, 1.6249, 1.8432, 1
27, 1.63021, 1.83907, 1
28, 1.61754, 1.8367, 1
29, 1.62486, 1.84115, 1
30, 1.6297, 1.83296, 1
31, 1.61891, 2.0521, 1
32, 1.5609, 2.05437, 1
33, 1.61926, 1.84288, 1
34, 1.61658, 1.85478, 1
35, 1.62733, 1.8432, 1
36, 1.56144, 1.83389, 1
37, 1.62147, 1.84038, 1
38, 1.62445, 1.83472, 1
39, 1.70349, 1.83712, 1
40, 1.5575, 1.84182, 1
41, 1.62205, 1.8432, 1
42, 1.63123, 1.83504, 1
43, 1.62202, 1.83603, 1
44, 1.55578, 1.84502, 1
45, 1.56106, 1.8425, 1
46, 1.61792, 1.84125, 1
47, 1.61792, 1.83542, 1
48, 1.43942, 1.8312, 1
49, 1.62406, 1.84944, 1
50, 1.62435, 1.84342, 1
51, 1.56538, 1.89606, 1
52, 1.62358, 1.83936, 1
53, 1.63635, 1.83514, 1
54, 1.56176, 1.84115, 1
55, 1.55488, 1.84598, 1
56, 1.62416, 1.83885, 1
57, 1.62435, 1.84019, 1
58, 1.5568, 1.84202, 1
59, 1.61997, 1.83974, 1
60, 1.61894, 1.83338, 1
61, 1.55059, 1.83542, 1
62, 1.55238, 1.84314, 1
63, 1.62019, 1.83917, 1
64, 1.62678, 1.83706, 1
65, 1.61824, 1.84115, 1
66, 1.62202, 1.88397, 1
67, 1.62323, 1.83494, 1
68, 1.61997, 1.83344, 1
69, 1.61997, 1.8848, 1
70, 1.61779, 1.83568, 1
71, 1.71869, 1.8351, 1
72, 1.62163, 1.88416, 1
73, 1.61997, 1.83427, 1
74, 1.55341, 1.83475, 1
75, 1.61888, 1.8432, 1
76, 1.62611, 1.83347, 1
77, 1.55581, 1.83536, 1
78, 1.62819, 1.84166, 1
79, 1.62099, 1.84115, 1
80, 1.62202, 1.89229, 1
81, 1.62768, 1.83296, 1
82, 1.55869, 1.83434, 1
83, 1.62755, 1.8408, 1
84, 1.628, 1.83418, 1
85, 1.62566, 1.8937, 1
86, 1.63232, 1.83037, 1
87, 1.63059, 1.88618, 1
88, 1.63264, 1.83098, 1
89, 1.61155, 1.83501, 1
90, 1.5567, 1.83795, 1
