Frame Nr., Compute, Primary Ray Trace, Cornell_Box_(9261_Probes)_-_Full_GI_-_160_Surfels_Per_Probe
0, 0, 0, 1
1, 0, 0, 1
2, 2.8959, 0, 1
3, 1.91693, 1.84797, 1
4, 1.6543, 1.85126, 1
5, 1.4487, 1.89162, 1
6, 1.44931, 1.84934, 1
7, 1.44864, 1.84934, 1
8, 1.44589, 1.84934, 1
9, 1.44541, 1.84525, 1
10, 1.44442, 1.84586, 1
11, 1.44576, 1.84502, 1
12, 1.44573, 1.84698, 1
13, 1.44442, 1.84589, 1
14, 1.44554, 1.84598, 1
15, 1.44589, 1.84982, 1
16, 1.44179, 1.84694, 1
17, 1.44413, 1.84819, 1
18, 1.44179, 1.8473, 1
19, 1.44384, 1.85203, 1
20, 1.44534, 1.85344, 1
21, 1.44698, 1.8473, 1
22, 1.4441, 1.84566, 1
23, 1.44384, 1.84934, 1
24, 1.4439, 1.84934, 1
25, 1.44589, 1.84797, 1
26, 1.44333, 1.84899, 1
27, 1.44176, 1.84544, 1
28, 1.44179, 1.84538, 1
29, 1.4449, 1.84682, 1
30, 1.44307, 1.8473, 1
31, 1.44368, 1.8471, 1
32, 1.44038, 1.84525, 1
33, 1.44106, 1.84435, 1
34, 1.44125, 1.85254, 1
35, 1.44042, 1.84944, 1
36, 1.44179, 1.84115, 1
37, 1.44339, 1.84291, 1
38, 1.4455, 1.84662, 1
39, 1.44179, 1.84352, 1
40, 1.44179, 1.84525, 1
41, 1.44096, 1.84474, 1
42, 1.44077, 1.84525, 1
43, 1.44179, 1.84429, 1
44, 1.44246, 1.84525, 1
45, 1.44179, 1.84525, 1
46, 1.44166, 1.84525, 1
47, 1.44179, 1.84659, 1
48, 1.44122, 1.84531, 1
49, 1.43974, 1.85421, 1
50, 1.44243, 1.84771, 1
51, 1.4417, 1.84304, 1
52, 1.4385, 1.83856, 1
53, 1.44179, 1.8432, 1
54, 1.44163, 1.83974, 1
55, 1.45408, 1.84099, 1
56, 1.44701, 1.84115, 1
57, 1.44589, 1.84301, 1
58, 1.44998, 1.84064, 1
59, 1.44547, 1.84934, 1
60, 1.71709, 1.84339, 1
61, 1.44186, 2.03315, 1
62, 1.67677, 1.8432, 1
63, 1.68534, 2.03571, 1
64, 1.68573, 2.03981, 1
65, 1.67901, 2.03571, 1
66, 1.67936, 2.03194, 1
67, 1.68528, 2.03005, 1
68, 1.68064, 2.04502, 1
69, 1.68042, 2.0343, 1
70, 1.67347, 2.0311, 1
71, 1.67706, 2.03526, 1
72, 1.68106, 2.03037, 1
73, 1.44605, 2.03139, 1
74, 1.68122, 1.84746, 1
75, 1.44224, 2.03571, 1
76, 1.6784, 1.8391, 1
77, 1.67936, 2.032, 1
78, 1.67987, 2.0335, 1
79, 1.68627, 2.03453, 1
80, 1.67626, 2.03382, 1
81, 1.67526, 2.03162, 1
82, 1.68365, 1.8431, 1
83, 1.67776, 1.8391, 1
84, 1.67526, 2.03146, 1
85, 1.67648, 2.03942, 1
86, 1.67875, 2.03597, 1
87, 1.67501, 2.03533, 1
88, 1.68294, 2.0321, 1
89, 1.67626, 2.03578, 1
90, 1.44336, 2.0344, 1
