Frame Nr., Compute, Primary Ray Trace, Cornell_Box_(9261_Probes)_-_Full_GI_-_160_Surfels_Per_Probe
0, 0, 0, 1
1, 0, 0, 1
2, 3.13754, 0, 1
3, 1.90893, 1.84851, 1
4, 1.63706, 1.84717, 1
5, 1.86637, 1.84979, 1
6, 1.63635, 1.84925, 1
7, 1.62618, 2.04621, 1
8, 1.63213, 1.83878, 1
9, 1.55952, 2.04595, 1
10, 1.56358, 1.8448, 1
11, 1.62816, 1.85098, 1
12, 1.63379, 1.83805, 1
13, 1.62589, 1.84115, 1
14, 1.62611, 1.84525, 1
15, 1.62432, 1.84115, 1
16, 1.62058, 2.05293, 1
17, 1.56096, 1.84349, 1
18, 1.62611, 1.8455, 1
19, 1.61994, 2.05933, 1
20, 1.6281, 1.85901, 1
21, 1.62816, 1.83974, 1
22, 1.75085, 1.84106, 1
23, 1.56438, 1.84525, 1
24, 1.62486, 1.85174, 1
25, 1.63568, 2.0585, 1
26, 1.6289, 1.85366, 1
27, 1.6296, 1.83706, 1
28, 1.75229, 1.83712, 1
29, 1.56237, 1.84371, 1
30, 1.62406, 1.84931, 1
31, 1.62442, 1.84525, 1
32, 1.56256, 1.83635, 1
33, 1.56128, 1.84304, 1
34, 1.56467, 1.85171, 1
35, 1.62211, 1.84595, 1
36, 1.63226, 1.83232, 1
37, 1.62134, 1.83805, 1
38, 1.62954, 1.83808, 1
39, 1.54442, 2.04842, 1
40, 1.55853, 1.84659, 1
41, 1.62314, 1.8408, 1
42, 1.55853, 2.04406, 1
43, 1.6193, 1.84339, 1
44, 1.62445, 1.84096, 1
45, 1.61382, 1.83738, 1
46, 1.6247, 1.84144, 1
47, 1.62202, 1.84102, 1
48, 1.62736, 1.83462, 1
49, 1.62413, 1.83808, 1
50, 1.64362, 1.84112, 1
51, 1.5648, 1.8431, 1
52, 1.55494, 1.8417, 1
53, 1.55818, 1.8391, 1
54, 1.61846, 1.84115, 1
55, 1.55443, 1.83296, 1
56, 1.62816, 1.83754, 1
57, 1.62774, 1.8441, 1
58, 1.6191, 1.83718, 1
59, 1.6176, 1.91898, 1
60, 1.61792, 1.83149, 1
61, 1.55917, 1.83437, 1
62, 1.55174, 1.83939, 1
63, 1.62, 1.84669, 1
64, 1.61792, 1.84051, 1
65, 1.55494, 1.83859, 1
66, 1.61587, 1.83885, 1
67, 1.61792, 1.84022, 1
68, 1.55149, 1.83338, 1
69, 1.55405, 1.83901, 1
70, 1.55421, 1.8391, 1
71, 1.61792, 1.83834, 1
72, 1.62451, 1.83501, 1
73, 1.55443, 1.83706, 1
74, 1.61997, 1.83786, 1
75, 1.61792, 1.83501, 1
76, 1.55402, 1.83091, 1
77, 1.61712, 1.8424, 1
78, 1.61997, 1.83062, 1
79, 1.55597, 1.84077, 1
80, 1.62144, 1.84349, 1
81, 1.62304, 1.83629, 1
82, 1.69142, 1.83296, 1
83, 1.57082, 1.84115, 1
84, 1.6185, 1.83894, 1
85, 1.61821, 1.83968, 1
86, 1.44259, 1.83546, 1
87, 1.74694, 1.83501, 1
88, 1.6281, 1.84115, 1
89, 1.6343, 1.83306, 1
90, 1.62259, 1.83501, 1
