Frame Nr., Compute, Primary Ray Trace, Cornell_Box_(9261_Probes)_-_Full_GI_-_160_Surfels_Per_Probe
0, 0, 0, 1
1, 0, 0, 1
2, 2.92138, 0, 1
3, 1.9207, 2.07661, 1
4, 1.63536, 1.8513, 1
5, 1.6304, 2.06438, 1
6, 1.83706, 1.84582, 1
7, 1.6343, 1.84269, 1
8, 1.63226, 1.8409, 1
9, 1.6337, 1.84006, 1
10, 1.63315, 1.84083, 1
11, 1.6345, 1.83952, 1
12, 1.62605, 1.84198, 1
13, 1.6225, 1.84368, 1
14, 1.56467, 1.8375, 1
15, 1.55034, 1.84672, 1
16, 1.62611, 1.84573, 1
17, 1.62816, 1.83853, 1
18, 1.61814, 1.8391, 1
19, 1.62406, 1.85517, 1
20, 1.63606, 1.84118, 1
21, 1.72845, 1.84, 1
22, 1.56448, 2.04758, 1
23, 1.56128, 1.8431, 1
24, 1.6304, 1.84518, 1
25, 1.75456, 2.0615, 1
26, 1.62, 1.84368, 1
27, 1.62259, 1.84195, 1
28, 1.62509, 1.83664, 1
29, 1.62621, 1.83962, 1
30, 1.62419, 1.83514, 1
31, 1.79088, 1.83482, 1
32, 1.56339, 1.84115, 1
33, 1.56096, 1.84611, 1
34, 1.62726, 1.84848, 1
35, 1.6361, 1.84115, 1
36, 1.61178, 1.83539, 1
37, 1.55846, 1.83952, 1
38, 1.61738, 1.8391, 1
39, 1.6249, 1.83744, 1
40, 1.61178, 1.84307, 1
41, 1.62035, 1.84442, 1
42, 1.6273, 1.83706, 1
43, 1.69334, 1.83907, 1
44, 1.62202, 1.84294, 1
45, 1.63216, 1.83686, 1
46, 1.61571, 1.8432, 1
47, 1.62307, 1.84442, 1
48, 1.62611, 1.83296, 1
49, 1.66042, 1.83955, 1
50, 1.62394, 1.85197, 1
51, 1.62947, 1.83136, 1
52, 1.60826, 1.83302, 1
53, 1.54496, 1.84115, 1
54, 1.62205, 1.83501, 1
55, 1.63494, 1.83501, 1
56, 1.62202, 1.84022, 1
57, 1.62538, 1.93034, 1
58, 1.62211, 1.83338, 1
59, 1.4433, 1.83213, 1
60, 1.62845, 1.83437, 1
61, 1.62406, 1.83994, 1
62, 1.62467, 1.83174, 1
63, 1.55939, 1.8328, 1
64, 1.44547, 1.8432, 1
65, 1.62845, 1.83706, 1
66, 1.62202, 1.84314, 1
67, 1.55507, 1.83203, 1
68, 1.61581, 1.83741, 1
69, 1.61584, 1.83501, 1
70, 1.63226, 1.8319, 1
71, 1.62614, 1.88195, 1
72, 1.62198, 1.83152, 1
73, 1.55603, 1.83325, 1
74, 1.61251, 1.84429, 1
75, 1.6152, 1.83955, 1
76, 1.61837, 1.83898, 1
77, 1.55664, 1.83443, 1
78, 1.53677, 1.84221, 1
79, 1.62029, 1.85021, 1
80, 1.62202, 1.83766, 1
81, 1.61997, 1.83718, 1
82, 1.54051, 1.88429, 1
83, 1.61747, 1.84221, 1
84, 1.61587, 1.83485, 1
85, 1.53149, 1.83504, 1
86, 1.55453, 1.83792, 1
87, 1.61638, 1.8391, 1
88, 1.61667, 1.83706, 1
89, 1.55648, 1.83706, 1
90, 1.55578, 1.83971, 1
