Frame Nr., Compute, Primary Ray Trace, Cornell_Box_(9261_Probes)_-_Full_GI_-_96_Surfels_Per_Probe
0, 0, 0, 1
1, 0, 0, 1
2, 1.6528, 0, 1
3, 1.10186, 1.8537, 1
4, 0.946176, 1.69779, 1
5, 0.945664, 2.06643, 1
6, 0.944192, 2.06627, 1
7, 0.9424, 2.05805, 1
8, 0.94208, 2.05414, 1
9, 0.944128, 2.06093, 1
10, 0.946176, 2.0841, 1
11, 0.944128, 2.06035, 1
12, 0.945344, 2.05763, 1
13, 0.943872, 2.0585, 1
14, 0.944128, 2.05818, 1
15, 0.943456, 2.06054, 1
16, 0.941984, 2.07571, 1
17, 0.944128, 2.0567, 1
18, 0.943104, 2.06234, 1
19, 0.945824, 2.06474, 1
20, 0.942688, 2.06438, 1
21, 0.944128, 2.06275, 1
22, 0.945856, 2.08227, 1
23, 0.94752, 2.0625, 1
24, 0.94208, 2.05754, 1
25, 0.940704, 2.06493, 1
26, 0.943392, 2.05526, 1
27, 0.94208, 2.05856, 1
28, 0.942016, 2.05459, 1
29, 0.94208, 2.07258, 1
30, 0.942336, 2.05872, 1
31, 0.94208, 2.05786, 1
32, 0.94208, 2.05395, 1
33, 0.941536, 2.05789, 1
34, 0.942496, 2.06438, 1
35, 0.941792, 2.08067, 1
36, 0.942752, 2.05632, 1
37, 0.94208, 2.06515, 1
38, 0.941408, 2.05776, 1
39, 0.942816, 2.05642, 1
40, 0.940736, 2.0584, 1
41, 0.943648, 2.07718, 1
42, 0.942496, 2.05475, 1
43, 0.939936, 2.05424, 1
44, 0.941376, 2.0577, 1
45, 0.941824, 2.0584, 1
46, 0.94208, 2.05824, 1
47, 0.944224, 2.07462, 1
48, 0.942016, 2.05962, 1
49, 0.943744, 2.05824, 1
50, 0.94208, 2.05635, 1
51, 0.941632, 2.05414, 1
52, 0.941984, 2.056, 1
53, 0.9416, 2.07661, 1
54, 0.941568, 2.0521, 1
55, 0.94208, 2.05501, 1
56, 0.941312, 2.05418, 1
57, 0.942208, 2.05421, 1
58, 0.940192, 2.05472, 1
59, 0.942208, 2.0727, 1
60, 0.94208, 2.05482, 1
61, 0.943136, 2.05389, 1
62, 0.94208, 2.05158, 1
63, 0.94144, 2.05414, 1
64, 0.943264, 1.96048, 1
65, 0.940032, 1.93562, 1
66, 0.94016, 1.92922, 1
67, 0.941792, 1.89702, 1
68, 0.941536, 1.8919, 1
69, 0.94208, 1.89222, 1
70, 0.940736, 1.89418, 1
71, 0.94128, 1.89235, 1
72, 0.94208, 1.89235, 1
73, 0.943104, 1.90432, 1
74, 0.943136, 1.89782, 1
75, 0.94336, 1.8929, 1
76, 0.940128, 1.88781, 1
77, 0.941984, 1.8944, 1
78, 0.942208, 1.8903, 1
79, 0.942688, 1.89667, 1
80, 0.941504, 1.89651, 1
81, 0.94336, 1.8944, 1
82, 0.944128, 1.88979, 1
83, 0.941344, 1.89786, 1
84, 0.942752, 1.89232, 1
85, 0.941376, 1.89424, 1
86, 0.941568, 1.89245, 1
87, 0.940768, 1.8944, 1
88, 0.940576, 1.8903, 1
89, 0.942528, 1.89469, 1
90, 0.943328, 1.88966, 1
