Frame Nr., Compute, Primary Ray Trace, Cornell_Box_(9261_Probes)_-_Full_GI_-_96_Surfels_Per_Probe
0, 0, 0, 1
1, 0, 0, 1
2, 1.64451, 0, 1
3, 1.24838, 1.83136, 1
4, 0.945824, 1.85382, 1
5, 0.94448, 1.69757, 1
6, 0.945024, 2.06554, 1
7, 0.945952, 2.05334, 1
8, 0.945824, 2.05414, 1
9, 0.945216, 2.05062, 1
10, 0.946016, 2.04842, 1
11, 0.94624, 2.06774, 1
12, 0.945824, 2.05382, 1
13, 0.947296, 2.0481, 1
14, 0.946176, 2.05414, 1
15, 0.946656, 2.04672, 1
16, 0.946336, 2.05203, 1
17, 0.945696, 2.06931, 1
18, 0.946176, 2.04986, 1
19, 0.948224, 2.06234, 1
20, 0.949088, 2.05648, 1
21, 0.944128, 2.0489, 1
22, 0.943616, 2.04963, 1
23, 0.947264, 2.07082, 1
24, 0.944128, 2.05005, 1
25, 0.94464, 2.04554, 1
26, 0.945536, 2.05008, 1
27, 0.94208, 2.05088, 1
28, 0.944128, 2.04803, 1
29, 0.942944, 2.07462, 1
30, 0.94352, 2.04864, 1
31, 0.943072, 2.05174, 1
32, 0.94448, 2.05213, 1
33, 0.943808, 2.048, 1
34, 0.94432, 2.04938, 1
35, 0.94528, 2.07424, 1
36, 0.942112, 2.04819, 1
37, 0.942912, 2.0496, 1
38, 0.946464, 2.04595, 1
39, 0.946176, 2.0537, 1
40, 0.943808, 2.04736, 1
41, 0.94512, 2.06819, 1
42, 0.944832, 2.04803, 1
43, 0.944224, 2.04595, 1
44, 0.94208, 2.05005, 1
45, 0.944128, 2.05402, 1
46, 0.940736, 2.04464, 1
47, 0.943488, 1.68397, 1
48, 0.941312, 2.04723, 1
49, 0.946048, 2.056, 1
50, 0.944128, 2.04845, 1
51, 0.943456, 2.04877, 1
52, 0.94208, 2.04381, 1
53, 0.941664, 1.68346, 1
54, 0.94208, 1.9257, 1
55, 0.9416, 1.9223, 1
56, 0.944032, 1.88858, 1
57, 0.940896, 1.8848, 1
58, 0.941824, 1.88416, 1
59, 0.94224, 1.8903, 1
60, 0.943936, 1.88621, 1
61, 0.94336, 1.88221, 1
62, 0.94208, 1.89235, 1
63, 0.94208, 1.89373, 1
64, 0.944288, 1.88854, 1
65, 0.941088, 1.8905, 1
66, 0.942048, 1.88211, 1
67, 0.942624, 1.88624, 1
68, 0.942208, 1.88211, 1
69, 0.940032, 1.88557, 1
70, 0.941728, 1.88086, 1
71, 0.940608, 1.88211, 1
72, 0.941024, 1.88621, 1
73, 0.943744, 1.88355, 1
74, 0.94208, 1.88211, 1
75, 0.942016, 1.88211, 1
76, 0.94208, 1.88317, 1
77, 0.940032, 1.88416, 1
78, 0.940064, 1.88416, 1
79, 0.940768, 1.89795, 1
80, 0.9408, 1.88816, 1
81, 0.943328, 1.88416, 1
82, 0.940928, 1.88288, 1
83, 0.940992, 1.88211, 1
84, 0.940032, 1.88304, 1
85, 0.940032, 1.88445, 1
86, 0.939968, 1.88416, 1
87, 0.942112, 1.88534, 1
88, 0.940256, 1.88451, 1
89, 0.94096, 1.88326, 1
90, 0.94208, 1.88006, 1
