Frame Nr., Compute, Primary Ray Trace, Room_With_Door_(5292_Probes)_-_Full_GI_-_96_Surfels_Per_Probe
0, 0, 0, 1
1, 0, 0, 1
2, 0.974848, 0, 1
3, 0.571584, 3.48746, 1
4, 0.575712, 3.45907, 1
5, 0.571456, 3.18054, 1
6, 0.571392, 3.16944, 1
7, 0.573792, 3.17302, 1
8, 0.567904, 3.16845, 1
9, 0.569856, 3.17008, 1
10, 0.5696, 3.17235, 1
11, 0.57344, 3.17027, 1
12, 0.569344, 3.16742, 1
13, 0.569344, 3.18259, 1
14, 0.571392, 3.18051, 1
15, 0.57104, 3.17235, 1
16, 0.574848, 3.17248, 1
17, 0.567808, 3.17338, 1
18, 0.571296, 3.1744, 1
19, 0.57104, 3.17328, 1
20, 0.571936, 3.17242, 1
21, 0.569664, 3.1729, 1
22, 0.570752, 3.17693, 1
23, 0.570944, 3.17414, 1
24, 0.573376, 3.17462, 1
25, 0.568064, 3.17888, 1
26, 0.569344, 3.1647, 1
27, 0.567296, 3.15981, 1
28, 0.569344, 3.16432, 1
29, 0.567712, 3.15731, 1
30, 0.569152, 3.16384, 1
31, 0.57008, 3.17587, 1
32, 0.570528, 3.16246, 1
33, 0.567648, 3.15802, 1
34, 0.567872, 3.16669, 1
35, 0.571584, 3.16416, 1
36, 0.565824, 3.16922, 1
37, 0.568128, 3.16214, 1
38, 0.567296, 3.16301, 1
39, 0.571136, 3.17773, 1
40, 0.56752, 3.16416, 1
41, 0.567456, 3.16202, 1
42, 0.566016, 3.15869, 1
43, 0.56864, 3.16339, 1
44, 0.566944, 3.15968, 1
45, 0.567104, 3.15946, 1
46, 0.566816, 3.16835, 1
47, 0.568896, 3.16509, 1
48, 0.567296, 3.16182, 1
49, 0.569344, 3.16621, 1
50, 0.566176, 3.17235, 1
51, 0.576896, 3.16042, 1
52, 0.568256, 3.15597, 1
53, 0.571584, 3.15818, 1
54, 0.577536, 3.16467, 1
55, 0.571392, 3.15968, 1
56, 0.564992, 3.15712, 1
57, 0.565312, 3.1505, 1
58, 0.574016, 3.1697, 1
59, 0.575488, 3.15802, 1
60, 0.571136, 3.15952, 1
61, 0.577312, 3.1609, 1
62, 0.574304, 3.16026, 1
63, 0.569088, 3.15654, 1
64, 0.577024, 3.16006, 1
65, 0.567264, 3.16006, 1
66, 0.575744, 3.15664, 1
67, 0.57344, 3.14989, 1
68, 0.573088, 3.20125, 1
69, 0.571392, 3.15955, 1
70, 0.567296, 3.16006, 1
71, 0.575232, 3.16851, 1
72, 0.577536, 3.16262, 1
73, 0.577088, 3.15933, 1
74, 0.567296, 3.16826, 1
75, 0.577312, 3.17517, 1
76, 0.577472, 3.18016, 1
77, 0.567296, 3.17958, 1
78, 0.576544, 3.1783, 1
79, 0.577216, 3.18259, 1
80, 0.567296, 3.18454, 1
81, 0.581888, 3.20102, 1
82, 0.574592, 3.19818, 1
83, 0.569344, 3.19536, 1
84, 0.573216, 3.20106, 1
85, 0.570752, 3.19702, 1
86, 0.571616, 3.19322, 1
87, 0.571392, 3.1983, 1
88, 0.569472, 3.20102, 1
89, 0.569824, 3.19078, 1
90, 0.568992, 3.19174, 1
