Frame Nr., Compute, Primary Ray Trace, Room_With_Door_(5292_Probes)_-_Full_GI_-_96_Surfels_Per_Probe
0, 0, 0, 1
1, 0, 0, 1
2, 0.979136, 0, 1
3, 0.570272, 3.38739, 1
4, 0.575744, 3.14128, 1
5, 0.56992, 3.17786, 1
6, 0.569536, 3.1729, 1
7, 0.571072, 3.17562, 1
8, 0.571424, 3.17011, 1
9, 0.568928, 3.17002, 1
10, 0.570496, 3.17235, 1
11, 0.56992, 3.17238, 1
12, 0.569152, 3.16826, 1
13, 0.571296, 3.1703, 1
14, 0.569024, 3.16621, 1
15, 0.569984, 3.17667, 1
16, 0.570176, 3.17632, 1
17, 0.571392, 3.17622, 1
18, 0.568736, 3.1703, 1
19, 0.573408, 3.17216, 1
20, 0.569344, 3.1703, 1
21, 0.569056, 3.16477, 1
22, 0.569344, 3.17299, 1
23, 0.567712, 3.16886, 1
24, 0.57344, 3.38944, 1
25, 0.569376, 3.1704, 1
26, 0.567296, 3.16691, 1
27, 0.569184, 3.16006, 1
28, 0.574912, 3.18045, 1
29, 0.568608, 3.16621, 1
30, 0.565248, 3.16736, 1
31, 0.569856, 3.17258, 1
32, 0.56928, 3.16211, 1
33, 0.56944, 3.15949, 1
34, 0.571232, 3.16416, 1
35, 0.567872, 3.16621, 1
36, 0.56928, 3.16006, 1
37, 0.56688, 3.16662, 1
38, 0.567616, 3.18045, 1
39, 0.577504, 3.1744, 1
40, 0.575328, 3.16262, 1
41, 0.567296, 3.16211, 1
42, 0.569504, 3.16022, 1
43, 0.5744, 3.16573, 1
44, 0.57088, 3.16416, 1
45, 0.568832, 3.16832, 1
46, 0.57344, 3.1639, 1
47, 0.574272, 3.16771, 1
48, 0.570144, 3.1543, 1
49, 0.569184, 3.16048, 1
50, 0.565248, 3.16182, 1
51, 0.577216, 3.15626, 1
52, 0.576768, 3.15027, 1
53, 0.577312, 3.16211, 1
54, 0.569376, 3.15802, 1
55, 0.57568, 3.1545, 1
56, 0.579104, 3.16765, 1
57, 0.565728, 3.15469, 1
58, 0.574752, 3.16826, 1
59, 0.57344, 3.16832, 1
60, 0.566784, 3.15414, 1
61, 0.579072, 3.16352, 1
62, 0.571392, 3.16064, 1
63, 0.575488, 3.1537, 1
64, 0.576768, 3.16883, 1
65, 0.571744, 3.16259, 1
66, 0.577376, 3.15731, 1
67, 0.574176, 3.16173, 1
68, 0.569408, 3.15453, 1
69, 0.575488, 3.15894, 1
70, 0.578816, 3.15619, 1
71, 0.574624, 3.15392, 1
72, 0.577536, 3.16109, 1
73, 0.57344, 3.1593, 1
74, 0.569184, 3.15082, 1
75, 0.567744, 3.15014, 1
76, 0.576928, 3.15808, 1
77, 0.57344, 3.15754, 1
78, 0.576256, 3.15894, 1
79, 0.57888, 3.15814, 1
80, 0.566816, 3.15802, 1
81, 0.578848, 3.16154, 1
82, 0.574016, 3.16006, 1
83, 0.5656, 3.15645, 1
84, 0.574176, 3.15219, 1
85, 0.575488, 3.15619, 1
86, 0.5768, 3.15382, 1
87, 0.572928, 3.15187, 1
88, 0.576384, 3.15622, 1
89, 0.57312, 3.15462, 1
90, 0.580608, 3.15955, 1
