Frame Nr., Compute, Primary Ray Trace, Room_With_Door_(5292_Probes)_-_Full_GI_-_96_Surfels_Per_Probe
0, 0, 0, 1
1, 0, 0, 1
2, 0.960512, 0, 1
3, 0.575616, 2.87088, 1
4, 0.600448, 3.1985, 1
5, 0.577888, 3.396, 1
6, 0.574176, 3.17229, 1
7, 0.57344, 3.17184, 1
8, 0.57344, 3.17216, 1
9, 0.57344, 3.17174, 1
10, 0.57344, 3.17338, 1
11, 0.5728, 3.17603, 1
12, 0.575168, 3.45907, 1
13, 0.57344, 3.1744, 1
14, 0.575488, 3.16963, 1
15, 0.575968, 3.17114, 1
16, 0.577664, 3.17622, 1
17, 0.575392, 3.17408, 1
18, 0.577632, 3.39658, 1
19, 0.5736, 3.39149, 1
20, 0.574752, 3.39354, 1
21, 0.581632, 3.17312, 1
22, 0.573696, 3.17363, 1
23, 0.577536, 3.17894, 1
24, 0.57344, 3.45907, 1
25, 0.575488, 3.17328, 1
26, 0.57488, 3.16538, 1
27, 0.577536, 3.16621, 1
28, 0.579296, 3.16506, 1
29, 0.57344, 3.44269, 1
30, 0.57344, 3.16211, 1
31, 0.57248, 3.16054, 1
32, 0.577536, 3.17235, 1
33, 0.574816, 3.16045, 1
34, 0.577024, 3.1744, 1
35, 0.573408, 3.17235, 1
36, 0.58112, 3.16621, 1
37, 0.578624, 3.16371, 1
38, 0.569664, 3.16816, 1
39, 0.574592, 3.17235, 1
40, 0.578656, 3.17235, 1
41, 0.583328, 3.16349, 1
42, 0.574752, 3.16397, 1
43, 0.573376, 3.15846, 1
44, 0.572832, 3.38026, 1
45, 0.58144, 3.1648, 1
46, 0.57328, 3.16774, 1
47, 0.573376, 3.17507, 1
48, 0.572928, 3.15635, 1
49, 0.58, 3.16486, 1
50, 0.578784, 3.16445, 1
51, 0.57856, 3.15802, 1
52, 0.572096, 3.16211, 1
53, 0.573024, 3.15392, 1
54, 0.5808, 3.16122, 1
55, 0.578304, 3.15581, 1
56, 0.57344, 3.17066, 1
57, 0.575296, 3.16147, 1
58, 0.581056, 3.16042, 1
59, 0.581632, 3.15373, 1
60, 0.574656, 3.15789, 1
61, 0.582208, 3.15718, 1
62, 0.575744, 3.15187, 1
63, 0.573504, 3.15526, 1
64, 0.58368, 3.16691, 1
65, 0.570816, 3.16624, 1
66, 0.577536, 3.1705, 1
67, 0.577536, 3.29133, 1
68, 0.579584, 3.1545, 1
69, 0.58368, 3.15597, 1
70, 0.577696, 3.16211, 1
71, 0.579264, 3.15002, 1
72, 0.578816, 3.15597, 1
73, 0.57344, 3.15402, 1
74, 0.579584, 3.14963, 1
75, 0.569344, 3.15411, 1
76, 0.578432, 3.17299, 1
77, 0.577536, 3.15392, 1
78, 0.573408, 3.15597, 1
79, 0.575616, 3.14982, 1
80, 0.5712, 3.15552, 1
81, 0.577536, 3.15802, 1
82, 0.580352, 3.15875, 1
83, 0.573152, 3.20374, 1
84, 0.576768, 3.14928, 1
85, 0.573216, 3.15392, 1
86, 0.580032, 3.15251, 1
87, 0.573024, 3.15786, 1
88, 0.578368, 3.15018, 1
89, 0.573408, 3.15187, 1
90, 0.582112, 3.14989, 1
