Frame Nr., Compute, Primary Ray Trace, Room_With_Door_(5292_Probes)_-_Full_GI_-_64_Surfels_Per_Probe
0, 0, 0, 1
1, 0, 0, 1
2, 0.677888, 0, 1
3, 0.428032, 3.22086, 1
4, 0.439072, 3.46931, 1
5, 0.436224, 3.49302, 1
6, 0.432352, 3.17408, 1
7, 0.431968, 3.17853, 1
8, 0.431104, 3.18054, 1
9, 0.432, 3.1744, 1
10, 0.429728, 3.17546, 1
11, 0.43056, 3.17235, 1
12, 0.431008, 3.1785, 1
13, 0.439776, 3.1785, 1
14, 0.430784, 3.1712, 1
15, 0.439616, 3.17315, 1
16, 0.44, 3.17558, 1
17, 0.43712, 3.17235, 1
18, 0.428864, 3.17475, 1
19, 0.435488, 3.17626, 1
20, 0.434176, 3.18147, 1
21, 0.438272, 3.17731, 1
22, 0.436992, 3.1744, 1
23, 0.434176, 3.1704, 1
24, 0.436832, 3.1785, 1
25, 0.438272, 3.16848, 1
26, 0.439808, 3.17693, 1
27, 0.436224, 3.17117, 1
28, 0.436192, 3.16416, 1
29, 0.428416, 3.16797, 1
30, 0.44032, 3.16742, 1
31, 0.436192, 3.17043, 1
32, 0.433408, 3.16442, 1
33, 0.44032, 3.16602, 1
34, 0.442752, 3.17395, 1
35, 0.435072, 3.16701, 1
36, 0.435808, 3.17072, 1
37, 0.44032, 3.16435, 1
38, 0.44032, 3.16451, 1
39, 0.440192, 3.16806, 1
40, 0.436224, 3.16659, 1
41, 0.441312, 3.16134, 1
42, 0.438912, 3.16963, 1
43, 0.434176, 3.16534, 1
44, 0.444064, 3.16579, 1
45, 0.436, 3.16893, 1
46, 0.434176, 3.16656, 1
47, 0.436544, 3.16211, 1
48, 0.43008, 3.16544, 1
49, 0.44032, 3.16397, 1
50, 0.442432, 3.15597, 1
51, 0.439936, 3.15562, 1
52, 0.442176, 3.1576, 1
53, 0.43776, 3.15619, 1
54, 0.434528, 3.16416, 1
55, 0.448512, 3.16122, 1
56, 0.442272, 3.16077, 1
57, 0.44432, 3.16019, 1
58, 0.446464, 3.16, 1
59, 0.445728, 3.15802, 1
60, 0.442944, 3.15891, 1
61, 0.444832, 3.16006, 1
62, 0.43968, 3.15802, 1
63, 0.447104, 3.15619, 1
64, 0.44544, 3.16253, 1
65, 0.43408, 3.16211, 1
66, 0.45104, 3.16006, 1
67, 0.4464, 3.15597, 1
68, 0.446464, 3.16102, 1
69, 0.445824, 3.15213, 1
70, 0.444288, 3.15466, 1
71, 0.44288, 3.16006, 1
72, 0.446464, 3.1529, 1
73, 0.439648, 3.15594, 1
74, 0.437248, 3.15616, 1
75, 0.448, 3.15504, 1
76, 0.447712, 3.15894, 1
77, 0.447264, 3.15654, 1
78, 0.44032, 3.15763, 1
79, 0.444864, 3.16717, 1
80, 0.442368, 3.15597, 1
81, 0.440544, 3.1512, 1
82, 0.442368, 3.15802, 1
83, 0.444768, 3.15802, 1
84, 0.444448, 3.15597, 1
85, 0.44272, 3.15178, 1
86, 0.43952, 3.15542, 1
87, 0.446464, 3.15392, 1
88, 0.440544, 3.15392, 1
89, 0.435648, 3.15168, 1
90, 0.438176, 3.15392, 1
