Frame Nr., Compute, Primary Ray Trace, Room_With_Door_(5292_Probes)_-_Full_GI_-_64_Surfels_Per_Probe
0, 0, 0, 1
1, 0, 0, 1
2, 0.679936, 0, 1
3, 0.432288, 3.35693, 1
4, 0.435008, 3.43286, 1
5, 0.436576, 3.1785, 1
6, 0.431424, 3.17562, 1
7, 0.428704, 3.1711, 1
8, 0.432896, 3.1775, 1
9, 0.43008, 3.17235, 1
10, 0.430432, 3.17261, 1
11, 0.431936, 3.1744, 1
12, 0.438688, 3.17235, 1
13, 0.429184, 3.17584, 1
14, 0.442368, 3.17094, 1
15, 0.430816, 3.17235, 1
16, 0.436224, 3.17645, 1
17, 0.44144, 3.17773, 1
18, 0.438528, 3.17533, 1
19, 0.442912, 3.18342, 1
20, 0.438272, 3.17654, 1
21, 0.437312, 3.17021, 1
22, 0.43584, 3.17088, 1
23, 0.43008, 3.16826, 1
24, 0.437472, 3.16749, 1
25, 0.437568, 3.17235, 1
26, 0.435072, 3.1744, 1
27, 0.432448, 3.16531, 1
28, 0.444416, 3.1624, 1
29, 0.438272, 3.16928, 1
30, 0.437696, 3.15882, 1
31, 0.44032, 3.16006, 1
32, 0.440608, 3.16262, 1
33, 0.435552, 3.16886, 1
34, 0.43664, 3.1689, 1
35, 0.432128, 3.16531, 1
36, 0.440608, 3.17677, 1
37, 0.436224, 3.16627, 1
38, 0.437216, 3.16406, 1
39, 0.435264, 3.1648, 1
40, 0.440416, 3.16621, 1
41, 0.44416, 3.15818, 1
42, 0.436096, 3.16211, 1
43, 0.443968, 3.16406, 1
44, 0.438944, 3.16202, 1
45, 0.435072, 3.16128, 1
46, 0.442304, 3.1681, 1
47, 0.44032, 3.16995, 1
48, 0.441216, 3.16474, 1
49, 0.43632, 3.16826, 1
50, 0.440448, 3.15862, 1
51, 0.429984, 3.15597, 1
52, 0.439264, 3.16403, 1
53, 0.438688, 3.15619, 1
54, 0.445568, 3.15392, 1
55, 0.438272, 3.15546, 1
56, 0.449792, 3.15891, 1
57, 0.436224, 3.15802, 1
58, 0.446688, 3.16115, 1
59, 0.442368, 3.15738, 1
60, 0.444704, 3.15408, 1
61, 0.436224, 3.15392, 1
62, 0.442816, 3.16458, 1
63, 0.439648, 3.16784, 1
64, 0.44032, 3.15869, 1
65, 0.446592, 3.16211, 1
66, 0.447168, 3.15187, 1
67, 0.45056, 3.16544, 1
68, 0.445632, 3.16509, 1
69, 0.442016, 3.16058, 1
70, 0.44368, 3.15136, 1
71, 0.438272, 3.1583, 1
72, 0.436352, 3.15949, 1
73, 0.441632, 3.16074, 1
74, 0.448192, 3.15187, 1
75, 0.438272, 3.26765, 1
76, 0.445216, 3.15536, 1
77, 0.438272, 3.26432, 1
78, 0.441632, 3.15392, 1
79, 0.43008, 3.16624, 1
80, 0.44784, 3.16589, 1
81, 0.441984, 3.15658, 1
82, 0.448512, 3.15376, 1
83, 0.4448, 3.15626, 1
84, 0.43968, 3.16006, 1
85, 0.438272, 3.15392, 1
86, 0.444416, 3.15546, 1
87, 0.444416, 3.15584, 1
88, 0.444096, 3.156, 1
89, 0.44032, 3.15392, 1
90, 0.448576, 3.15843, 1
